id_cliente,pd_score,lgd_pred
C100063,0.08326627297542169,0.34290421521807124
C100064,0.08998797524618858,0.19316274690803237
C100065,0.03281084952040865,0.19021523328015252
C100066,0.06947674231254142,0.4421481084269808
C100067,0.07158211139380874,0.37758486673934694
C100068,0.06880077064481557,0.36696209278524505
C100069,0.04655849201578138,0.2706974967024338
C100070,0.008134235498208336,0.45643607734056757
C100071,0.016743758819576144,0.173795339854423
C100072,0.10578582231434504,0.4263946004484671
C100073,0.02102563569631759,0.5283322522030992
C100074,0.035550958084037895,0.428259969664686
C100075,0.0428464385368347,0.3591172973214265
C100076,0.02430699275658102,0.486080516043184
C100077,0.05042644169562082,0.6617676325699822
C100078,0.02960769032787587,0.5083360515180496
C100079,0.059240097245850665,0.3736132561662603
C100080,0.044528566069711985,0.4729552469807176
C100081,0.010981300115073383,0.36908882727102366
C100082,0.015011801385875437,0.288672673194423
C100083,0.10130933342754701,0.594378416655851
C100084,0.03776309955176484,0.25638924457935924
C100085,0.02860930883952717,0.3136450936662993
C100086,0.036844186586946666,0.2532525108066599
C100087,0.031676820370552916,0.3545776459811539
C100088,0.04078995765851937,0.20224360255664683
C100089,0.028963033158246193,0.26006215521712406
C100090,0.011135721656067918,0.42745116921453036
C100091,0.07427381285906713,0.4711183094082519
C100092,0.047844211695619254,0.36255689499222865
C100093,0.03494463151957838,0.44841404803559604
C100094,0.0313628615981879,0.40694375001297733
C100095,0.13482203747033625,0.4433771652092038
C100096,0.08753600505493356,0.187770309567174
C100097,0.008690231847442536,0.40453515121509914
C100098,0.014337976895521647,0.41313052733011457
C100099,0.049242490340132804,0.4464537727639335
C100100,0.02962054452939789,0.16197467628352755
C100101,0.016209687450488522,0.48091040281581726
C100102,0.007542743486740095,0.21159420423445655
C100103,0.052347616078519676,0.3773875038140256
C100104,0.05580957340462278,0.31674026405970723
C100105,0.032863824202301634,0.21321600796364454
C100106,0.008844380580228071,0.19706600386075923
C100107,0.01955716501524289,0.4191545712759571
C100108,0.019280171681126616,0.1617295205496452
C100109,0.09518743812792954,0.27677555677915744
C100110,0.0367361455247284,0.26176220809205253
C100111,0.05135569170815689,0.25254273219830886
C100112,0.052894944244827054,0.30800569743811346
C100113,0.03387316755897843,0.32185429127704324
C100114,0.05758084361128186,0.39544605720500037
C100115,0.0661392486298636,0.42252780294004016
C100116,0.04752122379539726,0.2449204464149618
C100117,0.025556366393975363,0.2473036385559333
C100118,0.09042667434619864,0.42555562624251525
C100119,0.04688556475241149,0.46109887275454076
C100120,0.01173009154304583,0.49314755492369544
C100121,0.030751648046850377,0.14170260638552667
C100122,0.02262840289575141,0.2510780364287901
C100123,0.1137822439212925,0.46439268532863864
C100124,0.08301027865669207,0.3750420208149822
C100125,0.02032506538158438,0.5337360195928513
C100126,0.028374596356131085,0.4007167319574687
C100127,0.027130658917956026,0.4278381818499436
C100128,0.019161956177325214,0.2130189186039627
C100129,0.06470724046095155,0.4355042161742376
C100130,0.0829184646826069,0.4319736111260091
C100131,0.08096408993832957,0.2098370238997998
C100132,0.03190509060199657,0.3621753413557695
C100133,0.07345663160717804,0.27962728423710437
C100134,0.02422540138429642,0.44647507430961575
C100135,0.0702408484814159,0.2764171251508668
C100136,0.029581439218016006,0.2887291850933314
C100137,0.03111208384087177,0.3364321600425717
C100138,0.01892359386647885,0.27916597292031536
C100139,0.11278006036062369,0.3967513776424856
C100140,0.024111821163894324,0.22630062516847865
C100141,0.10790362887129772,0.334549338369615
C100142,0.027075642734380477,0.2479366842236681
C100143,0.04803134414533825,0.348816774996609
C100144,0.05616530787283554,0.3801726850327513
C100145,0.04465177540950389,0.29220954855246595
C100146,0.017344471028472534,0.4183847903361897
C100147,0.027258734270926,0.3140168189134336
C100148,0.028961428122704767,0.32469634506380796
C100149,0.07692610079569762,0.3978041053377186
C100150,0.010669693165897493,0.33276519876735466
C100151,0.06487259751118973,0.38304473044569154
C100152,0.029023009558648897,0.37678041886877134
C100153,0.07297517157075559,0.1
C100154,0.019032703843555984,0.2990913847314498
C100155,0.14911341781331314,0.3127462894778484
C100156,0.06473653096038066,0.3443520769436638
C100157,0.027086457375513514,0.3686432872449074
C100158,0.06716458931995371,0.24791265772066728
C100159,0.07106929013495504,0.32337375940041313
C100160,0.04639187255503341,0.3914811283635666
C100161,0.004460399816639283,0.4465550296502147
C100162,0.02337250254515813,0.38787473312250503
C100163,0.04847295106848329,0.3272234721936392
C100164,0.0881044976869825,0.45345684797049685
C100165,0.06851307317725168,0.4222099793155144
C100166,0.024687792251046742,0.45861314368910305
C100167,0.016742435193060085,0.33083158116558725
C100168,0.02563063135721105,0.4127650135495095
C100169,0.021316485473409575,0.34468091384763405
C100170,0.04744168586166333,0.4012055064918101
C100171,0.046337741833505725,0.2864923393767248
C100172,0.012369058273852577,0.22969156537558438
C100173,0.022735947199715452,0.36863589805270786
C100174,0.08541443302054215,0.27870542105902224
C100175,0.050957976483138996,0.24543966686653712
C100176,0.0429061232670336,0.3743477759420779
C100177,0.012529630119468414,0.3401046009759355
C100178,0.07497008632376688,0.2808939385334019
C100179,0.05363723535986109,0.3790081994433853
C100180,0.007596339173203381,0.39613793023082416
C100181,0.04068710709782076,0.2848223383912561
C100182,0.04838176747911541,0.2855032945191955
C100183,0.09022722254201984,0.18340605044021924
C100184,0.020000397092979055,0.419540886108085
C100185,0.015212671072305171,0.2889390617772841
C100186,0.05644805723119432,0.43562305000446966
C100187,0.011289579109123782,0.3803687098653822
C100188,0.010920556161361956,0.3868944897867198
C100189,0.0693999586392771,0.18858816897111708
C100190,0.007570064255786926,0.38707656964831116
C100191,0.1660966478134322,0.27276713035020805
C100192,0.053514189924740864,0.3755166132439506
C100193,0.042664218283989,0.5526517900588765
C100194,0.02711244195669657,0.16391028732579743
C100195,0.018533095598592772,0.39845961038134203
C100196,0.008153751939438098,0.457872408870137
C100197,0.11820239739762392,0.346295382946784
C100198,0.030870746390709997,0.27977369317308726
C100199,0.03454082159403932,0.21776766090284919
C100200,0.012585136676711642,0.42175446935207694
C100201,0.05123443590695715,0.3848797709169454
C100202,0.02407581858278755,0.3997016632210831
C100203,0.02502171593663486,0.2926501988050274
C100204,0.012971742381575058,0.36785545385135443
C100205,0.031202332951695437,0.38625106790206154
C100206,0.0023996719309603127,0.4722206492038674
C100207,0.05947805266567303,0.3123137580140028
C100208,0.10631097980817393,0.3250263433602356
C100209,0.030358112390530507,0.5598485593911404
C100210,0.043329664084720686,0.2728959165193306
C100211,0.02370142302346747,0.37624563250470633
C100212,0.09440671161304522,0.4074986063133111
C100213,0.05461786545167242,0.34101610734406806
C100214,0.08449697196555461,0.433765790281012
C100215,0.052197423291297104,0.23172516473121194
C100216,0.05655113775277069,0.16717121836826943
C100217,0.038853247514677995,0.3945261366949471
C100218,0.041752583794209625,0.3171528583234796
C100219,0.03310288197674954,0.4130554871410908
C100220,0.019644722970593956,0.3333746208476614
C100221,0.06629358394293437,0.23592511854237327
C100222,0.08046416360768348,0.20054707620048318
C100223,0.04281207080899662,0.2552927425928854
C100224,0.006465008494643378,0.21630354070547544
C100225,0.03728723605304032,0.37511703274054764
C100226,0.044554943335342156,0.3864864908229545
C100227,0.04246340620307143,0.4298141511988979
C100228,0.021567323740269255,0.44445891774923485
C100229,0.03148763998125543,0.484910157833062
C100230,0.05609384466194473,0.3900503438780371
C100231,0.058486381597885634,0.40873061375898434
C100232,0.03592029875320406,0.3816250240928454
C100233,0.04731022635112389,0.26426482365217485
C100234,0.05420113418059882,0.3401425330873884
C100235,0.11957187585930598,0.21944075232119545
C100236,0.02004638432678347,0.32145701757573825
C100237,0.019729694646075813,0.28389011911798534
C100238,0.08057374597995465,0.4000416942775987
C100239,0.053493789886644494,0.13875379351328201
C100240,0.009853661797227188,0.5827535340533494
C100241,0.03973597195275845,0.43967096888054386
C100242,0.046458855689947495,0.34627806940567657
C100243,0.026319049743560807,0.43448297213596193
C100244,0.009166461095198631,0.18839350362200427
C100245,0.008472519066546131,0.4974596238451964
C100246,0.03202923629419952,0.17762100676809367
C100247,0.040443295183122105,0.22935256444400215
C100248,0.06438899090503637,0.19983358904220225
C100249,0.047311989051159214,0.3230467111702729
C100250,0.12477864588288866,0.3584403536547618
C100251,0.03059617119845215,0.5039474869752589
C100252,0.06074126420318411,0.32122196535939923
C100253,0.08754875196648074,0.3262475733769065
C100254,0.0026344011727792425,0.28274495578440273
C100255,0.01765564818912975,0.36889837504881434
C100256,0.0506058430654141,0.503484843552219
C100257,0.025437461190355896,0.251860729378906
C100258,0.03212392279966714,0.2577839360719498
C100259,0.13757708689273168,0.3190139723943315
C100260,0.08599373024186069,0.38423454986381644
C100261,0.0317734893048728,0.37803866578057044
C100262,0.004292338570719218,0.35546030320504907
C100263,0.07961546954661161,0.4137445775167079
C100264,0.05634691604238092,0.26499942462596265
C100265,0.08536632925229512,0.524095222797309
C100266,0.010862725510894249,0.2861246307258615
C100267,0.01670077134522271,0.2686468881278979
C100268,0.058333578109265975,0.4567931242974975
C100269,0.09570155091200475,0.5003135968943682
C100270,0.12191979022559012,0.3421453228035545
C100271,0.07419860222708967,0.14579715884317493
C100272,0.08052038877036974,0.15886967623215878
C100273,0.03173751696434424,0.19484168289141857
C100274,0.023650333131461147,0.29619076446763165
C100275,0.00912426067158298,0.46076182314591724
C100276,0.032445150774615995,0.3046319070469011
C100277,0.040744939624862496,0.31926920916560275
C100278,0.008517692065462174,0.2365971719725542
C100279,0.02278623092846213,0.23743910277746214
C100280,0.029503315794442007,0.13432547861215283
C100281,0.058458342687730994,0.2812425898332426
C100282,0.06262302029720046,0.37343093972500424
C100283,0.012423999820297108,0.47643756087647016
C100284,0.026313837607170106,0.43079833334112905
C100285,0.07076581388573473,0.27186163989931506
C100286,0.07228047339129332,0.48427334470787364
C100287,0.031851432462833326,0.36363619426371196
C100288,0.1415551226463106,0.37078028780726996
C100289,0.014000111086951168,0.28808666923777554
C100290,0.016241874885494962,0.44429488513779525
C100291,0.05196541586397851,0.18197979018087243
C100292,0.09218446322401297,0.2277568887126903
C100293,0.06347801755103413,0.36770307318365786
C100294,0.012712809526821014,0.4945868015997381
C100295,0.05548910692310492,0.48724217874592046
C100296,0.017754481969477463,0.374775010166517
C100297,0.016382467010002455,0.261510037254229
C100298,0.08746922810813051,0.23006440109100224
C100299,0.01810083419608488,0.31553694131044374
C100300,0.035967222739557866,0.455852130874317
C100301,0.015575043878513113,0.3484392328772516
C100302,0.023079746867291345,0.18977069029605556
C100303,0.023615234944100477,0.31720538145099514
C100304,0.038711170639611485,0.36512742234278417
C100305,0.032339049687869076,0.47267665562384564
C100306,0.044730104450194284,0.4695390014416665
C100307,0.05442802708271275,0.37846059329313564
C100308,0.023985552498545195,0.18270747506524687
C100309,0.0704881619129886,0.23807707783789828
C100310,0.10616537261246807,0.1673742780160017
C100311,0.02866128650307862,0.2968753402957166
C100312,0.06337623489067055,0.28073971694343774
C100313,0.033116726238091254,0.29435821982633714
C100314,0.02421786713509265,0.33392245825161554
C100315,0.053624511780021186,0.36806701578141515
C100316,0.03178170263519987,0.4260929518165727
C100317,0.045368369837478405,0.391060044842866
C100318,0.04266966823127492,0.4276786844763164
C100319,0.042222786895399794,0.3809857298532296
C100320,0.019341681738133266,0.150157510733304
C100321,0.034492313382237544,0.38134782722628796
C100322,0.04066879674800222,0.2987118116199017
C100323,0.09056830538908556,0.3838612558444945
C100324,0.06078882583672352,0.4267033962995438
C100325,0.10779262820074542,0.4720686027366052
C100326,0.04779047719503083,0.4621049784018012
C100327,0.026926078578078546,0.3940079001064595
C100328,0.00861318776110753,0.40046702519587396
C100329,0.062092908310215446,0.2598410444558629
C100330,0.023043528916035717,0.452421568698968
C100331,0.01851051280087228,0.3794482669401948
C100332,0.010485258880475416,0.3712884488543844
C100333,0.015752301453111902,0.3690049172627895
C100334,0.06463453341145914,0.3564969346374822
C100335,0.032437936160844165,0.4196969295247083
C100336,0.021760352911401402,0.19163818893452428
C100337,0.026529004413835055,0.37104824080428483
C100338,0.010187823616252296,0.19613367407731255
C100339,0.03512425873431874,0.38015216771397076
C100340,0.012585888551445518,0.43503299181694427
C100341,0.01571407594025519,0.29313798400475355
C100342,0.0303618173085277,0.38589423144979174
C100343,0.01792683473403339,0.348582742441209
C100344,0.016377869753199055,0.3387438385103971
C100345,0.021696664420456868,0.34549247236940606
C100346,0.11127046028425601,0.14023065675854318
C100347,0.011120775221436723,0.34808305240302906
C100348,0.03792766027771106,0.20344823354064634
C100349,0.015388735638671582,0.4391255603077192
C100350,0.04939959232458923,0.451338918422057
C100351,0.04219130652021876,0.33022371982198073
C100352,0.028689195326164565,0.4119723827748101
C100353,0.026615094065687416,0.32827636750759376
C100354,0.07655472582379734,0.28014697760034274
C100355,0.047202362919136494,0.25991177897379625
C100356,0.09834140925876679,0.18685366598408165
C100357,0.03321261534934972,0.401737147254162
C100358,0.002049061245883593,0.3911025156209332
C100359,0.044763766777576666,0.2903972690609239
C100360,0.05434996046266251,0.37604469296138454
C100361,0.10584968852909295,0.3684147059294574
C100362,0.05253666402820253,0.3195880414158422
C100363,0.04500147169941813,0.2792785642509819
C100364,0.025673600603651175,0.3114153995186202
C100365,0.010320021348716915,0.28662244003810616
C100366,0.0184555295188541,0.2374152388638959
C100367,0.02394727894196019,0.3011414410524982
C100368,0.03736456865178206,0.4535999162793195
C100369,0.036267544689693704,0.29808342548165884
C100370,0.09960004761990783,0.3603142256810595
C100371,0.05608500116315147,0.3331714578857024
C100372,0.015137482837199163,0.3622405102900622
C100373,0.06560370107163961,0.46574012122971997
C100374,0.03689325343015247,0.43496209865377145
C100375,0.08045641833824589,0.33171802741979256
C100376,0.037501448455247686,0.35279951533227805
C100377,0.06279870405729089,0.23351490521239288
C100378,0.06472599029084065,0.23890436183525618
C100379,0.13008146763127965,0.5394827821974377
C100380,0.028398518021537197,0.3301075625000414
C100381,0.021930955725593414,0.39340610888194844
C100382,0.04094909199011984,0.24620961473369152
C100383,0.07758735736025384,0.5358890704574593
C100384,0.03336617089899327,0.39337020546105483
C100385,0.09342702365518037,0.2812364926921467
C100386,0.06328312152949185,0.3500968405624765
C100387,0.03461074012128821,0.23343396722422782
C100388,0.015520707687233447,0.1744150614515378
C100389,0.005656928751158959,0.4192644805239447
C100390,0.013270303038872402,0.4840087642540138
C100391,0.046108004281429645,0.4727944598447541
C100392,0.08215648672382056,0.3380688881897715
C100393,0.09699711971445331,0.28255223688802
C100394,0.0327666473954176,0.3885730149940852
C100395,0.10281795832288902,0.3806312239790881
C100396,0.03009316330744097,0.29401959918111054
C100397,0.08837229598490162,0.4638718429149097
C100398,0.013526255739343943,0.3521499122825839
C100399,0.02593763778152577,0.49613543986939473
C100400,0.06455810850824377,0.19449504923667973
C100401,0.007689557500672409,0.44553790518149194
C100402,0.03858969559900129,0.2643002567137297
C100403,0.05357659455508926,0.4939531986913735
C100404,0.07184374759647211,0.32047997095964453
C100405,0.01827667553908732,0.2096881781017707
C100406,0.021572585559308476,0.29183871897532654
C100407,0.09932670078028819,0.4337753206039932
C100408,0.03870545643620621,0.2530243736041533
C100409,0.016831059273502532,0.4812741969969671
C100410,0.06002822848452017,0.35000982221678767
C100411,0.03357821810374171,0.3216176983973223
C100412,0.07260496407323097,0.3595439475404301
C100413,0.03620743646168578,0.3644096826169363
C100414,0.052336090721286754,0.44779082316399815
C100415,0.06839988702550803,0.47102915350148683
C100416,0.028380703905565557,0.20200868750761505
C100417,0.020394795203136543,0.5267249890820386
C100418,0.09473381300354962,0.32765834563937435
C100419,0.009089501587278935,0.43493278279783426
C100420,0.028935503966710904,0.3590498977444732
C100421,0.028056741272976343,0.5996605569377551
C100422,0.012759797004048,0.32218681654246484
C100423,0.04891294715895476,0.20226678128880726
C100424,0.14531790904581993,0.406288026768067
C100425,0.030275790312863555,0.2194210594802283
C100426,0.020501011814258854,0.23345622857080536
C100427,0.07632722079120592,0.4572664634325963
C100428,0.013723768126590815,0.4372929870902394
C100429,0.053027287173480014,0.41416791198931596
C100430,0.0032942938902432526,0.3567225578573771
C100431,0.01848355660860321,0.3979089761728164
C100432,0.060409097310505214,0.42641587186343927
C100433,0.05326512594197245,0.28571374639718256
C100434,0.03902162395125493,0.5328319700478392
C100435,0.07756918552140743,0.3655186870434241
C100436,0.05836753551745174,0.28685267475735343
C100437,0.05130254001091231,0.37449485346018385
C100438,0.0790628409629814,0.2913187236158414
C100439,0.01791258068368731,0.3367748591844701
C100440,0.03986385595220344,0.3993709011889379
C100441,0.014791555396378336,0.26120075425841
C100442,0.03275824550752689,0.23944603651687807
C100443,0.06713826175701416,0.4239755538560064
C100444,0.018300073473881014,0.1495672281998353
C100445,0.09492577290640056,0.176114351812127
C100446,0.006624909123329425,0.11380862806727851
C100447,0.018517903478222852,0.22133134463242807
C100448,0.030399293668445168,0.528154177401343
C100449,0.034243366880843985,0.2894122531521633
C100450,0.01143267236758882,0.5445249756556658
C100451,0.041556046999535946,0.4341872061224879
C100452,0.026688997676077766,0.20978044417887715
C100453,0.046359173958816974,0.36582975969271536
C100454,0.04554378843406592,0.4672718099639107
C100455,0.06327523492191467,0.24252833974335886
C100456,0.10886518398102221,0.496584971993568
C100457,0.05246764570306387,0.4643857747105083
C100458,0.0573843648181257,0.37906291356153154
C100459,0.03118368163319035,0.37497724824201417
C100460,0.053706801331912135,0.5444812570385278
C100461,0.009977707832064331,0.4655347430628767
C100462,0.02614145502599237,0.3500173147667915
C100463,0.09932247138952324,0.14759825771827617
C100464,0.030390513444715907,0.25359505325113635
C100465,0.022520183075612127,0.4414627059021407
C100466,0.06223927265996054,0.44399975726743857
C100467,0.01645472784661797,0.3649735110375589
C100468,0.07588038187152714,0.4024094569180981
C100469,0.01985751525937018,0.3122501446197087
C100470,0.08751132149769696,0.24554632477165583
C100471,0.07563065109951911,0.43857185876279703
C100472,0.0332420393746787,0.2645393875426949
C100473,0.11830323908856077,0.35144480701325453
C100474,0.060702930698173695,0.25550106897598995
C100475,0.031054107000229373,0.3927525188697903
C100476,0.10060292810022219,0.16287184487696182
C100477,0.08873325352649111,0.31424016402046395
C100478,0.015088518976721414,0.327052893629907
C100479,0.06965766805136907,0.29520365544921556
C100480,0.019900797502881755,0.3581000236648478
C100481,0.05713349572922939,0.1877860166096154
C100482,0.047796697229443616,0.32759300782219186
C100483,0.037428329024508655,0.3977197811753063
C100484,0.0043476719220209275,0.2965413065270878
C100485,0.05364880552197436,0.4645097880717203
C100486,0.020125213693820625,0.45122383817268813
C100487,0.10120706153238992,0.19943829291159243
C100488,0.03792048294214498,0.3957147637980708
C100489,0.06770350392325254,0.3730320703223372
C100490,0.02963173257139769,0.31132712129901274
C100491,0.05866418105528801,0.49224429252418805
C100492,0.12391950243345883,0.15867814691239285
C100493,0.04905997574072262,0.3511302072897202
C100494,0.05390302380178369,0.46066279389432724
C100495,0.031441800883157,0.3319036147573146
C100496,0.03149012200851295,0.2734849414736676
C100497,0.055235416619826117,0.21343971586938784
C100498,0.08102741529331949,0.27804363062750376
C100499,0.115484826735182,0.3805746572916965
C100500,0.011612545797878177,0.39336789025123137
C100501,0.01853474755894377,0.25464445961104754
C100502,0.03198172635094278,0.273572834714215
C100503,0.08977534783951384,0.43707936340492226
C100504,0.020243843005734768,0.4048928467462586
C100505,0.05745917164897644,0.3934475126026502
C100506,0.056299785362273924,0.4129276664791477
C100507,0.15039099424793362,0.28084578802565463
C100508,0.034682429933651095,0.2248309303899589
C100509,0.058466828238488276,0.3576628758542584
C100510,0.06399915379407849,0.357369729102117
C100511,0.05881757345272488,0.3185548325410075
C100512,0.03757954016714564,0.21299049415734386
C100513,0.06660089996505847,0.38568110226954155
C100514,0.09103141825671104,0.2685760148818273
C100515,0.04166139578116628,0.17072834837793452
C100516,0.044251622498170703,0.3716468362519546
C100517,0.031004588301618764,0.24219539847663502
C100518,0.028680322035013906,0.36193322341498546
C100519,0.07775635957204924,0.30583676019402856
C100520,0.0431187061212466,0.3386323240219184
C100521,0.03633919585708682,0.12750996507477882
C100522,0.05582554287077601,0.41345482226797553
C100523,0.052145680146373274,0.4961496113555326
C100524,0.08330337637263076,0.24487803660250404
C100525,0.04634230366095052,0.2749340361208834
C100526,0.25,0.38517705107330535
C100527,0.04840873910776849,0.2947351644732392
C100528,0.019533147166021378,0.3650933662179497
C100529,0.09223781941607392,0.4538212708348748
C100530,0.11388494535722771,0.5416154837181364
C100531,0.015287986597158644,0.4870701119905849
C100532,0.0072983050818351625,0.40081101246352513
C100533,0.05986159958653522,0.2884076619870847
C100534,0.07552707760031081,0.20420181295097356
C100535,0.0192012143637736,0.4131387917520791
C100536,0.037316983605755624,0.47219174188093366
C100537,0.034291579995453174,0.40262481740150685
C100538,0.03141048742930076,0.3973720294873967
C100539,0.040406207161916084,0.27856170115571155
C100540,0.05403554580492102,0.5016796715990285
C100541,0.051223732051914536,0.3516248682282376
C100542,0.08735437635577271,0.5355835655679133
C100543,0.1033385769458968,0.44826125337518613
C100544,0.08227922802073491,0.2073404074321837
C100545,0.023818120252048495,0.13486301160991482
C100546,0.02873410157253275,0.33005948909805954
C100547,0.08173652550741171,0.18543987200136616
C100548,0.05587682335031257,0.3317098672254432
C100549,0.03671203528157646,0.5127551763828437
C100550,0.017237097116762405,0.25861270103592493
C100551,0.03688004655084866,0.35737719192544665
C100552,0.059474565764514854,0.4133044994416844
C100553,0.025155130232172338,0.37639635836449137
C100554,0.03750987473619533,0.38053374917611593
C100555,0.043690709405819955,0.30056540394983633
C100556,0.04758956911046302,0.35739488443597806
C100557,0.04596079623483816,0.5404905647747236
C100558,0.05830335760072923,0.2984526576466925
C100559,0.020528747364116588,0.36488397821429147
C100560,0.06394518424389023,0.2421246032654098
C100561,0.0533048974201527,0.4416862097224056
C100562,0.013619357841819496,0.16537173489853796
C100563,0.07277304052446279,0.29172674540850435
C100564,0.01431267671337595,0.32139452094341453
C100565,0.0535519359762629,0.3199916903854296
C100566,0.045062577431217984,0.2450503468151299
C100567,0.041155460693541195,0.3059400317991527
C100568,0.005421375455647566,0.30221486586986973
C100569,0.018983358419069014,0.43572635995479614
C100570,0.03238192324714133,0.38894397844039663
C100571,0.02526513955463202,0.31383315575661175
C100572,0.10855264449479357,0.30259099242720433
C100573,0.01114372600873171,0.26288009420952363
C100574,0.04785618725357992,0.31706502858485497
C100575,0.04209657433384691,0.4576792987573249
C100576,0.027971181351519853,0.23098597484818356
C100577,0.01054877654760162,0.5073142519623803
C100578,0.014694750813565876,0.4539417387734236
C100579,0.061571690238558005,0.4362526001658281
C100580,0.02534579364555871,0.38467939284439534
C100581,0.061192697607551284,0.2766081532140867
C100582,0.03389040246255833,0.5131678715474185
C100583,0.03222354244951351,0.39784978208359806
C100584,0.07465672745854923,0.19045914195883706
C100585,0.07852563762754755,0.30335895053375483
C100586,0.01035964425181971,0.41870182394036104
C100587,0.02643985384886379,0.20381599304894837
C100588,0.0205026763388151,0.32463598281310246
C100589,0.05300850303820322,0.411014082654139
C100590,0.005431616947850797,0.4501616100240398
C100591,0.08452897270760816,0.4046589646337096
C100592,0.10948615712872206,0.29145650982063
C100593,0.038053712421801354,0.3361659872934826
C100594,0.025242223815622536,0.3295309842922979
C100595,0.06363816368630212,0.5606279590565911
C100596,0.048033058249744895,0.36363335258337187
C100597,0.045620532420924856,0.21016081429025826
C100598,0.015204682905982751,0.1928195538785923
C100599,0.011461128951184193,0.49388537946024813
C100600,0.04967286515268768,0.42644579578434016
C100601,0.0650113832471926,0.29589186249802246
C100602,0.012608262547233488,0.30340593060080034
C100603,0.026417216955635387,0.31427284028097746
C100604,0.03924631278269582,0.27218027891222696
C100605,0.026967988175664127,0.31361789082724867
C100606,0.06680258439930478,0.22621883285391897
C100607,0.027764103665871363,0.31859684030260776
C100608,0.07277967326656148,0.39032219854404493
C100609,0.01743364039349663,0.3817264975132508
C100610,0.02530302972496814,0.21282942339879984
C100611,0.055670624070797675,0.3905362870470337
C100612,0.05946262335695013,0.3077108300308834
C100613,0.046478394953382705,0.4594552417798143
C100614,0.08273566281641127,0.20669183444095313
C100615,0.12458110410246377,0.38865097802377335
C100616,0.06058238197269964,0.35476211064402013
C100617,0.02637557044559014,0.4303250495142607
C100618,0.02487160058826863,0.4674852296202392
C100619,0.017470933906309993,0.290706377997162
C100620,0.034237594857931965,0.12284855307362405
C100621,0.022965049908271997,0.4712854422314553
C100622,0.12037012430269933,0.36227871569826686
C100623,0.02920896250357076,0.13925047147856953
C100624,0.09176974377450524,0.3788045265723132
C100625,0.1251852071794678,0.3246087145118891
C100626,0.045393342255233025,0.1928531970004872
C100627,0.044728025123161784,0.5123788654429016
C100628,0.030633652795696957,0.2260415742177344
C100629,0.07442708160154723,0.40131712248744394
C100630,0.041698949993269174,0.29709952776570936
C100631,0.04153662637056965,0.4182253323632167
C100632,0.09470694395609987,0.30103869285613516
C100633,0.01423858799178479,0.37186390537161934
C100634,0.042705224625171824,0.33142959256006327
C100635,0.06551064350238013,0.19827370921160684
