id_cliente,id_cuenta,mes,saldo
C100013,C100013-T2,2025-08-01,126018.46241522538
C100013,C100013-T2,2025-09-01,283654.219463194
C100014,C100014-T1,2025-04-01,763306.8090882597
C100014,C100014-T1,2025-05-01,758853.4036666531
C100014,C100014-T1,2025-06-01,748615.4569266848
C100014,C100014-T1,2025-07-01,1110549.5311757987
C100014,C100014-T1,2025-08-01,456897.91842042893
C100014,C100014-T1,2025-09-01,803287.732201104
C100015,C100015-T1,2025-04-01,561150.0464146903
C100015,C100015-T1,2025-05-01,300378.6603165093
C100015,C100015-T1,2025-06-01,462582.4160580528
C100015,C100015-T1,2025-07-01,283042.6441553016
C100015,C100015-T1,2025-08-01,435883.30274401576
C100015,C100015-T1,2025-09-01,561371.9212769119
C100015,C100015-T2,2025-04-01,629242.4050329728
C100015,C100015-T2,2025-05-01,402330.8850787722
C100015,C100015-T2,2025-06-01,472798.3977402852
C100015,C100015-T2,2025-07-01,490511.10958192946
C100015,C100015-T2,2025-08-01,152060.04939315404
C100015,C100015-T2,2025-09-01,533624.0684282037
C100015,C100015-T3,2025-04-01,839469.6881198979
C100015,C100015-T3,2025-05-01,1032291.515273289
C100015,C100015-T3,2025-06-01,1037645.5865770569
C100015,C100015-T3,2025-07-01,675478.4561755653
C100015,C100015-T3,2025-08-01,925448.3987734466
C100015,C100015-T3,2025-09-01,908020.4392816714
C100016,C100016-T1,2025-04-01,292460.8768051248
C100016,C100016-T1,2025-05-01,223555.37978915154
C100016,C100016-T1,2025-06-01,299367.3912568073
C100016,C100016-T1,2025-07-01,345730.4796004377
C100016,C100016-T1,2025-08-01,318111.8903299401
C100016,C100016-T1,2025-09-01,312406.70896879997
C100017,C100017-T1,2025-04-01,313023.50833203143
C100017,C100017-T1,2025-05-01,460477.19079678383
C100017,C100017-T1,2025-06-01,216657.61088336253
C100017,C100017-T1,2025-07-01,286219.53017964994
C100017,C100017-T1,2025-08-01,309954.962024321
C100017,C100017-T1,2025-09-01,363291.1697439651
C100018,C100018-T1,2025-04-01,475798.5053787901
C100018,C100018-T1,2025-05-01,569245.2669110148
C100018,C100018-T1,2025-06-01,800249.6636132475
C100018,C100018-T1,2025-07-01,730133.9889860832
C100018,C100018-T1,2025-08-01,784049.7314356053
C100018,C100018-T1,2025-09-01,670948.7395874225
C100018,C100018-T2,2025-04-01,274453.2874871853
C100018,C100018-T2,2025-05-01,391460.02078003326
C100018,C100018-T2,2025-06-01,418895.9938687388
C100018,C100018-T2,2025-07-01,526579.1637473973
C100018,C100018-T2,2025-08-01,325423.63087628304
C100018,C100018-T2,2025-09-01,508739.17077777185
C100018,C100018-T3,2025-04-01,1338661.6201696612
C100018,C100018-T3,2025-05-01,1543303.6494914244
C100018,C100018-T3,2025-06-01,1207879.5069175907
C100018,C100018-T3,2025-07-01,1175216.855243415
C100018,C100018-T3,2025-08-01,962480.159612437
C100018,C100018-T3,2025-09-01,1005638.776836094
C100019,C100019-T1,2025-04-01,1162201.1039699286
C100019,C100019-T1,2025-05-01,1176705.0166043793
C100019,C100019-T1,2025-06-01,1190636.4041232318
C100019,C100019-T1,2025-07-01,1233077.4756394252
C100019,C100019-T1,2025-08-01,1434224.017246132
C100019,C100019-T1,2025-09-01,766740.4928338355
C100020,C100020-T1,2025-04-01,204751.64246870158
C100020,C100020-T1,2025-05-01,189668.18432688265
C100020,C100020-T1,2025-06-01,137735.22208466168
C100020,C100020-T1,2025-07-01,100780.16538648063
C100020,C100020-T1,2025-08-01,123202.46866145807
C100020,C100020-T1,2025-09-01,125105.01157177782
C100020,C100020-T2,2025-04-01,806581.4434784465
C100020,C100020-T2,2025-05-01,1476076.8658752996
C100020,C100020-T2,2025-06-01,766728.4083464995
C100020,C100020-T2,2025-07-01,1024583.605666164
C100020,C100020-T2,2025-08-01,1051283.7909681362
C100020,C100020-T2,2025-09-01,647807.2333696734
C100021,C100021-T1,2025-04-01,1815901.7758375118
C100021,C100021-T1,2025-05-01,1386329.6197379148
C100021,C100021-T1,2025-06-01,1321704.707499709
C100021,C100021-T1,2025-07-01,907030.3601440676
C100021,C100021-T1,2025-08-01,1528660.5842365087
C100021,C100021-T1,2025-09-01,1478858.520345845
C100022,C100022-T1,2025-04-01,515660.37249369046
C100022,C100022-T1,2025-05-01,841904.6781741395
C100022,C100022-T1,2025-06-01,634189.3813004019
C100022,C100022-T1,2025-07-01,512829.99846836535
C100022,C100022-T1,2025-08-01,602530.9185538172
C100022,C100022-T1,2025-09-01,498700.4702840315
C100022,C100022-T2,2025-04-01,369693.87514307105
C100022,C100022-T2,2025-05-01,525301.281983656
C100022,C100022-T2,2025-06-01,261572.0744890885
C100022,C100022-T2,2025-07-01,416585.7793257568
C100022,C100022-T2,2025-08-01,318700.6446324916
C100022,C100022-T2,2025-09-01,436204.81011229067
C100023,C100023-T1,2025-04-01,310263.1037586267
C100023,C100023-T1,2025-05-01,416503.065422759
C100023,C100023-T1,2025-06-01,371215.396034234
C100023,C100023-T1,2025-07-01,414889.772513431
C100023,C100023-T1,2025-08-01,297595.2054789938
C100023,C100023-T1,2025-09-01,396647.7801040201
C100023,C100023-T2,2025-04-01,704449.5857583837
C100023,C100023-T2,2025-05-01,502081.21872702753
C100023,C100023-T2,2025-06-01,564003.516531264
C100023,C100023-T2,2025-07-01,708606.3057535503
C100023,C100023-T2,2025-08-01,564026.4936980347
C100023,C100023-T2,2025-09-01,617558.5560780207
C100024,C100024-T1,2025-04-01,400356.0233511683
C100024,C100024-T1,2025-05-01,297960.85182989907
C100024,C100024-T1,2025-06-01,360060.08572236344
C100024,C100024-T1,2025-07-01,251693.74547631392
C100024,C100024-T1,2025-08-01,316388.05071991356
C100024,C100024-T1,2025-09-01,318184.75711045496
C100025,C100025-T1,2025-04-01,552290.5867995466
C100025,C100025-T1,2025-05-01,425612.58496669313
C100025,C100025-T1,2025-06-01,486959.1153125981
C100025,C100025-T1,2025-07-01,413552.1189958258
C100025,C100025-T1,2025-08-01,385862.93533510086
C100025,C100025-T1,2025-09-01,447866.5411470324
C100026,C100026-T1,2025-04-01,1042264.3559168134
C100026,C100026-T1,2025-05-01,934956.3714935076
C100026,C100026-T1,2025-06-01,950733.3294146478
C100026,C100026-T1,2025-07-01,620518.3660792159
C100026,C100026-T1,2025-08-01,710937.0333785664
C100026,C100026-T1,2025-09-01,696492.7750642488
C100026,C100026-T2,2025-04-01,123810.77741452081
C100026,C100026-T2,2025-05-01,139232.95265200138
C100026,C100026-T2,2025-06-01,141780.06447592584
C100026,C100026-T2,2025-07-01,143833.50468862505
C100026,C100026-T2,2025-08-01,116493.017691245
C100026,C100026-T2,2025-09-01,128261.34114498015
C100026,C100026-T3,2025-04-01,884605.0200649142
C100026,C100026-T3,2025-05-01,542880.9310704435
C100026,C100026-T3,2025-06-01,738819.8994027767
C100026,C100026-T3,2025-07-01,374681.87667009834
C100026,C100026-T3,2025-08-01,325669.1103875171
C100026,C100026-T3,2025-09-01,441036.52058355644
C100027,C100027-T1,2025-04-01,317867.7049867229
C100027,C100027-T1,2025-05-01,231212.44872630484
C100027,C100027-T1,2025-06-01,297034.7703258675
C100027,C100027-T1,2025-07-01,178015.16405015037
C100027,C100027-T1,2025-08-01,159646.9545045375
C100027,C100027-T1,2025-09-01,164547.2203184166
C100028,C100028-T1,2025-04-01,963534.8609829507
C100028,C100028-T1,2025-05-01,811292.8584033662
C100028,C100028-T1,2025-06-01,544637.5169751158
C100028,C100028-T1,2025-07-01,819055.1930749741
C100028,C100028-T1,2025-08-01,1226768.0449315775
C100028,C100028-T1,2025-09-01,576022.1487332105
C100029,C100029-T1,2025-04-01,824790.097184002
C100029,C100029-T1,2025-05-01,754972.3208025716
C100029,C100029-T1,2025-06-01,635077.2836004806
C100029,C100029-T1,2025-07-01,1055948.7725508541
C100029,C100029-T1,2025-08-01,796364.5625797219
C100029,C100029-T1,2025-09-01,791780.6820678653
C100030,C100030-T1,2025-04-01,772184.8885224658
C100030,C100030-T1,2025-05-01,794123.681327692
C100030,C100030-T1,2025-06-01,625271.3146105426
C100030,C100030-T1,2025-07-01,293077.16609499685
C100030,C100030-T1,2025-08-01,607645.3455935859
C100030,C100030-T1,2025-09-01,576701.8740714978
C100031,C100031-T1,2025-04-01,660041.0483590455
C100031,C100031-T1,2025-05-01,881184.9698912213
C100031,C100031-T1,2025-06-01,601726.3781115771
C100031,C100031-T1,2025-07-01,860295.3933431116
C100031,C100031-T1,2025-08-01,491305.4702727261
C100031,C100031-T1,2025-09-01,1268837.499711504
C100032,C100032-T1,2025-04-01,165561.6571821222
C100032,C100032-T1,2025-05-01,223784.82974010002
C100032,C100032-T1,2025-06-01,127069.30709390742
C100032,C100032-T1,2025-07-01,123505.61201827608
C100032,C100032-T1,2025-08-01,171865.81087482485
C100032,C100032-T1,2025-09-01,183693.438925576
C100032,C100032-T2,2025-04-01,322337.9246773333
C100032,C100032-T2,2025-05-01,203258.57706224357
C100032,C100032-T2,2025-06-01,351672.1259652864
C100032,C100032-T2,2025-07-01,383249.7698394003
C100032,C100032-T2,2025-08-01,334002.27377155
C100032,C100032-T2,2025-09-01,265183.72746322036
C100032,C100032-T3,2025-04-01,789686.2673739573
C100032,C100032-T3,2025-05-01,646469.7251229145
C100032,C100032-T3,2025-06-01,683489.5110594087
C100032,C100032-T3,2025-07-01,600019.6234436869
C100032,C100032-T3,2025-08-01,723528.2903772912
C100032,C100032-T3,2025-09-01,639953.3033942494
C100033,C100033-T1,2025-04-01,833395.3996225859
C100033,C100033-T1,2025-05-01,590648.5457822254
C100033,C100033-T1,2025-06-01,643340.0634788846
C100033,C100033-T1,2025-07-01,777362.6698278388
C100033,C100033-T1,2025-08-01,915772.475036438
C100033,C100033-T1,2025-09-01,1363378.6229219772
C100033,C100033-T2,2025-04-01,747587.6213494553
C100033,C100033-T2,2025-05-01,515223.34623783047
C100033,C100033-T2,2025-06-01,535226.5734708438
C100033,C100033-T2,2025-07-01,469032.1665039516
C100033,C100033-T2,2025-08-01,805365.054344052
C100033,C100033-T2,2025-09-01,421380.70877157024
C100033,C100033-T3,2025-04-01,1089779.9454397256
C100033,C100033-T3,2025-05-01,1084043.4422288036
C100033,C100033-T3,2025-06-01,735595.9910788592
C100033,C100033-T3,2025-07-01,1050838.4761579263
C100033,C100033-T3,2025-08-01,955820.7332968707
C100033,C100033-T3,2025-09-01,994709.2832472136
C100034,C100034-T1,2025-04-01,934970.5050092323
C100034,C100034-T1,2025-05-01,758139.9189478653
C100034,C100034-T1,2025-06-01,687111.7873454236
C100034,C100034-T1,2025-07-01,700748.115170106
C100034,C100034-T1,2025-08-01,996141.8078998739
C100034,C100034-T1,2025-09-01,557265.5518618514
C100035,C100035-T1,2025-04-01,837970.5239488934
C100035,C100035-T1,2025-05-01,1054254.6502654618
C100035,C100035-T1,2025-06-01,913774.0863424677
C100035,C100035-T1,2025-07-01,912643.8994654464
C100035,C100035-T1,2025-08-01,970747.782936414
C100035,C100035-T1,2025-09-01,758603.256136096
C100036,C100036-T1,2025-04-01,461355.13956665655
C100036,C100036-T1,2025-05-01,459732.1777105527
C100036,C100036-T1,2025-06-01,636672.1600078831
C100036,C100036-T1,2025-07-01,353222.8126424526
C100036,C100036-T1,2025-08-01,466712.6851105282
C100036,C100036-T1,2025-09-01,525829.2817198564
C100037,C100037-T1,2025-04-01,105088.66254387816
C100037,C100037-T1,2025-05-01,281604.15648073494
C100037,C100037-T1,2025-06-01,171182.39371853502
C100037,C100037-T1,2025-07-01,357679.0262499644
C100037,C100037-T1,2025-08-01,265884.2004998843
C100037,C100037-T1,2025-09-01,241581.47413415206
C100037,C100037-T2,2025-04-01,491589.5719088068
C100037,C100037-T2,2025-05-01,476233.9547520785
C100037,C100037-T2,2025-06-01,485705.7221653453
C100037,C100037-T2,2025-07-01,493397.9326175067
C100037,C100037-T2,2025-08-01,580596.0148626138
C100037,C100037-T2,2025-09-01,264683.59683692316
C100037,C100037-T3,2025-04-01,666905.511270244
C100037,C100037-T3,2025-05-01,557121.7367496518
C100037,C100037-T3,2025-06-01,403423.83817524253
C100037,C100037-T3,2025-07-01,343244.3877373432
C100037,C100037-T3,2025-08-01,599663.9207119215
C100037,C100037-T3,2025-09-01,346434.7803380212
C100038,C100038-T1,2025-04-01,632378.4541632334
C100038,C100038-T1,2025-05-01,668037.3962447345
C100038,C100038-T1,2025-06-01,544222.403238042
C100038,C100038-T1,2025-07-01,1122005.5831204061
C100038,C100038-T1,2025-08-01,935690.3850540107
C100038,C100038-T1,2025-09-01,637617.4946057474
C100039,C100039-T1,2025-04-01,797689.966468595
C100039,C100039-T1,2025-05-01,1107626.0751785797
C100039,C100039-T1,2025-06-01,1181633.3613015693
C100039,C100039-T1,2025-07-01,1014080.721029067
C100039,C100039-T1,2025-08-01,855265.6308995326
C100039,C100039-T1,2025-09-01,370173.55970593344
C100040,C100040-T1,2025-04-01,468836.268994628
C100040,C100040-T1,2025-05-01,344854.1855164144
C100040,C100040-T1,2025-06-01,287018.73521627486
C100040,C100040-T1,2025-07-01,300139.63836693845
C100040,C100040-T1,2025-08-01,318175.88513181114
C100040,C100040-T1,2025-09-01,296845.97884370026
C100041,C100041-T1,2025-04-01,520356.4680324082
C100041,C100041-T1,2025-05-01,438675.9189074902
C100041,C100041-T1,2025-06-01,420640.5390310462
C100041,C100041-T1,2025-07-01,530018.6464818991
C100041,C100041-T1,2025-08-01,394921.60631883336
C100041,C100041-T1,2025-09-01,652444.6751149464
C100041,C100041-T2,2025-04-01,974402.5539712766
C100041,C100041-T2,2025-05-01,613289.5358504024
C100041,C100041-T2,2025-06-01,789506.9736025985
C100041,C100041-T2,2025-07-01,813619.3376154504
C100041,C100041-T2,2025-08-01,845764.7651684856
C100041,C100041-T2,2025-09-01,766212.5813350378
C100042,C100042-T1,2025-04-01,200393.6595039008
C100042,C100042-T1,2025-05-01,305917.2284477609
C100042,C100042-T1,2025-06-01,257801.3679960182
C100042,C100042-T1,2025-07-01,335794.25662464416
C100042,C100042-T1,2025-08-01,411332.8972165987
C100042,C100042-T1,2025-09-01,260503.46964311742
C100043,C100043-T1,2025-04-01,924508.8625998956
C100043,C100043-T1,2025-05-01,1226889.2541016724
C100043,C100043-T1,2025-06-01,1277515.2048925445
C100043,C100043-T1,2025-07-01,916902.0725329532
C100043,C100043-T1,2025-08-01,1236987.3738087723
C100043,C100043-T1,2025-09-01,956355.9156290591
C100043,C100043-T2,2025-04-01,1256737.3883138008
C100043,C100043-T2,2025-05-01,1826767.4124703067
C100043,C100043-T2,2025-06-01,886957.1086824539
C100043,C100043-T2,2025-07-01,1346883.4004177002
C100043,C100043-T2,2025-08-01,842670.5806140616
C100043,C100043-T2,2025-09-01,1055693.7314139334
C100044,C100044-T1,2025-04-01,527825.609318782
C100044,C100044-T1,2025-05-01,473009.0875639031
C100044,C100044-T1,2025-06-01,510169.57291087916
C100044,C100044-T1,2025-07-01,517527.5332737656
C100044,C100044-T1,2025-08-01,685524.9064880889
C100044,C100044-T1,2025-09-01,404327.7291594093
C100044,C100044-T2,2025-04-01,970228.4037217054
C100044,C100044-T2,2025-05-01,1005148.3565156389
C100044,C100044-T2,2025-06-01,896039.9275820397
C100044,C100044-T2,2025-07-01,1077241.385787488
C100044,C100044-T2,2025-08-01,1080389.1567296747
C100044,C100044-T2,2025-09-01,1323234.039469894
C100044,C100044-T3,2025-04-01,628004.8723436211
C100044,C100044-T3,2025-05-01,1254211.850457156
C100044,C100044-T3,2025-06-01,755750.6296230359
C100044,C100044-T3,2025-07-01,992072.0097770405
C100044,C100044-T3,2025-08-01,1069640.2161774996
C100044,C100044-T3,2025-09-01,1055857.0722858468
C100045,C100045-T1,2025-04-01,565121.7992179603
C100045,C100045-T1,2025-05-01,478340.31805466494
C100045,C100045-T1,2025-06-01,483444.5274797526
C100045,C100045-T1,2025-07-01,647687.0752044385
C100045,C100045-T1,2025-08-01,404761.0169572131
C100045,C100045-T1,2025-09-01,532973.8073051723
C100046,C100046-T1,2025-04-01,139042.2870513829
C100046,C100046-T1,2025-05-01,195915.69237701278
C100046,C100046-T1,2025-06-01,121849.2290360338
C100046,C100046-T1,2025-07-01,146508.09488354987
C100046,C100046-T1,2025-08-01,144730.12285880573
C100046,C100046-T1,2025-09-01,123446.8653831784
C100047,C100047-T1,2025-04-01,647365.3930556847
C100047,C100047-T1,2025-05-01,471736.19315575436
C100047,C100047-T1,2025-06-01,918482.7901891585
C100047,C100047-T1,2025-07-01,880179.3874555207
C100047,C100047-T1,2025-08-01,455490.6459783857
C100047,C100047-T1,2025-09-01,755192.6851117561
C100048,C100048-T1,2025-04-01,1113753.1222241528
C100048,C100048-T1,2025-05-01,689890.0067636791
C100048,C100048-T1,2025-06-01,1016125.098782497
C100048,C100048-T1,2025-07-01,1011471.0584946545
C100048,C100048-T1,2025-08-01,888758.0055266299
C100048,C100048-T1,2025-09-01,1003203.0656639481
C100049,C100049-T1,2025-04-01,525157.7415505748
C100049,C100049-T1,2025-05-01,773284.689484355
C100049,C100049-T1,2025-06-01,495930.4628531622
C100049,C100049-T1,2025-07-01,431328.5329046614
C100049,C100049-T1,2025-08-01,577010.0669802931
C100049,C100049-T1,2025-09-01,618930.983261169
C100050,C100050-T1,2025-04-01,810517.5061423597
C100050,C100050-T1,2025-05-01,670832.4477041885
C100050,C100050-T1,2025-06-01,551020.2084874959
C100050,C100050-T1,2025-07-01,435687.34153501387
C100050,C100050-T1,2025-08-01,408952.9079791121
C100050,C100050-T1,2025-09-01,881354.9792280244
C100050,C100050-T2,2025-04-01,1069529.414575997
C100050,C100050-T2,2025-05-01,841968.0339995488
C100050,C100050-T2,2025-06-01,771505.8085140699
C100050,C100050-T2,2025-07-01,1073623.687845502
C100050,C100050-T2,2025-08-01,1106509.8364317128
C100050,C100050-T2,2025-09-01,1053778.5357980565
C100051,C100051-T1,2025-04-01,158034.5223099707
C100051,C100051-T1,2025-05-01,186541.26811491323
C100051,C100051-T1,2025-06-01,122387.42007396181
C100051,C100051-T1,2025-07-01,150617.05237546584
C100051,C100051-T1,2025-08-01,185950.08414261954
C100051,C100051-T1,2025-09-01,232517.93852804927
C100051,C100051-T2,2025-04-01,1316640.837064555
C100051,C100051-T2,2025-05-01,973485.4599258912
C100051,C100051-T2,2025-06-01,1015665.3645896402
C100051,C100051-T2,2025-07-01,1143930.9302927982
C100051,C100051-T2,2025-08-01,1689897.0562767365
C100051,C100051-T2,2025-09-01,1294441.8461509047
C100052,C100052-T1,2025-04-01,270685.27683579846
C100052,C100052-T1,2025-05-01,279440.8114608975
C100052,C100052-T1,2025-06-01,371170.4318934694
C100052,C100052-T1,2025-07-01,232155.0429682958
C100052,C100052-T1,2025-08-01,180514.9922084472
C100052,C100052-T1,2025-09-01,356094.55754793715
C100053,C100053-T1,2025-04-01,1480848.5296130269
C100053,C100053-T1,2025-05-01,1129139.373880414
C100053,C100053-T1,2025-06-01,1282490.1020528565
C100053,C100053-T1,2025-07-01,931878.2704614287
C100053,C100053-T1,2025-08-01,1205475.7805736773
C100053,C100053-T1,2025-09-01,1250959.6005894877
C100054,C100054-T1,2025-04-01,462280.5989807859
C100054,C100054-T1,2025-05-01,402523.78827639343
C100054,C100054-T1,2025-06-01,588481.1535032936
C100054,C100054-T1,2025-07-01,459455.5654842805
C100054,C100054-T1,2025-08-01,502515.3246804308
C100054,C100054-T1,2025-09-01,358169.06326278736
C100055,C100055-T1,2025-04-01,511243.53077867883
C100055,C100055-T1,2025-05-01,479150.82078534784
C100055,C100055-T1,2025-06-01,405713.52485167014
C100055,C100055-T1,2025-07-01,633577.4924324986
C100055,C100055-T1,2025-08-01,585532.5140705005
C100055,C100055-T1,2025-09-01,596688.4314665198
C100055,C100055-T2,2025-04-01,1579873.7304315143
C100055,C100055-T2,2025-05-01,1382784.430316193
C100055,C100055-T2,2025-06-01,842136.288401963
C100055,C100055-T2,2025-07-01,1638972.2424635456
C100055,C100055-T2,2025-08-01,1832183.805337155
C100055,C100055-T2,2025-09-01,1565972.8722919282
C100056,C100056-T1,2025-04-01,138367.3149254868
