id_cliente,ead_baseline
C100789,2189573.4136691075
C100790,419974.0852110017
C100791,199376.86874028866
C100792,2642524.990236565
C100793,591941.138807889
C100794,969218.866587919
C100795,2891170.572139064
C100796,1263382.1757291667
C100797,130947.17830541945
C100798,437044.9170463823
C100799,144870.63517866645
C100800,1477693.5570500216
C100801,994641.5623189266
C100802,115137.45515185918
C100803,3177350.933374868
C100804,577317.6873284596
C100805,1781575.2263197605
C100806,657836.1680959535
C100807,236352.34820622575
C100808,556574.8591164438
C100809,2146621.5071435133
C100810,458390.54259795387
C100811,1024309.3410758242
C100812,1113257.6614736107
C100813,424789.11790845287
C100814,326895.27341523627
C100815,1057589.224476346
C100816,2096257.5749185248
C100817,912808.6039304044
C100818,618154.1952086689
C100819,557771.2095226101
C100820,1009614.1631025359
C100821,701709.3452851266
C100822,288965.2424281856
C100823,389314.23281937314
C100824,331057.429372168
C100825,821596.4952793046
C100826,538008.7787642376
C100827,338720.33448616357
C100828,2524507.6067185067
C100829,1022798.1420134285
C100830,1198731.5549013424
C100831,1194963.4300651585
C100832,621479.902522725
C100833,1340397.119394
C100834,1123280.3656972707
C100835,1655430.1863263804
C100836,816677.6534089014
C100837,1563446.5092350831
C100838,1034072.1663224524
C100839,1312515.3819341392
C100840,736868.6402764926
C100841,1885445.3650176506
C100842,1090705.500708248
C100843,493407.5523703717
C100844,1227030.1311181071
C100845,768612.5134827077
C100846,1663230.2504500682
C100847,2450329.274355206
C100848,290005.1368336748
C100849,933770.2271041108
C100850,810109.6994672044
C100851,2154760.448522253
C100852,1695709.5145397133
C100853,1406648.0938938307
C100854,960685.0898485172
C100855,1183364.1777850888
C100856,1485952.9178817424
C100857,1218905.0281181163
C100858,85839.66900715968
C100859,524255.452441718
C100860,516867.542894075
C100861,667386.7084810579
C100862,872768.2279540227
C100863,677836.5696769999
C100864,656491.2405209739
C100865,996573.5021023449
C100866,658496.489375863
C100867,2482696.287141298
C100868,486306.10050786054
C100869,1443793.6989883247
C100870,1821922.484253462
C100871,1046579.1657456409
C100872,3913.180364084629
C100873,1385665.8455854203
C100874,2447940.7606227184
C100875,887141.435229842
C100876,819930.5056821957
C100877,42128.2871842896
C100878,665823.561755704
C100879,231996.779760967
C100880,827161.0036569072
C100881,356895.07086589234
C100882,867040.7542285761
C100883,1094451.1950110449
C100884,136910.04784043075
C100885,1262457.7231688248
C100886,1098921.139905117
C100887,814805.7483101401
C100888,768136.0496263948
C100889,11893.157323625323
C100890,1501346.3211823301
C100891,654845.0662663394
C100892,328519.0913055901
C100893,675704.6066172445
C100894,1218908.1233042032
C100895,753309.3676259001
C100896,244496.87051151216
C100897,241175.30675664273
C100898,432466.2789152814
C100899,738592.0201619549
C100900,923878.0779338884
C100901,128881.63997985865
C100902,1071795.7591536688
C100903,610727.1438124902
C100904,304637.74436442903
C100905,1064404.1303051682
C100906,1479530.7587137832
C100907,1447442.770595145
C100908,700868.2714960468
C100909,636295.343748154
C100910,520875.8484943503
C100911,2372029.8991602296
C100912,900799.4878797176
C100913,2284996.5917149396
C100914,185577.92769061864
C100915,1005480.8856489996
C100916,826590.1668491282
C100917,1880784.4835845695
C100918,740711.2681874994
C100919,623001.2998559601
C100920,35190.48604463901
C100921,1121905.4378431926
C100922,1550953.481868216
C100923,989156.6788959124
C100924,2500279.106116634
C100925,455664.8597945434
C100926,2053097.1553744727
C100927,227498.41661610882
C100928,1191716.6007761834
C100929,163881.73670582287
C100930,1011511.1108325552
C100931,32267.841555168852
C100932,906000.3249895191
C100933,916185.0284218758
C100934,630513.929224387
C100935,148092.2078181065
C100936,875439.5771600732
C100937,1692940.8431272882
C100938,3144383.4808448106
C100939,2198422.224504582
C100940,608776.414457357
C100941,1727770.3171155092
C100942,487792.04697671835
C100943,1239522.1202541178
C100944,1293524.3256446612
C100945,1149047.0029744464
C100946,1504189.7030118639
C100947,2747338.957616028
C100948,995703.1930847546
C100949,825801.5223837084
C100950,789557.6324014198
C100951,1294044.209214178
C100952,177519.28967099462
C100953,1525036.4336165753
C100954,462855.64879442914
C100955,819728.3944353793
C100956,1625286.0463670646
C100957,646149.9657180092
C100958,124301.22600926716
C100959,434365.3476016206
C100960,743845.6185091465
C100961,848541.7984029419
C100962,736800.5225985255
C100963,1136891.848400007
C100964,1091261.199620192
C100965,1881892.1417418993
C100966,1763902.8679017497
C100967,612600.6063653538
C100968,1403540.5384968063
C100969,887545.9550529097
C100970,409828.4154093017
C100971,332361.04914817034
C100972,966261.2704867756
C100973,1313927.6731244354
C100974,2179567.938738743
C100975,1867958.3540887472
C100976,777089.0539757211
C100977,959006.9505305705
C100978,855045.526017785
C100979,1457799.434838005
C100980,766977.8724389423
C100981,632697.8674315951
C100982,907739.1988670458
C100983,299412.07354876917
C100984,30655.704916986153
C100985,921278.5629376546
C100986,620029.2359651788
C100987,901640.1614729192
C100988,2102378.8233567616
C100989,1139007.2437700506
C100990,1908993.5607155627
C100991,1507467.0486961612
C100992,1155758.4421829493
C100993,545507.4110209572
C100994,429644.37598192034
C100995,1422392.4975314164
C100996,1964646.5554376405
C100997,64686.88760674218
C100998,798052.6772429247
C100999,17434.51783098618
C101000,466023.2432899002
C101001,1614034.7877213
C101002,1344116.8686367434
C101003,346595.62150017277
C101004,23991.241550365852
C101005,1293593.8020824287
C101006,749912.448985908
C101007,2529394.601716662
C101008,351351.09698539996
C101009,392858.31604696775
C101010,1481391.4678541087
C101011,1825876.7401142935
C101012,1613326.3122622306
C101013,1919189.7832276877
C101014,492412.6000606293
C101015,205830.8142584946
C101016,1245515.1022407908
C101017,2105954.2686691275
C101018,1359541.8774953396
C101019,1213785.6492639827
C101020,2209000.984738564
C101021,928724.5535772016
C101022,1671207.744963927
C101023,173679.86046488665
C101024,1485782.4064569518
C101025,961160.4945916516
C101026,1653084.8755882843
C101027,527114.7956304551
C101028,477069.24222342065
C101029,330660.2324951193
C101030,2222011.9705278906
C101031,920327.5482143287
C101032,408931.8387048957
C101033,2195868.9540385306
C101034,1170222.664361883
C101035,1228948.5138936886
C101036,74010.28677878069
C101037,1832921.1687058965
C101038,307131.67899500544
C101039,360664.66795071115
C101040,957926.5978095201
C101041,1251038.9445726355
C101042,1035538.4504047718
C101043,1004634.7058871473
C101044,524810.7346007371
C101045,712052.2999726622
C101046,882974.4566795703
C101047,462324.9522503386
C101048,340566.6264881251
C101049,323596.71980039834
C101050,285507.37842090527
C101051,138253.0667821385
C101052,2066781.1219828592
C101053,1184499.3869752754
C101054,195437.3045691431
C101055,1346709.086121665
C101056,2376054.8277845723
C101057,783373.9706178193
C101058,266916.3037208903
C101059,921752.3435467596
C101060,198864.77874614077
C101061,955476.4204213831
C101062,1436962.3493528846
C101063,922046.7353286574
C101064,245849.5637199469
C101065,700755.7001761998
C101066,781102.9933028871
C101067,338036.40828371735
C101068,1471882.9263699094
C101069,1466748.430618491
C101070,754598.1681271405
C101071,1220477.3797461865
C101072,744603.6041195224
C101073,1157196.9657879064
C101074,204586.21773811075
C101075,3095549.8223906085
C101076,787610.3342901174
C101077,1128809.2648984666
C101078,228727.24846793868
C101079,825344.208444293
C101080,1248033.1740442147
C101081,456239.72058240685
C101082,357035.16667622805
C101083,850586.7160105505
C101084,1006720.4214904334
C101085,787602.4719242706
C101086,265562.84250156226
C101087,189588.75539765824
C101088,752655.8279451849
C101089,487798.86481833336
C101090,1030104.7857374474
C101091,1528250.8845081427
C101092,481632.84807090665
C101093,532506.0557137615
C101094,822687.584521901
C101095,1090164.2268958124
C101096,51645.951690460584
C101097,533098.6175188822
C101098,912350.4028467196
C101099,962269.7854031802
C101100,2830074.5928464616
C101101,2032698.3864452313
C101102,601748.9682558487
C101103,736314.0726349796
C101104,217854.52607670016
C101105,320324.87153630744
C101106,67699.66829660916
C101107,1485353.7326008556
C101108,544919.1020763363
C101109,463703.7600577099
C101110,1258270.1765381652
C101111,959149.8467978445
C101112,1034071.0803132684
C101113,404809.256736517
C101114,777826.1073810962
C101115,783864.6188226212
C101116,725548.3625293836
C101117,872372.8894206682
C101118,1030098.2243628686
C101119,262088.01014440935
C101120,671565.3182279174
C101121,807262.72591802
C101122,1334903.9935562909
C101123,1910861.9596760543
C101124,993041.0944837931
C101125,614106.953833937
C101126,177620.28839250916
C101127,906383.6152318395
C101128,214513.25048885008
C101129,292829.2709877589
C101130,469295.9335798732
C101131,975741.0154556808
C101132,109035.96530896884
C101133,691950.0478104313
C101134,1153643.3207814987
C101135,8433.287747133674
C101136,2420383.3862856086
C101137,1291580.2148778203
C101138,226919.86057790287
C101139,1341412.1753160611
C101140,2343132.412804825
C101141,1160690.7404270875
