id_cliente,segmento,region,apr_efectiva
C100133,Mass,II,0.2968182730862994
C100134,Gold,X,0.18844729620533035
C100135,Jóvenes,RM,0.32953444022494666
C100136,Gold,V,0.3561358168093318
C100137,Mass,IV,0.21414148261085697
C100138,Mass,X,0.3937340025245906
C100139,Jóvenes,V,0.2694543404092699
C100140,Mass,V,0.28535340156532435
C100141,Premium,VIII,0.2329826468193547
C100142,Gold,IV,0.29994687076956517
C100143,Gold,II,0.24379111646464793
C100144,Mass,X,0.2720612687527441
C100145,Premium,X,0.30442463366431993
C100146,Gold,II,0.2701640706312791
C100147,Mass,X,0.29330307205051204
C100148,Mass,IV,0.2938942040811474
C100149,Premium,IV,0.36672655884158334
C100150,Mass,II,0.19690980884636186
C100151,Mass,X,0.16601854229153176
C100152,Premium,V,0.19438420317663285
C100153,Gold,VIII,0.29139417860744266
C100154,Mass,V,0.2902095861363094
C100155,Gold,X,0.32112397142704713
C100156,Gold,II,0.29389837430245525
C100157,Mass,II,0.20364626320854942
C100158,Mass,RM,0.2466396061082361
C100159,Mass,IV,0.26463471544383205
C100160,Mass,IV,0.3028870931884373
C100161,Gold,V,0.25305744078512815
C100162,Gold,VIII,0.3102344471780343
C100163,Mass,VIII,0.21510350148978846
C100164,Mass,VIII,0.24989839636053932
C100165,Mass,VIII,0.3401959334523572
C100166,Mass,IV,0.21072891585383902
C100167,Mass,X,0.3236365828280928
C100168,Premium,X,0.2611019465259249
C100169,Mass,IV,0.30449155972192943
C100170,Gold,RM,0.33340309609582214
C100171,Gold,II,0.3231109568893309
C100172,Mass,RM,0.2929886583642485
C100173,Gold,VIII,0.27898988991471996
C100174,Mass,II,0.3142376987770713
C100175,Jóvenes,V,0.28196640956583424
C100176,Gold,II,0.25760594656390756
C100177,Mass,X,0.31551923755781713
C100178,Mass,VIII,0.3705932041554952
C100179,Jóvenes,RM,0.2656068168924172
C100180,Mass,X,0.19854462225262187
C100181,Mass,V,0.19828022670465234
C100182,Mass,VIII,0.3272460748096612
C100183,Premium,II,0.24922624679307706
C100184,Mass,V,0.21003850123291828
C100185,Gold,RM,0.3084543461863814
C100186,Jóvenes,VIII,0.3043499779827744
C100187,Jóvenes,IV,0.25823387676819176
C100188,Jóvenes,V,0.2608905734194487
C100189,Gold,II,0.31629007814519255
C100190,Gold,RM,0.2928330933571987
C100191,Mass,V,0.30798545421675394
C100192,Gold,II,0.25657748836312017
C100193,Gold,RM,0.30630674910913
C100194,Mass,RM,0.2920271124725601
C100195,Gold,RM,0.3322758834061788
C100196,Mass,V,0.3309054884730962
C100197,Mass,IV,0.21523540520327367
C100198,Mass,V,0.3592287785216106
C100199,Mass,II,0.23965886381466253
C100200,Mass,X,0.2976978290181232
C100201,Jóvenes,RM,0.2799830350108249
C100202,Mass,X,0.2730831187277651
C100203,Gold,II,0.2929649277869309
C100204,Jóvenes,II,0.31961432645876225
C100205,Mass,IV,0.25255600614748186
C100206,Jóvenes,VIII,0.199265895939717
C100207,Gold,X,0.32203502964435243
C100208,Gold,X,0.267278078992699
C100209,Mass,V,0.17056598903204795
C100210,Gold,X,0.3717034828834395
C100211,Gold,X,0.18053847078551047
C100212,Gold,IV,0.18528078152586092
C100213,Mass,V,0.30269521099856983
C100214,Mass,X,0.2869587717623131
C100215,Mass,IV,0.2984218423909492
C100216,Mass,RM,0.42188064647468715
C100217,Jóvenes,II,0.30123474630060537
C100218,Premium,RM,0.3172604185646249
C100219,Mass,V,0.2949360798413716
C100220,Gold,VIII,0.26334966926940495
C100221,Mass,RM,0.32265978256475614
C100222,Mass,IV,0.320457234332791
C100223,Gold,X,0.2962488438989626
C100224,Jóvenes,II,0.2760680141159378
C100225,Jóvenes,X,0.291757743478166
C100226,Mass,II,0.3296912782847716
C100227,Mass,VIII,0.29227185370118713
C100228,Mass,II,0.20210836880753677
C100229,Mass,IV,0.2762471625859851
C100230,Gold,II,0.17409019053123148
C100231,Gold,RM,0.33788404026191227
C100232,Mass,V,0.2081473301624413
C100233,Gold,RM,0.2240161543586526
C100234,Mass,RM,0.2498529480671618
C100235,Mass,X,0.34188408789770947
C100236,Gold,RM,0.19025419857012188
C100237,Gold,VIII,0.31287869664470147
C100238,Jóvenes,X,0.2822833824757152
C100239,Mass,V,0.1609045024727989
C100240,Jóvenes,RM,0.20451398215831623
C100241,Mass,IV,0.2950304970536846
C100242,Mass,IV,0.31953181006067083
C100243,Mass,X,0.3860953843672098
C100244,Gold,VIII,0.27606213661639323
C100245,Mass,X,0.31984700025583956
C100246,Gold,IV,0.21894617314743964
C100247,Premium,V,0.31218846809898604
C100248,Mass,II,0.3959655199434843
C100249,Mass,V,0.20617847797468047
C100250,Gold,IV,0.28821730714796906
C100251,Premium,V,0.2820395439783788
C100252,Jóvenes,X,0.2518665559399804
C100253,Mass,II,0.25332389554413265
C100254,Gold,V,0.33809779067504664
C100255,Mass,V,0.22589803541793033
C100256,Gold,RM,0.30201747909127474
C100257,Mass,II,0.24297410396005936
C100258,Mass,IV,0.28552243971296465
C100259,Mass,RM,0.19497665375402706
C100260,Gold,RM,0.28969115183444705
C100261,Jóvenes,VIII,0.32169701035917525
C100262,Mass,X,0.28108369297912766
C100263,Mass,IV,0.318725857805526
C100264,Mass,X,0.21684091464702568
C100265,Mass,VIII,0.20736009079549192
C100266,Gold,V,0.3437388186587212
C100267,Mass,V,0.3389614883194525
C100268,Mass,IV,0.2736329383298249
C100269,Gold,VIII,0.23215492054162098
C100270,Mass,II,0.2712744877584379
C100271,Mass,IV,0.2637862588741476
C100272,Mass,RM,0.33080109122954604
C100273,Gold,V,0.2783993171145704
C100274,Premium,V,0.2528689130084554
C100275,Gold,V,0.2788761425074356
C100276,Jóvenes,IV,0.26881157617903095
C100277,Premium,RM,0.2525793770887581
C100278,Mass,II,0.2619415589714633
C100279,Gold,VIII,0.18221687783640014
C100280,Jóvenes,X,0.34094016298268537
C100281,Mass,II,0.3128653979721876
C100282,Gold,II,0.26406517370989313
C100283,Mass,II,0.32755635186596854
C100284,Gold,IV,0.2642984656852496
C100285,Mass,RM,0.34987538482864183
C100286,Premium,IV,0.25932152900106
C100287,Gold,X,0.3337272944523955
C100288,Jóvenes,VIII,0.2585000930935191
C100289,Premium,X,0.3961318789494469
C100290,Gold,IV,0.268382030768204
C100291,Gold,VIII,0.3130494260303299
C100292,Gold,VIII,0.2605812492494032
C100293,Gold,RM,0.2916658530571789
C100294,Gold,V,0.21652400833211738
C100295,Gold,VIII,0.31273225698901397
C100296,Mass,II,0.35349103630020684
C100297,Premium,VIII,0.3302359620020675
C100298,Mass,V,0.3032844502399635
C100299,Gold,V,0.28380515734457884
C100300,Gold,X,0.33296601504923384
C100301,Jóvenes,V,0.2952559307370945
C100302,Gold,II,0.26864645402198256
C100303,Jóvenes,X,0.2316699495388846
C100304,Mass,V,0.2655889671548327
C100305,Mass,X,0.3100880882948285
C100306,Gold,II,0.21942344616964077
C100307,Mass,V,0.18835796015743117
C100308,Jóvenes,V,0.34631502366227823
C100309,Mass,VIII,0.254000349867537
C100310,Jóvenes,RM,0.26367815974461184
C100311,Mass,II,0.24191453857557246
C100312,Mass,II,0.30771261881290357
C100313,Jóvenes,RM,0.33852073485774986
C100314,Mass,X,0.29373911682517945
C100315,Premium,IV,0.3505004596799026
C100316,Mass,X,0.2407473261002828
C100317,Mass,IV,0.3268539301176929
C100318,Gold,X,0.36977893118758637
C100319,Gold,IV,0.3937556088470727
C100320,Mass,IV,0.3356415727836182
C100321,Mass,II,0.3467895376198019
C100322,Mass,X,0.29978250970337456
C100323,Premium,VIII,0.2007764658646778
C100324,Premium,II,0.30232359119384444
C100325,Mass,V,0.31950878817569006
C100326,Gold,X,0.26671138179945914
C100327,Jóvenes,VIII,0.2550963515103349
C100328,Gold,RM,0.2941223765209715
C100329,Mass,VIII,0.3289906110637288
C100330,Premium,IV,0.15470066150518855
C100331,Gold,VIII,0.26502212744935794
C100332,Mass,X,0.3321561881241336
C100333,Premium,VIII,0.17343399562231737
C100334,Mass,RM,0.2771440624153561
C100335,Premium,V,0.2660067782133968
C100336,Mass,X,0.2349915133264962
C100337,Mass,V,0.2924242567875948
C100338,Mass,X,0.18629406836319723
C100339,Gold,V,0.19399441400148718
C100340,Premium,RM,0.20717547241715578
C100341,Mass,II,0.2738295132814394
C100342,Mass,V,0.27338462074063213
C100343,Mass,II,0.2657095887565055
C100344,Mass,IV,0.29797532736303284
C100345,Mass,VIII,0.198757556547143
C100346,Mass,RM,0.26642692899801274
C100347,Mass,X,0.4528049651215359
C100348,Premium,VIII,0.3398670083160356
C100349,Mass,IV,0.18390777305946737
C100350,Mass,X,0.3725903679479159
C100351,Premium,IV,0.23169660845877457
C100352,Mass,VIII,0.2699701051444657
C100353,Premium,RM,0.3274560776790346
C100354,Premium,IV,0.2598647727807387
C100355,Jóvenes,II,0.2606664248022242
C100356,Mass,IV,0.35330448029256645
C100357,Gold,V,0.323160562858187
C100358,Mass,IV,0.28349511734384675
C100359,Gold,II,0.17564458236048414
C100360,Gold,IV,0.278417769762365
C100361,Mass,IV,0.30606373113470836
C100362,Mass,II,0.3617409502671742
C100363,Gold,IV,0.28957248541829295
C100364,Jóvenes,V,0.3026946691688989
C100365,Gold,RM,0.22437586191051073
C100366,Mass,VIII,0.3588878427567976
C100367,Mass,II,0.30558829888706784
C100368,Mass,IV,0.2744315692112954
C100369,Gold,VIII,0.305858612174767
C100370,Jóvenes,VIII,0.2828284844403347
C100371,Jóvenes,RM,0.28709394315096454
C100372,Mass,V,0.2483108554938116
C100373,Premium,VIII,0.287937390082977
C100374,Mass,RM,0.3369142039298079
C100375,Gold,RM,0.35338120204738627
C100376,Premium,V,0.2836000655672868
C100377,Mass,V,0.37014256978524696
C100378,Mass,II,0.306129446807388
C100379,Gold,IV,0.233420821388858
C100380,Gold,RM,0.30291380412098917
C100381,Jóvenes,II,0.30694176788945554
C100382,Mass,RM,0.3820280141874436
C100383,Gold,V,0.38243388685891483
C100384,Premium,X,0.25734832765791255
C100385,Premium,IV,0.19258367608760085
C100386,Mass,IV,0.2056005425398562
C100387,Premium,V,0.29658910214369744
C100388,Mass,VIII,0.40880187444521443
C100389,Mass,V,0.28920772118111704
C100390,Gold,X,0.19432756571502563
C100391,Mass,V,0.31063539710122373
C100392,Premium,V,0.326648565751725
C100393,Gold,IV,0.2510558242380292
C100394,Mass,RM,0.28835046608572357
C100395,Premium,VIII,0.28929284474747025
C100396,Mass,RM,0.12
C100397,Premium,VIII,0.3046701046451601
C100398,Gold,II,0.2714162546841227
C100399,Mass,II,0.2877160200704999
C100400,Gold,II,0.27377690548870315
C100401,Gold,X,0.22791195384911545
C100402,Jóvenes,II,0.32992956873727364
C100403,Mass,V,0.2799967477957396
C100404,Mass,II,0.24747895882090454
C100405,Premium,X,0.3110884432992165
C100406,Premium,IV,0.2668247706916593
C100407,Mass,II,0.23017594969154825
C100408,Premium,V,0.28023710007092323
C100409,Gold,RM,0.2829628807344743
C100410,Mass,II,0.30585980710571103
C100411,Mass,VIII,0.2386420774008089
C100412,Premium,RM,0.28781502169616724
C100413,Mass,V,0.20111008616261838
C100414,Mass,VIII,0.3085230519938083
C100415,Gold,V,0.1649590097774309
C100416,Gold,X,0.2794124842677491
C100417,Mass,IV,0.29297538938018297
C100418,Premium,VIII,0.21195811410576293
C100419,Gold,RM,0.13280021540967366
C100420,Premium,II,0.35270508272336176
C100421,Mass,IV,0.1770256741438272
C100422,Mass,II,0.2030112210964808
C100423,Gold,II,0.1920974839302932
C100424,Mass,X,0.36511136445003084
C100425,Mass,V,0.2815077521744842
C100426,Premium,VIII,0.33695677267560115
C100427,Mass,RM,0.2562205236954188
C100428,Mass,II,0.21202555975499177
C100429,Mass,X,0.3138775997842343
C100430,Mass,RM,0.29107568021040786
C100431,Mass,RM,0.2569703446619541
C100432,Mass,RM,0.22686168600291387
C100433,Premium,II,0.31029723782044943
C100434,Mass,V,0.2836542024868974
C100435,Jóvenes,VIII,0.3096183513233484
C100436,Mass,IV,0.2709919888236448
C100437,Gold,V,0.26592348847735187
C100438,Mass,IV,0.19542090082722807
C100439,Jóvenes,II,0.18595429627842547
C100440,Gold,IV,0.2567936439221295
C100441,Mass,IV,0.3335824278480749
C100442,Gold,X,0.27794585605343186
C100443,Mass,V,0.19224246850657836
C100444,Mass,VIII,0.42996364438967755
C100445,Premium,X,0.38678595144196504
C100446,Mass,X,0.26717441082537374
C100447,Premium,X,0.21905638424914642
C100448,Gold,IV,0.30570765504668257
C100449,Jóvenes,IV,0.34735169245885034
C100450,Gold,IV,0.24001151818297783
C100451,Gold,RM,0.3107907311515585
C100452,Mass,II,0.15841549814700054
C100453,Jóvenes,X,0.2162505328625078
C100454,Gold,X,0.35001745656444055
C100455,Jóvenes,RM,0.24518561866637234
C100456,Premium,II,0.27796270674620344
C100457,Mass,II,0.2532016063779785
C100458,Premium,II,0.29082076795856077
C100459,Gold,II,0.3624950096915215
C100460,Mass,X,0.4188122888086811
C100461,Gold,RM,0.12171309693928345
C100462,Mass,X,0.1701346064899793
C100463,Premium,II,0.2498584503176221
C100464,Gold,RM,0.32871170980975795
C100465,Gold,II,0.23156923351305217
C100466,Gold,X,0.24731057166805312
C100467,Gold,IV,0.2560699821680028
C100468,Premium,II,0.1663418722195597
C100469,Mass,IV,0.23034009567036753
C100470,Premium,IV,0.20780676787152935
C100471,Premium,II,0.28876246219687707
C100472,Mass,VIII,0.23910080218604315
C100473,Mass,V,0.27592649476628617
C100474,Mass,RM,0.2695921943515301
C100475,Gold,II,0.35746227117423757
C100476,Mass,V,0.29786787402170123
C100477,Mass,RM,0.3633263149988229
C100478,Gold,VIII,0.41951563185287194
C100479,Mass,RM,0.3697797453066839
C100480,Mass,II,0.21455562750114898
C100481,Mass,RM,0.24135545019041876
C100482,Gold,VIII,0.26890867443174477
C100483,Jóvenes,VIII,0.258708859676994
C100484,Premium,IV,0.253651872568393
C100485,Mass,RM,0.32274126992128077
C100486,Gold,RM,0.24502007626491273
C100487,Mass,II,0.23353963688381812
C100488,Mass,II,0.320579425897218
C100489,Premium,VIII,0.24691746591360503
C100490,Premium,V,0.21814135584055178
C100491,Mass,II,0.33039350382850546
C100492,Gold,X,0.22696274002304426
C100493,Mass,VIII,0.19823868634103986
C100494,Gold,II,0.3085227428884163
C100495,Jóvenes,II,0.2632429344537064
C100496,Premium,X,0.2595762063898902
C100497,Mass,II,0.2864221889746346
C100498,Premium,X,0.38150420763285875
C100499,Mass,VIII,0.30332273010204625
C100500,Mass,V,0.16519312472474207
C100501,Gold,X,0.3406450556348615
C100502,Mass,RM,0.2690722420051242
C100503,Mass,VIII,0.34196711628700793
C100504,Mass,X,0.2829512368766071
C100505,Premium,IV,0.31712869780173625
C100506,Mass,V,0.13353282491953208
C100507,Mass,RM,0.26192659428655257
C100508,Mass,X,0.19478296660605302
C100509,Gold,RM,0.27804849730606984
C100510,Mass,VIII,0.23131889173450182
C100511,Jóvenes,RM,0.3846891290055258
C100512,Gold,V,0.2984401358182998
C100513,Premium,VIII,0.259430617292153
C100514,Mass,X,0.31472798028907517
C100515,Mass,V,0.28716624550178843
C100516,Gold,X,0.35956356854637705
C100517,Jóvenes,X,0.27607918223146205
C100518,Mass,IV,0.26142840719362054
C100519,Gold,RM,0.35961165615266744
C100520,Premium,RM,0.34986989708716215
C100521,Mass,RM,0.3636933902739034
C100522,Mass,V,0.32567268572205593
C100523,Premium,X,0.2611850080712536
C100524,Premium,II,0.2831728800249882
C100525,Mass,VIII,0.23764043163346898
C100526,Mass,II,0.27929009321708426
C100527,Premium,X,0.26237339298048046
C100528,Mass,II,0.3191846702152413
C100529,Mass,IV,0.21811074271942102
C100530,Mass,II,0.3170508584852867
C100531,Jóvenes,II,0.3120253388905315
C100532,Mass,V,0.2644892696503235
C100533,Jóvenes,RM,0.289691488066032
C100534,Gold,II,0.2199843429271984
C100535,Jóvenes,RM,0.3335865394526077
C100536,Mass,V,0.2947722937503929
C100537,Jóvenes,IV,0.32437157342640965
C100538,Gold,II,0.21930993011178967
C100539,Mass,V,0.2994832254439994
C100540,Mass,X,0.3124033816505435
C100541,Mass,IV,0.22208599671179446
C100542,Mass,V,0.26013829647742825
C100543,Mass,II,0.20922712334484533
C100544,Gold,IV,0.24137550537586577
C100545,Jóvenes,IV,0.28836088015686284
C100546,Jóvenes,VIII,0.18789061440093713
C100547,Mass,II,0.209192396688199
C100548,Gold,V,0.4026963167272377
C100549,Jóvenes,VIII,0.28746962582412294
C100550,Gold,IV,0.34515692625007505
C100551,Mass,IV,0.1697369003705248
C100552,Jóvenes,VIII,0.26167452104876116
C100553,Mass,V,0.14381298773401857
C100554,Mass,II,0.3239110093215778
C100555,Jóvenes,VIII,0.23231982356668077
C100556,Gold,V,0.3906363391256269
C100557,Mass,X,0.22438520893436859
C100558,Gold,IV,0.15938553729810134
C100559,Mass,VIII,0.3131090146416686
C100560,Mass,RM,0.31497738618217735
C100561,Mass,V,0.35031410636793175
C100562,Mass,V,0.3119969622750964
C100563,Gold,X,0.4013077996910403
C100564,Mass,IV,0.35807462378928256
C100565,Mass,IV,0.24731820944874552
C100566,Mass,X,0.23433894866018395
C100567,Gold,II,0.35711743180534716
C100568,Mass,II,0.3021337545324106
C100569,Mass,VIII,0.30938297618689625
C100570,Premium,IV,0.36356088886651805
C100571,Gold,II,0.26924477868053937
C100572,Premium,RM,0.24044395971089616
C100573,Mass,IV,0.3613942539370734
C100574,Gold,X,0.20911442218849718
C100575,Mass,V,0.24402360249684252
C100576,Premium,X,0.18625475531789454
C100577,Mass,RM,0.3826265027710682
C100578,Jóvenes,II,0.25739650841686146
C100579,Mass,V,0.3128411055304804
C100580,Mass,VIII,0.372290006548475
C100581,Mass,VIII,0.2237218517582267
C100582,Mass,IV,0.23840390328449118
C100583,Jóvenes,X,0.24180818684506095
C100584,Gold,IV,0.36636237399556215
C100585,Mass,IV,0.24033662133889272
C100586,Gold,RM,0.27135524831311875
C100587,Gold,RM,0.2904803618799656
C100588,Mass,II,0.22363907692510632
C100589,Premium,RM,0.2965927516040847
C100590,Jóvenes,RM,0.353107716893863
C100591,Gold,V,0.3355075423877207
C100592,Jóvenes,V,0.34662245766822947
C100593,Gold,IV,0.36311975498265514
C100594,Mass,II,0.30151959471249384
C100595,Premium,X,0.2538168493816799
C100596,Gold,V,0.2863382503725925
C100597,Mass,RM,0.3861689463367241
C100598,Mass,VIII,0.3082420411807782
C100599,Premium,V,0.16925715927256008
C100600,Gold,II,0.26720186235221016
C100601,Gold,X,0.27153936286375685
C100602,Gold,RM,0.1742655781417526
C100603,Premium,X,0.26168994010577235
C100604,Mass,RM,0.32531968489960345
C100605,Mass,II,0.3327927137650467
C100606,Mass,IV,0.2845493679216167
C100607,Premium,VIII,0.260288507561819
C100608,Mass,RM,0.299941424263551
C100609,Mass,X,0.32689599365596267
C100610,Gold,II,0.2252482943550801
C100611,Mass,IV,0.22348374839956014
C100612,Mass,V,0.23437752156314667
C100613,Mass,VIII,0.30135823088361813
C100614,Premium,V,0.2880851363130988
C100615,Gold,IV,0.3327950303137077
C100616,Premium,RM,0.2380399222760034
C100617,Mass,IV,0.32607975564818886
C100618,Gold,IV,0.34173138197205477
C100619,Premium,X,0.22443828266662602
C100620,Mass,RM,0.3166799273510047
C100621,Premium,V,0.19748278353791873
C100622,Jóvenes,IV,0.2685852990081976
C100623,Premium,RM,0.23068076724470765
C100624,Premium,X,0.2419247422505475
C100625,Gold,RM,0.3236254571402674
C100626,Mass,II,0.1941663412718443
C100627,Mass,IV,0.2312786633450353
C100628,Mass,RM,0.29267589252745563
C100629,Mass,X,0.34244875630422783
C100630,Gold,VIII,0.21471444906982157
C100631,Premium,X,0.2650696676658729
C100632,Mass,IV,0.34078639636319585
C100633,Gold,VIII,0.3117524611324537
C100634,Jóvenes,RM,0.27121582706794695
C100635,Gold,X,0.25278725161250376
C100636,Mass,X,0.21277979058915417
C100637,Gold,X,0.2827404472297504
C100638,Jóvenes,V,0.21802860480017663
C100639,Premium,VIII,0.2864254524122917
C100640,Gold,V,0.2698025487666066
C100641,Premium,X,0.29646310437531237
C100642,Mass,II,0.28930701254378377
C100643,Mass,II,0.24443171474866882
C100644,Premium,IV,0.2991458068648302
C100645,Mass,VIII,0.3201388654821641
C100646,Gold,X,0.24426779411736863
C100647,Mass,IV,0.33287347686685015
C100648,Mass,RM,0.3012951287107059
C100649,Mass,RM,0.3673674764213122
C100650,Gold,X,0.3546432607838317
C100651,Gold,II,0.19711894039902372
C100652,Gold,IV,0.3392724366139954
C100653,Mass,V,0.2561922345958252
C100654,Mass,RM,0.22526724768028317
C100655,Mass,X,0.3044730077497996
C100656,Mass,IV,0.2570488733586219
C100657,Jóvenes,X,0.300523251541014
C100658,Gold,IV,0.19243426038503322
C100659,Mass,II,0.20131890490479393
C100660,Premium,II,0.32891616037995924
C100661,Mass,V,0.2710638328822603
C100662,Gold,IV,0.2706378402136015
C100663,Gold,X,0.36141172267241517
C100664,Mass,II,0.22718558302990205
C100665,Premium,RM,0.29646566530088714
C100666,Mass,X,0.19272756783438116
C100667,Mass,II,0.27971869699667684
C100668,Mass,V,0.27161963540195255
C100669,Gold,II,0.30199396069175366
C100670,Mass,V,0.23284133531912327
C100671,Jóvenes,II,0.33346560559218164
C100672,Gold,VIII,0.1867769985176051
C100673,Gold,IV,0.2220951331536133
C100674,Mass,IV,0.26875600060539695
C100675,Jóvenes,V,0.33453307153825934
C100676,Mass,II,0.3242532014837358
C100677,Mass,IV,0.3158723752571868
C100678,Premium,VIII,0.3395240329545207
C100679,Mass,IV,0.33639850390322035
C100680,Gold,RM,0.18328886679799267
C100681,Mass,X,0.2716721057210514
C100682,Gold,V,0.2856664522833342
C100683,Gold,RM,0.4519921145972708
C100684,Mass,RM,0.274859748857339
C100685,Mass,IV,0.27772031172285605
C100686,Premium,II,0.2745084674869304
C100687,Mass,VIII,0.36189512141856894
C100688,Gold,II,0.26287076616969485
C100689,Mass,VIII,0.27837956283538356
C100690,Mass,RM,0.24661062901879222
C100691,Mass,II,0.2399957488235478
C100692,Gold,II,0.23268019754293343
C100693,Jóvenes,X,0.2794173809856947
C100694,Gold,V,0.2808795145462487
C100695,Mass,II,0.39247487479848575
C100696,Gold,RM,0.21544806470892414
C100697,Mass,V,0.1749700708213618
C100698,Gold,X,0.185761735419246
C100699,Jóvenes,VIII,0.27367132906650776
C100700,Premium,V,0.3635187668258542
