id_cliente,segmento,region,ingreso_mensual,pd_score,lgd_pred,ead_pred,expected_loss,limite_ref,r_opt,e_opt,z_opt,ingreso_opt,el_opt,cost_opt,utilidad_opt,apr_base,apr_efectiva,ingreso_financiero,costos_operativos,utilidad_neta,project,notebook,piso,escenario,mode,created_utc,pd_score_opt,lgd_pred_opt,ead_pred_opt,limite_ref_opt,pd_score_in,lgd_pred_in,ead_pred_in,limite_ref_in
C00006189,mass_affluent,VII,2210788,0.6152693145063053,0.322932772729083,424177.1368801754,84280.02073802291,3451306.0,0.1,0.0,1.5948154e-10,1.35559309e-10,0.0,0.0,1.35559309e-10,0.3248,0.27608,117106.82394987882,6362.657053202631,26464.146158653275,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.6152693145063053,0.322932772729083,424177.1368801754,3451306.0,0.6152693145063053,0.322932772729083,424177.1368801754,3451306
C00001415,mass,V,717786,0.0423750642498307,0.3232746253397772,313263.29539172293,4291.325911423526,2095868.0,0.45,2095868.0,943140.6,801669.51,28710.840968702407,31438.02,741520.6490312975,0.2862,0.24327,76207.56186994445,4698.949430875844,67217.28652764508,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0423750642498307,0.3232746253397772,313263.29539172293,2095868.0,0.0423750642498307,0.3232746253397772,313263.29539172293,2095868
C00018472,mass_affluent,RM,879751,0.1268901737823193,0.3391639824906752,219064.129951208,9427.770226251598,1339322.0,0.45,1339322.0,602694.9,512290.665,57639.83395079836,20089.83,434561.0010492016,0.3297,0.2802449999999999,61391.62709817627,3285.9619492681195,48677.89492265656,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.1268901737823193,0.3391639824906752,219064.129951208,1339322.0,0.1268901737823193,0.3391639824906752,219064.129951208,1339322
C00029283,mass,XI,918010,0.0309796023035328,0.3089980690574266,410979.73828278313,3934.1599689251752,2724077.0,0.45,2724077.0,1225834.7,1041959.495,26076.60107636684,40861.155,975021.738923633,0.3037,0.258145,106092.36453900904,6164.696074241747,95993.50849584214,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0309796023035328,0.3089980690574266,410979.73828278313,2724077.0,0.0309796023035328,0.3089980690574266,410979.73828278313,2724077
C00015178,mass,VII,481236,0.0285122206201284,0.3287220977149177,238946.18125733337,2239.5462551048413,1459610.0,0.45,1459610.0,656824.5,558300.825,13680.33626740898,21894.15,522726.3387325909,0.3176,0.26996,64505.91109222971,3584.1927188600007,58682.17211826487,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0285122206201284,0.3287220977149177,238946.18125733337,1459610.0,0.0285122206201284,0.3287220977149177,238946.18125733337,1459610
C00034305,mass_affluent,VIII,2402370,0.8304920750784908,0.3272545117801351,899412.0340153517,244444.25197534688,4839872.0,0.1,0.0,1.5857823e-10,1.347914955e-10,0.0,0.0,1.347914955e-10,0.2599,0.220915,198693.6094945014,13491.180510230275,-59241.82299107575,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.8304920750784908,0.3272545117801351,899412.0340153517,4839872.0,0.8304920750784908,0.3272545117801351,899412.0340153517,4839872
C00012610,affluent,VI,2958661,0.9922169095313312,0.3298010333203394,729835.8529522769,238827.2237685699,5000000.0,0.1,0.0,1.5188374e-10,1.29101179e-10,0.0,0.0,1.29101179e-10,0.2644,0.22474,164023.30959249474,10947.537794284151,-85751.45197035933,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.9922169095313312,0.3298010333203394,729835.8529522769,5000000.0,0.9922169095313312,0.3298010333203394,729835.8529522769,5000000
C00012145,mass,XII,1056275,0.1779566719637145,0.3319626837923967,404732.2899431157,23909.549676890885,2497841.0,0.45,2497841.0,1124028.5,955424.225,147559.89318981356,37467.615,770396.7168101864,0.2604,0.22134,89583.44505600924,6070.984349146735,59602.91102997163,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.1779566719637145,0.3319626837923967,404732.2899431157,2497841.0,0.1779566719637145,0.3319626837923967,404732.2899431157,2497841
C00006114,pyme,II,2049262,0.7779619321002974,0.3390263792934891,817585.9625795606,215637.98455063847,4482635.0,0.1,0.0,1.5858352e-10,1.34795992e-10,0.0,0.0,1.34795992e-10,0.2232,0.18972,155112.40882059422,12263.789438693408,-72789.36516873766,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.7779619321002974,0.3390263792934891,817585.9625795606,4482635.0,0.7779619321002974,0.3390263792934891,817585.9625795606,4482635
C00015909,mass,VIII,944882,0.1340669252122329,0.3275775836585271,421290.6586617292,18501.9564207076,2686851.0,0.45,2686851.0,1209083.0,1027720.55,117999.29357287352,40302.765,869418.4914271265,0.2327,0.197795,83329.18582999673,6319.359879925938,58507.86952936319,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.1340669252122329,0.3275775836585271,421290.6586617292,2686851.0,0.1340669252122329,0.3275775836585271,421290.6586617292,2686851
C00000822,mass_affluent,XV,1621686,0.7818851390269517,0.33604249871883,547784.9935932743,143928.66422464664,2836006.0,0.1,0.0,1.4122319e-10,1.200397115e-10,0.0,0.0,1.200397115e-10,0.2244,0.19074,104484.50967798111,8216.774903899113,-47660.92945056463,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.7818851390269517,0.33604249871883,547784.9935932743,2836006.0,0.7818851390269517,0.33604249871883,547784.9935932743,2836006
C00015119,mass,III,300000,0.1837410288012121,0.3427041921550774,140789.05270762113,8865.320636329057,790321.0,0.45,790321.0,355644.45,302297.78250000003,49765.58145592912,11854.815,240677.3860440709,0.2477,0.210545,29642.431102326093,2111.835790614317,18665.27467538272,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.1837410288012121,0.3427041921550774,140789.05270762113,790321.0,0.1837410288012121,0.3427041921550774,140789.05270762113,790321
C00013467,mass,XVI,853158,0.0616266828316093,0.3283290266922109,457959.5056125664,9266.274230403938,2669643.0,0.45,2669643.0,1201339.3,1021138.405,54017.09939875405,40044.645,927076.660601246,0.2486,0.21131,96771.42313099142,6869.392584188497,80635.75631639898,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0616266828316093,0.3283290266922109,457959.5056125664,2669643.0,0.0616266828316093,0.3283290266922109,457959.5056125664,2669643
C00026498,pyme,XV,2020942,0.8075069715765463,0.3333317234407993,650681.1139227598,175142.33270352037,4087020.0,0.1,0.0,1.5327006e-10,1.30279551e-10,0.0,0.0,1.30279551e-10,0.2456,0.20876,135836.18934251534,9760.216708841395,-49066.36006984643,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.8075069715765463,0.3333317234407993,650681.1139227598,4087020.0,0.8075069715765463,0.3333317234407993,650681.1139227598,4087020
C00042112,mass_affluent,IX,1051278,0.3813521032536617,0.346418791794418,542627.5094624987,71685.18262089774,3120810.0,0.45,3120810.0,1404364.5,1193709.825,412282.5158583026,46812.15,734615.1591416973,0.3085,0.262225,142290.49866880372,8139.412641937481,62465.90340596849,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.3813521032536617,0.346418791794418,542627.5094624987,3120810.0,0.3813521032536617,0.346418791794418,542627.5094624987,3120810
C00030189,mass_affluent,VI,1200591,0.4815465643110022,0.3369340809688123,446743.4152616871,72483.8730107119,2589692.0,0.1,0.0,1.6058163e-10,1.364943855e-10,0.0,0.0,1.364943855e-10,0.3161,0.268685,120033.2545295864,6701.151228925307,40848.2302899492,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.4815465643110022,0.3369340809688123,446743.4152616871,2589692.0,0.4815465643110022,0.3369340809688123,446743.4152616871,2589692
C00037238,mass,II,905802,0.0062384101688305,0.3143148998033162,309898.4700957227,607.6567504141933,2350997.0,0.45,2350997.0,1057948.7,899256.3949999999,4609.894320589081,35264.955,859381.5456794109,0.3347,0.284495,88164.56524988262,4648.477051435841,82908.43144803258,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0062384101688305,0.3143148998033162,309898.4700957227,2350997.0,0.0062384101688305,0.3143148998033162,309898.4700957227,2350997
C00033110,mass,XII,831108,0.0532153676353978,0.3257592829641477,265652.3653107647,4605.190014559459,1489686.0,0.45,1489686.0,670358.7,569804.8949999999,25824.30268973416,22345.29,521635.3023102658,0.3158,0.26843,71309.06442036857,3984.78547966147,62719.08892614764,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0532153676353978,0.3257592829641477,265652.3653107647,1489686.0,0.0532153676353978,0.3257592829641477,265652.3653107647,1489686
C00036481,affluent,RM,2447154,0.8427682170246509,0.3205096221950612,823344.7284705223,222398.0271366083,5000000.0,0.1,0.0,1.5919068e-10,1.35312078e-10,0.0,0.0,1.35312078e-10,0.2627,0.223295,183848.76114382528,12350.170927057834,-50899.436919840846,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.8427682170246509,0.3205096221950612,823344.7284705223,5000000.0,0.8427682170246509,0.3205096221950612,823344.7284705223,5000000
C00024149,mass,VIII,611646,0.000585933056865,0.3088760874429789,293321.6548937653,53.08556139271913,2023601.0,0.45,2023601.0,910620.45,774027.3825,366.2327459552022,30354.015,743307.1347540447,0.3422,0.29087,85318.46975894952,4399.82482340648,80865.55937415033,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.000585933056865,0.3088760874429789,293321.6548937653,2023601.0,0.000585933056865,0.3088760874429789,293321.6548937653,2023601
C00005504,mass_affluent,VII,1290387,0.3710356418083284,0.3206047249643369,525003.243656948,62452.17029605278,3597461.0,0.45,3597461.0,1618857.4,1376028.7899999998,427938.7788929807,53961.915,894128.0961070191,0.2386,0.20281,106475.90784606562,7875.048654854219,36148.68889515862,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.3710356418083284,0.3206047249643369,525003.243656948,3597461.0,0.3710356418083284,0.3206047249643369,525003.243656948,3597461
C00003919,mass_affluent,VIII,1856340,0.7802372333413329,0.3521426974318693,836735.676455532,229897.18024172165,4327842.0,0.1,0.0,1.5706078e-10,1.33501663e-10,0.0,0.0,1.33501663e-10,0.3175,0.269875,225814.04068343667,12551.03514683298,-16634.17470511796,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.7802372333413329,0.3521426974318693,836735.676455532,4327842.0,0.7802372333413329,0.3521426974318693,836735.676455532,4327842
C00038479,pyme,XII,2065132,0.807648632329812,0.3249651393695001,526649.0910879968,138223.0830146841,3506571.0,0.1,0.0,1.4750404e-10,1.25378434e-10,0.0,0.0,1.25378434e-10,0.2291,0.194735,102557.01075302108,7899.736366319952,-43565.80862798297,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.807648632329812,0.3249651393695001,526649.0910879968,3506571.0,0.807648632329812,0.3249651393695001,526649.0910879968,3506571
C00021124,mass,XIV,577187,0.0083432279387175,0.2955472319412416,213982.30196184988,527.6413953272915,1547419.0,0.45,1547419.0,696338.55,591887.7675000001,3815.653504192743,23211.285,564860.8289958073,0.3229,0.274465,58730.65250795913,3209.734529427748,54993.27658320409,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0083432279387175,0.2955472319412416,213982.30196184988,1547419.0,0.0083432279387175,0.2955472319412416,213982.30196184988,1547419
C00049718,mass_affluent,XVI,945472,0.1568684327649386,0.3384158498108255,529754.8450407569,28122.97042733819,2021050.0,0.45,2021050.0,909472.5,773051.625,107291.00434711268,30315.75,635444.8706528873,0.3003,0.255255,135222.5729708784,7946.322675611353,99153.27986792884,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.1568684327649386,0.3384158498108255,529754.8450407569,2021050.0,0.1568684327649386,0.3384158498108255,529754.8450407569,2021050
C00042295,mass,XV,963611,0.0303487051548461,0.322155984579734,279171.2619056691,2729.4621707378333,1830385.0,0.45,1830385.0,823673.25,700122.2625,17895.70524302063,27455.775,654770.7822569793,0.2838,0.24123,67344.48350950456,4187.568928585037,60427.452410181686,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0303487051548461,0.322155984579734,279171.2619056691,1830385.0,0.0303487051548461,0.322155984579734,279171.2619056691,1830385
C00047610,mass,X,1119959,0.0869089376531286,0.3117238884488216,347913.10757541726,9425.519957080443,2534534.0,0.45,2534534.0,1140540.3,969459.255,68664.5610031247,38018.01,862776.6839968753,0.285,0.2422499999999999,84281.95031014482,5218.6966136312585,69637.73373943313,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0869089376531286,0.3117238884488216,347913.10757541726,2534534.0,0.0869089376531286,0.3117238884488216,347913.10757541726,2534534
C00011077,mass,XV,1016880,0.3218991899069481,0.3867013851661687,581175.144486899,72344.02096925738,3035834.0,0.45,3035834.0,1366125.3,1161206.505,377897.16342581017,45537.51,737771.83157419,0.3148,0.26758,155510.84516180446,8717.627167303484,74449.1970252436,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.3218991899069481,0.3867013851661687,581175.144486899,3035834.0,0.3218991899069481,0.3867013851661687,581175.144486899,3035834
C00041515,mass,IX,541479,0.0162930396342828,0.3161143000690489,249272.614026242,1283.8693305835293,1533900.0,0.45,1533900.0,690255.0,586716.75,7900.294919580522,23008.5,555807.9550804194,0.2519,0.214115,53373.0057522288,3739.089210393629,48350.04721125164,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0162930396342828,0.3161143000690489,249272.614026242,1533900.0,0.0162930396342828,0.3161143000690489,249272.614026242,1533900
C00022063,mass,IV,841337,0.0613572126493457,0.3343968037034285,388477.5719682737,7970.649105369953,2193997.0,0.45,2193997.0,987298.65,839203.8525,45015.67525927222,32909.955,761278.2222407279,0.2767,0.235195,91367.98253907812,5827.163579524105,77570.16985418407,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0613572126493457,0.3343968037034285,388477.5719682737,2193997.0,0.0613572126493457,0.3343968037034285,388477.5719682737,2193997
C00009414,pyme,XV,1939300,0.7969299009569348,0.3630385220362734,806257.5226815142,233263.40574577876,3889172.0,0.1,0.0,1.5196839e-10,1.291731315e-10,0.0,0.0,1.291731315e-10,0.264,0.2244,180924.1880897318,12093.862840222711,-64433.08049626965,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.7969299009569348,0.3630385220362734,806257.5226815142,3889172.0,0.7969299009569348,0.3630385220362734,806257.5226815142,3889172
C00038341,mass,III,1072032,0.2400298012999746,0.3473605929145526,526372.352998244,43887.29193137667,2898790.0,0.45,2898790.0,1304455.5,1108787.175,241692.10683863517,43481.85,823613.2181613649,0.2342,0.19907,104784.94431136044,7895.58529497366,53002.06708501011,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.2400298012999746,0.3473605929145526,526372.352998244,2898790.0,0.2400298012999746,0.3473605929145526,526372.352998244,2898790
C00030264,mass,IX,401035,0.0319203407163762,0.3236378415385214,135910.79549360325,1404.044164439479,957773.0,0.45,957773.0,430997.85,366348.1725,9894.398650407316,14366.595,342087.1788495927,0.3391,0.288235,39174.24813909874,2038.661932404049,35731.542042255205,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0319203407163762,0.3236378415385214,135910.79549360325,957773.0,0.0319203407163762,0.3236378415385214,135910.79549360325,957773
C00041253,mass,II,1203872,0.2179889266016607,0.3214451737255457,309999.04964480805,21722.094805529192,2304297.0,0.45,2304297.0,1036933.7,881393.6449999999,161465.52046352322,34564.455,685363.6695364767,0.263,0.22355,69300.28754809684,4649.985744672121,42928.20699789552,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.2179889266016607,0.3214451737255457,309999.04964480805,2304297.0,0.2179889266016607,0.3214451737255457,309999.04964480805,2304297
C00014645,mass,IX,369950,0.0675764277206168,0.3253665227698043,106438.79480660708,2340.2812032175366,791369.0,0.45,791369.0,356116.05,302698.6425,17399.915123748626,11870.535,273428.19237625133,0.2971,0.2525349999999999,26879.521046486512,1596.581922099106,22942.65792116987,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0675764277206168,0.3253665227698043,106438.79480660708,791369.0,0.0675764277206168,0.3253665227698043,106438.79480660708,791369
C00026336,mass,XIV,300000,0.0399377222162067,0.3104554685059235,162265.71309982677,2011.9137963656528,502130.0,0.45,502130.0,225958.5,192064.725,6225.851754323346,7531.95,178306.92324567665,0.3079,0.261715,42467.37110392116,2433.985696497401,38021.4716110581,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0399377222162067,0.3104554685059235,162265.71309982677,502130.0,0.0399377222162067,0.3104554685059235,162265.71309982677,502130
C00028103,pyme,VIII,518577,0.3881573255166836,0.356421632883489,274073.5488868114,37917.43628767627,1515047.0,0.45,1515047.0,681771.15,579505.4775,209603.21902154724,22725.705,347176.5534784528,0.3168,0.26928,73802.52524424059,4111.103233302171,31773.98572326215,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.3881573255166836,0.356421632883489,274073.5488868114,1515047.0,0.3881573255166836,0.356421632883489,274073.5488868114,1515047
C00017524,mass,XIV,935379,0.1161523011638142,0.3399956348635169,516787.1733812293,20408.58457429154,3212380.0,0.45,3212380.0,1445571.0,1228735.35,126860.98318930127,48185.7,1053688.6668106986,0.293,0.2490499999999999,128705.84553059514,7751.807600718439,100545.45335558517,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.1161523011638142,0.3399956348635169,516787.1733812293,3212380.0,0.1161523011638142,0.3399956348635169,516787.1733812293,3212380
C00024713,mass,V,1120922,0.2126272794405023,0.3586782750479709,295513.0763583512,22537.241474847237,1733340.0,0.45,1733340.0,780003.0,663002.5499999999,132192.80384953335,26000.1,504809.6461504666,0.3283,0.279055,82464.4015231797,4432.696145375268,55494.46390295719,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.2126272794405023,0.3586782750479709,295513.0763583512,1733340.0,0.2126272794405023,0.3586782750479709,295513.0763583512,1733340
C00040486,mass,III,1386885,0.0009389362822598,0.3080823911859872,479874.4375309424,138.81315138260018,3234375.0,0.45,3234375.0,1455468.8,1237148.48,935.606799172643,48515.625,1187697.2482008273,0.3475,0.295375,141742.9119857021,7198.116562964136,134405.98227135537,MVP Tarjetas Chile,02_modelos_riesgo.ipynb,3,BASE_PD12_R45,sample,2025-09-03T05:52:56.730131+00:00,0.0009389362822598,0.3080823911859872,479874.4375309424,3234375.0,0.0009389362822598,0.3080823911859872,479874.4375309424,3234375
