id_cliente,pd_score_lgbm,default_12m
C00000971,0.02660696675496489,0
C00034187,0.30631847977125704,0
C00039969,0.9995380172772187,1
C00041506,0.223052602899458,0
C00035366,0.05306616017963261,0
C00044058,0.5689988652786012,1
C00021842,0.9991741356639003,1
C00042921,0.07184024019138317,0
C00017943,0.10512978144227722,0
C00049462,0.032379956345319295,0
C00003470,0.9504061642014267,1
C00031894,0.08117134707240746,0
C00031623,0.06787802894106297,0
C00029749,0.6203048401182327,1
C00008447,0.029333430321127927,0
C00027675,0.0637228851600645,0
C00013627,0.7100839078515738,1
C00016889,0.06919349752953956,0
C00033688,0.35548739678974817,1
C00009897,0.6594708729494808,1
C00030925,0.6793791005810236,1
C00032934,0.7579516724905644,1
C00019170,0.0609640531971699,0
C00001744,0.6941330599365935,1
C00008080,0.34938246328253963,1
C00014790,0.6906392531881232,0
C00048897,0.014814601478908652,0
C00020643,0.7042111078974052,0
C00034800,0.033759368533652676,0
C00022543,0.6581194196562911,0
C00003148,0.6119570636229675,1
C00039785,0.8712249490712869,1
C00024187,0.764858108200068,1
C00000815,0.04098549954366078,0
C00039280,0.6451829092159376,1
C00022599,0.6294721010328445,0
C00042444,0.9997885809778245,1
C00040512,0.0009127965928452822,0
C00007414,0.6610226977487355,0
C00036309,0.02214728178187111,0
C00029684,0.026409148987014484,0
C00041305,0.05030786953805096,0
C00010210,0.020360547594386623,0
C00031939,0.7679351081886594,1
C00004787,0.02065443060865937,0
C00044603,0.4325343102085686,1
C00041333,0.0006507532642361149,0
C00031985,0.15136708328159854,0
C00020680,0.06791841493969988,0
C00003556,0.23957922540724697,1
C00028904,0.2597510266438607,0
C00025268,0.14660790050171074,1
C00027748,0.0007955481060668429,0
C00012729,0.4458953166361514,0
C00039498,0.045288495513184514,0
C00019859,0.9994105246644314,1
C00005615,0.6526061539228257,0
C00000884,0.00133048733137544,0
C00003138,0.0008184854590169486,0
C00007920,0.0013409881536300071,0
C00048411,0.08074376404966596,0
C00018703,0.3763549389235088,1
C00001631,0.6426645471808857,0
C00046428,0.2114920759156723,0
C00047900,0.04959396342348682,0
C00030570,0.05791531608184749,0
C00049665,0.034734314440393516,0
C00036038,0.5643504220188026,1
C00010856,0.027478119406820368,0
C00044029,0.003951917836116737,0
C00002681,0.9993735276952215,1
C00007120,0.7740024877554719,1
C00044767,0.07022252832678805,0
C00016417,0.12134250211457437,0
C00042195,0.903702846979044,1
C00039128,0.02536257881729714,0
C00026574,0.005421397692303112,0
C00049265,0.03738442899303432,1
C00039696,0.01851733280126614,0
C00017553,0.14837888450781986,0
C00022470,0.02341212756360658,0
C00043395,0.07665251124201708,0
C00003859,0.023998501041105978,1
C00030390,0.0543963452445278,0
C00022699,0.02918511174644308,0
C00018207,0.9997550370864335,1
C00001445,0.22425870205505755,0
C00026730,0.09895488765870056,0
C00049765,0.0329465297233457,0
C00034123,0.581914198613047,0
C00028482,0.06046695321601595,1
C00019811,0.015377339140449154,0
C00018440,0.00690949846060676,0
C00016580,0.10593387360920549,0
C00009681,0.7179612289451577,0
C00022487,0.032941489535025355,0
C00018008,0.030166119052501276,0
C00003369,0.036245995629424446,0
C00037388,0.018743360230085562,0
C00044784,0.1015116796165872,0
C00029683,0.027940352144993998,0
C00010124,0.0356869496216895,0
C00045931,0.14946525905641808,0
C00007027,0.8392550907942772,0
C00047589,0.21973214827151216,0
C00002410,0.6428531922030526,1
C00020334,0.08401700400975325,0
C00019526,0.6648261954271865,1
C00010073,0.01624028826059039,0
C00018370,0.06019660862736742,0
C00016559,0.03963442755922025,0
C00008609,0.0455248213543382,0
C00011787,0.7403348910525955,0
C00021185,0.10592451666454435,0
C00020623,0.48911857003405246,0
C00022188,0.0003369073321016313,0
C00026015,0.04767692714959261,0
C00034259,0.941215904147123,1
C00014122,0.034944243650276124,0
C00000183,0.025813826726885137,0
C00034362,0.014788263995774438,0
C00036030,0.07475823399491718,0
C00012801,0.9660091413071324,1
C00031997,0.9993934352322185,1
C00011066,0.039650700919535126,0
C00035452,0.42020304373968187,1
C00003129,0.6306815894217123,1
C00017600,0.016474053355027215,0
C00044052,0.06256966002951693,0
C00009969,0.014018363760349595,0
C00043316,0.12096837717814109,0
C00026915,0.8093702331533804,1
C00024500,0.022950919709446082,0
C00014279,0.019803773622444183,0
C00007330,0.1086740418432189,0
C00034560,0.7331798756818629,1
C00008143,0.15230216205586683,0
C00007710,0.380288648636847,1
C00024303,0.08301571942997912,0
C00048404,0.01937082553147892,0
C00005518,0.04596697243089084,0
C00016220,0.538228902481786,0
C00000483,0.6347873563522134,0
C00035759,0.26611952121868354,0
C00012874,0.786172359233753,1
C00016100,0.9993306324510215,1
C00005861,0.08125061534570538,0
C00009737,0.1263406399494052,0
C00019033,0.7991592486604578,1
C00000558,0.003876685575498252,0
C00043236,0.006495705987619458,0
C00006578,0.1953562011015587,1
C00030003,0.9566361631613894,1
C00043721,0.5794906967390739,0
C00005703,0.2254835188631058,0
C00044780,0.025376189134603683,0
C00044466,0.0727520507423227,0
C00038825,0.03292937373425989,0
C00025846,0.09078469413759646,0
C00012041,0.00134211354484146,0
C00009236,0.07925720545538867,0
C00038405,0.6786093424870604,1
C00040605,0.69368636341159,0
C00021613,0.25524475713622174,0
C00003719,0.9951558340668766,1
C00028487,0.05256341384841047,0
C00003228,0.09425370163110093,0
C00006049,0.03806495845791871,0
C00020931,0.3905702414719812,1
C00028658,0.07127511146261999,0
C00008466,0.05104275902190702,0
C00044860,0.007535733111564489,0
C00048772,0.22168686770513055,0
C00017976,0.8191080065953176,1
C00011894,0.13679560375288033,1
C00049691,0.9944756559680334,1
C00002331,0.3155092879335678,0
C00033859,0.019764266285313713,0
C00026372,0.01527800382914492,0
C00017395,0.7632288195914909,0
C00032002,0.001036702515232604,0
C00012611,0.04484857977627086,1
C00004581,0.04496386298843863,1
C00024792,0.2836334399358906,1
C00037473,0.46327213533509254,1
C00025742,0.08765085266242383,0
C00046193,0.10529621360719688,1
C00013302,0.9995248969944169,1
C00018535,0.015747392672720472,0
C00022380,0.3040929157877431,0
C00042360,0.07309319073537861,0
C00015314,0.18174299888462206,1
C00043142,0.9995920850489792,1
C00009371,0.9998639608687717,1
C00022162,0.7920617726777411,0
C00018747,0.141759441681775,0
C00037225,0.9609984669687883,1
C00007504,0.002143508512852754,0
C00042732,0.014124084337838207,0
C00036375,0.6591391598569374,0
C00030113,0.025846416300194245,0
C00049658,0.009475525802438487,0
C00001960,0.7770661569998445,0
C00040188,0.041038741920396436,0
C00040653,0.0006548829113576892,0
C00023382,0.670792161770481,1
C00043729,0.6917711256804706,0
C00020292,0.5725309948652868,0
C00020499,0.017454516203976398,0
C00032803,0.06801712174986581,0
C00035410,0.9885312172641314,1
C00018622,0.999822516733436,1
C00012730,0.9208400257791184,0
C00031683,0.010642761873233033,0
C00017675,0.6239450441352701,1
C00030437,0.998410756483,1
C00009361,0.042509636356223436,0
C00020697,0.031938422200940134,0
C00016800,0.05780043769025295,0
C00001423,0.06947675045294477,0
C00009157,0.09336125086052267,0
C00040951,0.10110203856191793,0
C00026045,0.11280424646585688,0
C00002182,0.6917063687050081,1
C00027890,0.08458880862057795,0
C00048369,0.03582765709644619,0
C00028991,0.0007594155251092481,0
C00008690,0.9331573851843983,1
C00023417,0.08056410891516154,0
C00005969,0.9247361131616917,0
C00021689,0.9965809892948215,1
C00014623,0.688790394808725,1
C00003987,0.028859570951814743,0
C00034586,0.7488723800042657,0
C00012277,0.888637088084524,1
C00022020,0.082939711524174,0
C00017512,0.07176626573311436,0
C00044329,0.637789078438165,0
C00001396,0.05961118898008822,0
C00014818,0.9995304796812271,1
C00009389,0.056464207886302284,0
C00026327,0.11944373837809823,0
C00009778,0.09673874063756609,1
C00042769,0.7171279390922862,0
C00009732,0.055161660991652574,0
C00015301,0.08689062432101209,0
C00007266,0.14547857463179742,0
C00032242,0.11932232407056355,0
C00041344,0.9996246657289573,1
C00038819,0.5540827074734922,1
C00017609,0.6897603184843387,1
C00042136,0.04586737940404218,0
C00031120,0.781327009896422,0
C00028885,0.001325833917264719,0
C00020202,0.02846075285946779,0
C00014889,0.8805543497261936,1
C00038517,0.03175744958051332,0
C00036986,0.40765340521962085,1
C00003255,0.027133347287505875,0
C00001766,0.09014034617955928,0
C00009008,0.024402825167468434,0
C00037040,0.9997428134087719,1
C00041689,0.0009320890520697658,0
C00000292,0.0011482315658820797,0
C00040870,0.7745551490936508,1
C00048824,0.9992226466694252,1
C00012926,0.13251189456689944,0
C00003016,0.7456829779830602,1
C00037674,0.8392636384452161,1
C00028534,0.07054509606965749,1
C00046369,0.006183207041956536,0
C00003549,0.0007761526142548534,0
C00034359,0.566254256225049,1
C00011489,0.03523021550240929,0
C00028247,0.6739161987628061,1
C00022409,0.041490595718360175,0
C00016031,0.9994642044021759,1
C00011692,0.6775787831932432,1
C00033894,0.9277213696927908,1
C00036807,0.09780534161589463,0
C00008306,0.07822421156670147,0
C00036296,0.999457101158115,1
C00048356,0.07235413775431221,0
C00022038,0.9998123055517921,1
C00025430,0.2847232341209814,0
C00043720,0.6728940756979941,1
C00032946,0.0013218985844791827,0
C00017051,0.29634196453063877,0
C00028839,0.11780409114319074,0
C00031601,0.015351510397718714,0
C00030728,0.018280283558276492,0
C00024409,0.9997414692231483,1
C00000907,0.03696754603254578,0
C00022988,0.2507493712572522,0
C00037565,0.029876553826450266,0
C00019187,0.9996776685627596,1
C00013753,0.6087250016823298,1
C00038916,0.618291965921955,0
C00020254,0.09117979683589911,0
C00001570,0.10047814284425798,0
C00037582,0.12130313953258427,0
C00010180,0.6639742567674395,1
C00007545,0.7691340669276102,0
C00005039,0.9673081149188841,1
C00007586,0.017120311422653255,0
C00040167,0.03702718807064489,0
C00036512,0.15234332748805984,0
C00046093,0.023325082785358647,0
C00048764,0.04958557045211342,0
C00045264,0.050447549029101826,0
C00024944,0.000788775884890534,0
C00045188,0.7437239603334602,0
C00002687,0.515668149602611,0
C00026704,0.04624471395803169,0
C00037604,0.03492253719177665,0
C00038503,0.06497329299292948,0
C00024174,0.0010980882175734205,0
C00012940,0.0065986658212470834,0
C00009788,0.1456718029015243,0
C00047682,0.02962479655430286,0
C00013272,0.6875115520946558,0
C00010125,0.0442968233205299,0
C00040673,0.7577389255582421,1
C00022077,0.9997400365929064,1
C00034917,0.40817184799093253,0
C00027662,0.04313597717410466,0
C00015404,0.6525585737851787,1
C00007870,0.45111728521645356,1
C00006213,0.03017520087495767,0
C00048795,0.9996620042226338,1
C00017652,0.4653104622119802,1
C00027229,0.08459787007595371,0
C00042279,0.7699093177626867,1
C00014677,0.36421159408101755,0
C00026190,0.9997865513581071,1
C00006107,0.669703001049212,1
C00029756,0.6532513312414473,0
C00025824,0.9996691412085122,1
C00007260,0.013264527384510715,0
C00020505,0.7109349205584412,1
C00019467,0.018774923108900558,0
C00023890,0.014181063145004164,0
