id_cliente,segmento,region,pd_baseline,pd_opt,lgd_baseline,lgd_opt,ead_baseline,ead_opt,EL_baseline,EL_opt
C00003851,mass,V,0.07980912819040736,0.0069641744440083,0.32691338175328466,0.2933532152396099,191477.2921791665,1540825.0,4995.771224068673,3147.8484099904376
C00040041,mass,RM,0.07980912819040736,0.0288190688220884,0.32691338175328466,0.3175019209800609,276382.57689852064,1550425.0,7211.007158026893,14186.5588500255
C00015268,mass,RM,0.07980912819040736,0.0355635148832335,0.32691338175328466,0.3252312194706486,329922.584821358,2107295.0,8607.901943164354,24373.74379465347
C00049147,mass_affluent,IX,0.5234736516223224,0.7322242186232977,0.33374103448025355,0.3355025423135985,855019.5410850167,0.0,149375.8794215135,0.0
C00030002,mass,II,0.07980912819040736,0.0018210828130764,0.32691338175328466,0.3488560144331503,544475.5848011562,2857865.0,14205.73389043118,1815.5893231677899
C00045927,mass,IX,0.07980912819040736,0.0999693464692873,0.32691338175328466,0.3322989190809831,395172.2231367336,2368367.0,10310.308854015317,78676.45490242695
C00043825,mass,XII,0.07980912819040736,0.0088182471153068,0.32691338175328466,0.330708933691562,290059.94629117305,1669476.0,7567.858916557271,4868.647950783436
C00017241,mass,II,0.07980912819040736,0.1104231125138423,0.32691338175328466,0.3177183222170768,282497.6430190508,1972834.0,7370.553342384027,69213.81518859709
C00004893,mass,RM,0.07980912819040736,0.0617639939132934,0.32691338175328466,0.3401078780192013,309943.21609839064,1755592.0,8086.62678721603,36878.70449443854
C00000726,mass,VIII,0.07980912819040736,0.0007630429420916,0.32691338175328466,0.316310268876863,182786.60649752824,1246423.0,4769.025394567759,300.834559017862
C00022950,affluent,VII,0.9060599661898894,0.8726137381481318,0.31915421294398666,0.3188535277112698,736848.835995185,0.0,213076.68189507545,0.0
C00034658,pyme,VIII,0.8219205734688478,0.5144196555388091,0.3420862301687797,0.3406823008043422,289263.11559074966,0.0,81331.44793584025,0.0
C00037214,mass,RM,0.07980912819040736,0.0606436264667238,0.32691338175328466,0.3296451910777228,396629.51947483525,2483419.0,10348.330694767154,49645.730807141015
C00020305,mass_affluent,IV,0.5234736516223224,0.6286477331031128,0.33374103448025355,0.3282661926675904,560144.626904103,0.0,97859.86427965888,0.0
C00015270,mass,II,0.07980912819040736,0.2430824976389237,0.32691338175328466,0.3584413618203024,782015.904268189,3550857.0,20403.32045040343,309389.0873977512
C00022368,mass,XIV,0.07980912819040736,0.0215692629707714,0.32691338175328466,0.3396737421196115,385648.279425439,2084573.0,10061.822762578351,15272.649658133056
C00042685,mass,XI,0.07980912819040736,0.0461248337334209,0.32691338175328466,0.324346623603724,508033.0495406353,2752875.0,13254.923656409985,41184.204983721545
C00046735,pyme,XVI,0.8219205734688478,0.1566300663747701,0.3420862301687797,0.3518456556975207,528393.2119402938,2897064.0,148567.10963237548,159656.062565895
C00011733,pyme,VIII,0.8219205734688478,0.9995829653938392,0.3420862301687797,0.3470296443765763,1019918.5176384788,0.0,286768.154476609,0.0
C00018620,affluent,VII,0.9060599661898894,0.7043414518726687,0.31915421294398666,0.3254004870243748,864586.7518324471,0.0,250015.01975922607,0.0
C00048493,mass,VIII,0.07980912819040736,0.0479087532915649,0.32691338175328466,0.3204074615898276,173491.93803657006,1171957.0,4526.521248483089,17989.917355410693
C00026804,mass_affluent,XV,0.5234736516223224,0.8111211254157142,0.33374103448025355,0.3479311412799853,589600.428048535,0.0,103005.92935605608,0.0
C00044306,pyme,XI,0.8219205734688478,0.9994865825723616,0.3420862301687797,0.3422263998792802,891339.9663390558,0.0,250616.01759141393,0.0
C00047523,affluent,VII,0.9060599661898894,0.9996481167449506,0.31915421294398666,0.308512394798364,719767.1851017163,0.0,208137.13213144641,0.0
C00032208,mass,XII,0.07980912819040736,0.0497809445778171,0.32691338175328466,0.3189934808666375,263968.7772318881,1484319.0,6887.122782756499,23570.6840940698
C00002531,mass_affluent,IV,0.5234736516223224,0.2122151802525374,0.33374103448025355,0.3204662862268559,537327.4304433451,3563558.0,93873.59423145159,242349.7778699749
C00017747,pyme,XI,0.8219205734688478,0.10545953385177,0.3420862301687797,0.3390738865251602,511943.7331605863,2859921.0,143942.0473453596,102266.69675341174
C00008271,mass,IX,0.07980912819040736,0.066907414701626,0.32691338175328466,0.3328424778819038,465407.5835424999,2986677.0,12142.796604567478,66512.19081741803
C00015080,mass,XII,0.07980912819040736,0.1311535199816325,0.32691338175328466,0.3344988489604021,470725.8363355445,2609345.0,12281.553393758722,114473.79552974516
C00013625,mass,IV,0.07980912819040736,0.1700293147756543,0.32691338175328466,0.3355888171251555,299181.5656750323,1719751.0,7805.848095932921,98128.88306590066
C00030639,mass,VI,0.07980912819040736,0.0216952314643085,0.32691338175328466,0.3060789061321212,176199.12554808124,1515262.0,4597.153589865433,10062.025661652564
C00030441,mass_affluent,XIV,0.5234736516223224,0.6175351114999414,0.33374103448025355,0.3320112215791899,464122.03669338033,0.0,81084.27241557527,0.0
C00036057,mass,XV,0.07980912819040736,0.0563482790079791,0.32691338175328466,0.3375658386051947,271058.877602118,1781057.0,7072.1082659030335,33877.937687511105
C00042652,pyme,VIII,0.8219205734688478,0.9995013528283218,0.3420862301687797,0.3377976616011343,1038021.2658851786,0.0,291858.06275445916,0.0
C00036804,mass,III,0.07980912819040736,0.0837402049094649,0.32691338175328466,0.3368161687794501,387674.2695212888,2328582.0,10114.68220562721,65677.7833596837
C00048225,mass,IX,0.07980912819040736,0.401785796993389,0.32691338175328466,0.3300437454689156,725057.9035193545,4574446.0,18917.247935573552,606603.0544036139
C00029227,mass,VI,0.07980912819040736,0.0460899403903742,0.32691338175328466,0.3248209464003214,310883.87392733264,1851576.0,8111.169182087199,27719.90366711918
C00005634,mass,XV,0.07980912819040736,0.0012086891905674,0.32691338175328466,0.330704306184607,316964.53878322704,1924383.0,8269.817814332626,769.2119098565572
C00005988,mass,IX,0.07980912819040736,0.1317567217026974,0.32691338175328466,0.3331662278068855,583713.8546747039,3406081.0,15229.486719216162,149516.3628446575
C00048064,mass,VIII,0.07980912819040736,0.1137262458943064,0.32691338175328466,0.3077773290854953,412291.2358470946,2784282.0,10756.955399459795,97456.44148540213
C00001813,mass_affluent,XV,0.5234736516223224,0.9724739662467536,0.33374103448025355,0.3612893610782486,799108.8362589275,0.0,139608.0199736751,0.0
C00027579,mass_affluent,IX,0.5234736516223224,0.9498338914050096,0.33374103448025355,0.3241000202886965,798900.2629189971,0.0,139571.58124382287,0.0
C00016824,pyme,XII,0.8219205734688478,0.7534290309450191,0.3420862301687797,0.3306138628104981,868084.9321818103,0.0,244077.45288037724,0.0
C00003929,mass,X,0.07980912819040736,0.0732250354595003,0.32691338175328466,0.3356013987731749,388774.65252599854,2294898.0,10143.39193766812,56395.79723556605
C00037287,mass,III,0.07980912819040736,0.2359529372394308,0.32691338175328466,0.3252964021319047,145672.62050953007,507574.0,3800.696559857494,38958.66043336947
C00025046,pyme,XI,0.8219205734688478,0.8704669373270378,0.3420862301687797,0.3285062265470527,924292.5391232972,0.0,259881.2170354568,0.0
C00015728,mass_affluent,XIV,0.5234736516223224,0.5528392917150816,0.33374103448025355,0.3346104347359999,676688.7635132233,0.0,118220.66547879469,0.0
C00029601,mass,XIV,0.07980912819040736,0.3266165911864939,0.32691338175328466,0.3183461508577193,309999.04964480805,2119431.0,8088.083521961729,220372.3623846446
C00010431,mass,III,0.07980912819040736,0.0575270446277458,0.32691338175328466,0.3285900913134831,292503.8987301963,1975154.0,7631.623278006671,37335.974307065444
C00025769,pyme,XVI,0.8219205734688478,0.9995816401500146,0.3420862301687797,0.3294434010812858,807957.31313763,0.0,227171.50789734474,0.0
C00029104,mass_affluent,XI,0.5234736516223224,0.4837763113389438,0.33374103448025355,0.3169708738616255,354245.1940744559,0.0,61888.278399540155,0.0
C00036538,mass,XI,0.07980912819040736,0.0237731107796863,0.32691338175328466,0.310674406557357,259547.504131454,1415574.0,6771.768796508198,10455.000763280337
C00039329,mass,VIII,0.07980912819040736,0.100816134892065,0.32691338175328466,0.3297410709044585,518930.81944265583,2756707.0,13539.253796362524,91641.81805877727
C00035540,mass_affluent,VIII,0.5234736516223224,0.5026322948458858,0.33374103448025355,0.3299307920231337,407336.5046854328,0.0,71163.57660160412,0.0
C00028076,mass,VIII,0.07980912819040736,0.0219319350845782,0.32691338175328466,0.3243496531867292,174855.55255644023,1043921.0,4562.098867643878,7426.052646458724
C00017841,mass,RM,0.07980912819040736,0.0445396077350641,0.32691338175328466,0.3278344310650575,326702.94463200594,2003761.0,8523.899367053295,29258.150604764047
C00027803,mass,V,0.07980912819040736,0.0134394844618533,0.32691338175328466,0.3229114439586291,320027.1020714572,1974809.0,8349.722148539073,8570.203689135578
C00007683,mass,V,0.07980912819040736,0.0150820330278061,0.32691338175328466,0.3536635617290421,313319.471561748,1817220.0,8174.715561070022,9692.98881994463
C00024280,mass,RM,0.07980912819040736,0.0020629636820195,0.32691338175328466,0.3813882813605354,480854.7807842484,2102176.0,12545.824360990056,1653.9714191255716
C00033071,mass,XIV,0.07980912819040736,0.0505288359135739,0.32691338175328466,0.3271386392585629,406816.2003817741,2457738.0,10614.108044992247,40626.24846313131
C00035558,pyme,II,0.8219205734688478,0.9002213699129389,0.3420862301687797,0.353635222698865,867157.8431356562,0.0,243816.78537586262,0.0
C00037190,mass_affluent,III,0.5234736516223224,0.8129046706529407,0.33374103448025355,0.3346825811632332,860552.1164952978,0.0,150342.4460058606,0.0
C00047150,mass_affluent,IV,0.5234736516223224,0.4817610471542048,0.33374103448025355,0.3163417899836902,646597.6345425295,0.0,112963.6056844892,0.0
C00046916,affluent,IV,0.9060599661898894,0.8017286115461069,0.31915421294398666,0.3207147517420315,563491.246654786,0.0,162946.37278209114,0.0
C00009802,mass_affluent,XI,0.5234736516223224,0.6050354047669481,0.33374103448025355,0.3565919234829304,960001.5389894396,0.0,167716.7213635591,0.0
C00038801,mass_affluent,VIII,0.5234736516223224,0.6664108375548782,0.33374103448025355,0.3114579270119098,514784.9487097788,0.0,89935.31812021583,0.0
C00024670,mass,RM,0.07980912819040736,0.0701425269970537,0.32691338175328466,0.3196179592641824,311810.9431061763,1988220.0,8135.357039945844,44573.529075319086
C00044234,pyme,XVI,0.8219205734688478,0.3908977463215474,0.3420862301687797,0.3217023064266335,314751.816480939,1871774.0,88498.04760814543,235380.64658476258
C00031920,affluent,X,0.9060599661898894,0.9169741741830548,0.31915421294398666,0.3159827029263605,804423.021047637,0.0,232617.301937304,0.0
C00007135,mass,VII,0.07980912819040736,0.001335269719428,0.32691338175328466,0.3417724598125207,571247.5205021315,3312515.0,14904.231683383055,1511.6941001056443
C00033705,mass_affluent,XII,0.5234736516223224,0.929302790294636,0.33374103448025355,0.3195849028268342,833391.6456194489,0.0,145597.38577316247,0.0
C00029661,mass,RM,0.07980912819040736,0.0121246081264196,0.32691338175328466,0.2961667734120357,180747.08059141075,1431063.0,4715.812793133065,5138.812809942419
C00017894,mass,XI,0.07980912819040736,0.0351609710325152,0.32691338175328466,0.3077268276152996,308225.4357329239,1987641.0,8041.808743147186,21506.22408386644
C00022019,mass_affluent,IV,0.5234736516223224,0.1091317607891637,0.33374103448025355,0.3149673662508894,431016.45939639263,2914721.0,75300.5745176079,100187.53958112534
C00013539,mass,VII,0.07980912819040736,0.0015780772594574,0.32691338175328466,0.3660105132133647,336455.85381691327,1649953.0,8778.359321559672,953.0010847153877
C00043119,mass,XI,0.07980912819040736,0.0240342325563499,0.32691338175328466,0.3210078278706657,160477.9025531921,1180334.0,4186.976317400436,9106.485478240744
C00036421,mass,V,0.07980912819040736,0.0154022766483434,0.32691338175328466,0.3105582561139371,426641.5349957974,2901331.0,11131.364347528608,13877.948688530814
C00009406,mass_affluent,XVI,0.5234736516223224,0.4438142861906613,0.33374103448025355,0.3614344655754019,461007.13038664166,3647906.0,80540.08383680401,585159.7965278365
C00013414,mass,XVI,0.07980912819040736,0.0123495747677255,0.32691338175328466,0.3247020326377318,432543.6610209728,2726365.0,11285.354781704,10932.538337040995
C00006721,mass,RM,0.07980912819040736,0.0149596243944223,0.32691338175328466,0.3327393148609134,493599.4835654866,2916858.0,12878.342220884597,14519.11330845482
C00015602,mass,III,0.07980912819040736,0.0485371453209985,0.32691338175328466,0.3233459541150011,8439.76879185153,481294.0,220.1992392323596,7553.567401337232
C00044744,mass,X,0.07980912819040736,0.0917058689377732,0.32691338175328466,0.3389492524429946,538385.9626447109,3009097.0,14046.85155619515,93533.67499743518
C00031139,mass,XII,0.07980912819040736,0.1743213453463273,0.32691338175328466,0.3192155927011186,408730.5268966219,2535942.0,10664.054110175786,141115.2607613559
C00002730,affluent,IV,0.9060599661898894,0.9400016415991111,0.31915421294398666,0.3263813899821469,764194.2256889712,0.0,220984.22631456322,0.0
C00038243,mass_affluent,V,0.5234736516223224,0.3439122492800162,0.33374103448025355,0.3133539985386094,416137.91153046745,2576415.0,72701.22319849383,277650.6563141411
C00029626,mass,V,0.07980912819040736,0.105619332534672,0.32691338175328466,0.3304781126960407,280914.91319295595,1712636.0,7329.2588576402095,59779.35009083363
C00047895,affluent,III,0.9060599661898894,0.9993936878817328,0.31915421294398666,0.3439525405538725,800281.0450217861,0.0,231419.55490295432,0.0
C00042091,mass,IV,0.07980912819040736,0.0359512994403559,0.32691338175328466,0.340996700634375,185499.32792249144,1113832.0,4839.802119470808,13654.772226730542
C00036400,mass,XV,0.07980912819040736,0.0004848906341172,0.32691338175328466,0.3339925230020882,141268.61688750293,762385.0,3685.7931459057727,123.46813354770471
C00006245,mass,XII,0.07980912819040736,0.0238427746549092,0.32691338175328466,0.3296079907294492,150672.59480066987,1122472.0,3931.1492490535925,8821.24821019524
C00005546,mass,VII,0.07980912819040736,0.0896645064352891,0.32691338175328466,0.3405218604916957,542718.0913519654,3129886.0,14159.87970532112,95563.94711532778
C00004065,mass,III,0.07980912819040736,0.0194958833898328,0.32691338175328466,0.3042292967695218,292922.8786709713,1722297.0,7642.554746212454,10215.320506772401
C00012852,pyme,RM,0.8219205734688478,0.1353803306439334,0.3420862301687797,0.3165173761444559,283802.8354685788,1648336.0,79796.1934753312,70631.57183323847
C00021803,mass_affluent,III,0.5234736516223224,0.7331034519710381,0.33374103448025355,0.3314701743838269,803959.4966046134,0.0,140455.45283350474,0.0
C00041164,affluent,V,0.9060599661898894,0.9995285370892872,0.31915421294398666,0.3426355506562966,819202.7524446715,0.0,236891.19906727268,0.0
C00006233,affluent,XI,0.9060599661898894,0.9957106574857028,0.31915421294398666,0.333760893094034,864241.8399080018,0.0,249915.28059317634,0.0
C00003863,mass_affluent,RM,0.5234736516223224,0.7753826414985971,0.33374103448025355,0.3374722707876964,606911.9591776793,0.0,106030.33413546883,0.0
C00035095,mass_affluent,III,0.5234736516223224,0.5692268083622095,0.33374103448025355,0.3530434339827286,482782.5036588236,0.0,84344.34254197491,0.0
C00040196,mass,X,0.07980912819040736,0.2836328896092675,0.32691338175328466,0.3488235432316018,413782.3167391144,2336846.0,10795.858701926287,231202.47118708334
C00039251,mass_affluent,IX,0.5234736516223224,0.3424680043964153,0.33374103448025355,0.3410412959668211,372705.14181037206,2228058.0,65113.3168865301,260227.66515211517
C00006218,mass_affluent,III,0.5234736516223224,0.5627938175379747,0.33374103448025355,0.3443524246724854,489452.5441465048,0.0,85509.62955092458,0.0
C00036776,mass,RM,0.07980912819040736,0.1175626038062323,0.32691338175328466,0.3228326954742715,288479.8667436606,1578422.0,7526.633579362634,59905.93267602096
C00042977,mass,II,0.07980912819040736,0.1303712945458402,0.32691338175328466,0.323036774689667,292644.2590088972,1508295.0,7635.285371998893,63521.42537646299
C00048468,pyme,RM,0.8219205734688478,0.9991552616732112,0.3420862301687797,0.3333279863630528,832989.1266764493,0.0,234209.6455991197,0.0
C00014832,mass_affluent,IX,0.5234736516223224,0.2645508966618726,0.33374103448025355,0.3317824779376769,598647.6456655586,3845713.0,104586.52023488646,337551.1209750005
C00030093,mass,RM,0.07980912819040736,0.0195229209110448,0.32691338175328466,0.3051380880957036,266453.7369673783,1814887.0,6951.957052127277,10811.620808820338
C00008894,mass,VIII,0.07980912819040736,0.003336747597902,0.32691338175328466,0.3502413993648664,419177.20514922,2175947.0,10936.614965865137,2542.9577747251747
C00006021,pyme,IX,0.8219205734688478,0.3296573131720604,0.3420862301687797,0.3297460003797163,305112.1741492608,1942188.0,85787.69144393878,211122.01275692185
C00046089,mass_affluent,XI,0.5234736516223224,0.6072466553235132,0.33374103448025355,0.328682574862995,578019.2784103673,0.0,100982.64880071561,0.0
C00015243,mass,IV,0.07980912819040736,0.0419217094993062,0.32691338175328466,0.3167823599838126,286474.4389179207,1846652.0,7474.310619758613,24523.64579461265
C00045308,mass_affluent,VIII,0.5234736516223224,0.022757860093236,0.33374103448025355,0.3126991112658683,194909.58374983407,1257017.0,34051.608274784034,8945.388798377742
C00026551,mass,V,0.07980912819040736,0.1015733272458343,0.32691338175328466,0.3459148657780282,560380.253644734,2752316.0,14620.697388362518,96704.61495385568
C00006035,pyme,VI,0.8219205734688478,0.2513826098147487,0.3420862301687797,0.3430849082506653,495731.5948162224,3061130.0,139383.7175251527,264008.93115473917
C00007906,mass,IX,0.07980912819040736,0.1618983017623511,0.32691338175328466,0.342064255090753,395390.0239908453,2435832.0,10315.991424659416,134895.45539795764
C00032226,mass,XII,0.07980912819040736,0.1886548066926129,0.32691338175328466,0.3388967219128899,521072.2739790914,3244968.0,13595.125784257389,207465.39219235425
C00006018,affluent,VIII,0.9060599661898894,0.990948170186832,0.31915421294398666,0.3016806987984212,322667.31719390355,0.0,93306.62945379489,0.0
C00021880,mass_affluent,XIV,0.5234736516223224,0.5631206668502848,0.33374103448025355,0.3505081235841726,393149.5769265938,0.0,68685.05452294282,0.0
C00002792,mass,IV,0.07980912819040736,0.0581329344259636,0.32691338175328466,0.3104677501352156,431117.038945478,2903606.0,11248.13325307642,52405.44647926624
C00042606,pyme,V,0.8219205734688478,0.8085777775298241,0.3420862301687797,0.360300836756682,715226.8416241272,0.0,201098.69353052214,0.0
C00005824,mass,RM,0.07980912819040736,0.0227372294703615,0.32691338175328466,0.3208988453086031,313252.483947171,1875447.0,8172.9678091906,13683.918998547128
C00015388,mass,VII,0.07980912819040736,0.0590911668093111,0.32691338175328466,0.3348320655808927,381200.2658778423,2254827.0,9945.771100094224,44613.14441616468
C00029562,mass_affluent,VIII,0.5234736516223224,0.6934965932495367,0.33374103448025355,0.3675941102302592,891339.9663390558,0.0,155721.2261680927,0.0
C00039476,mass,VI,0.07980912819040736,0.1849609943839125,0.32691338175328466,0.3390061262860465,321282.5233236186,1961071.0,8382.476932640382,122964.85884825228
C00000293,pyme,IX,0.8219205734688478,0.9173151771959684,0.3420862301687797,0.3121819061165446,804363.2580238195,0.0,226160.97564966968,0.0
C00016958,mass,XIV,0.07980912819040736,0.0538160705427132,0.32691338175328466,0.3405324626897643,318563.37441087625,1876927.0,8311.532510261959,34396.78762049678
C00030861,mass,IX,0.07980912819040736,0.1320305071750527,0.32691338175328466,0.3305979965529769,565880.1471718001,3649173.0,14764.193306365414,159282.82947870647
C00014074,mass_affluent,X,0.5234736516223224,0.6462257405215895,0.33374103448025355,0.3280009784462482,653104.7241181366,0.0,114100.42441333065,0.0
C00021857,pyme,XVI,0.8219205734688478,0.7570739501381412,0.3420862301687797,0.3428900764346431,854016.328598812,0.0,240121.81582134948,0.0
C00022080,affluent,II,0.9060599661898894,0.992869152705764,0.31915421294398666,0.3241280042204055,767446.6418191656,0.0,221924.736773846,0.0
C00017024,mass_affluent,X,0.5234736516223224,0.6721715527621566,0.33374103448025355,0.3410637508787293,605569.5380199378,0.0,105795.80693304115,0.0
