id_cliente,segmento,r_opt,e_opt,y_opt,ingreso_opt,el_opt,cost_opt,utilidad_opt
C00000049,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11081.825613220102,-11081.825613220102
C00000050,MASS,0.6,1190883.0,714529.8,714529.8,251.27124125640893,2688.1372928254123,711590.3914659183
C00000051,MASS,0.1,0.0,0.0,0.0,0.0,9037.561297191667,-9037.561297191667
C00000052,MASS,0.6,1061246.0,636747.6,636747.6,311.048252234528,2849.7022062899755,633586.8495414755
C00000053,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,13756.622460165332,-13756.622460165332
C00000054,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,7790.799125813645,-7790.799125813645
C00000055,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,17610.82244302972,-17610.82244302972
C00000056,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9739.200416554864,-9739.200416554864
C00000057,MASS,0.1,0.0,0.0,0.0,0.0,7241.671788488159,-7241.671788488159
C00000058,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,13370.099495085837,-13370.099495085837
C00000059,MASS,0.1,0.0,0.0,0.0,0.0,3508.6762207151905,-3508.6762207151905
C00000060,MASS,0.1,0.0,0.0,0.0,0.0,4735.743966948984,-4735.743966948984
C00000061,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8492.383834204273,-8492.383834204273
C00000062,MASS,0.6,915220.0,549132.0,549132.0,5532.14254297858,1990.774477971576,541609.0829790499
C00000063,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5962.825064595376,-5962.825064595376
C00000064,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,12288.263637520226,-12288.263637520226
C00000065,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11159.915903975643,-11159.915903975643
C00000066,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8755.707820120559,-8755.707820120559
C00000067,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,13528.103371912175,-13528.103371912175
C00000068,MASS,0.1,0.0,0.0,0.0,0.0,4392.148116256818,-4392.148116256818
C00000069,MASS,0.6,1322873.0,793723.8,793723.8,2034.548328177056,2743.307790699203,788945.9438811238
C00000070,MASS,0.1,0.0,0.0,0.0,0.0,7232.318987624259,-7232.318987624259
C00000071,MASS,0.1,0.0,0.0,0.0,0.0,8149.744524662318,-8149.744524662318
C00000072,MASS,0.6,961807.0,577084.2,577084.2,1645.9000092471815,2075.024007012157,573363.2759837406
C00000073,AFFLUENT,0.1,0.0,0.0,0.0,0.0,12155.696315772942,-12155.696315772942
C00000074,MASS,0.1,0.0,0.0,0.0,0.0,5307.863834050023,-5307.863834050023
C00000075,MASS,0.1,0.0,0.0,0.0,0.0,5658.127699400587,-5658.127699400587
C00000076,MASS,0.1,0.0,0.0,0.0,0.0,7033.187226086554,-7033.187226086554
C00000077,MASS,0.1,0.0,0.0,0.0,0.0,4591.669875359357,-4591.669875359357
C00000078,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,7116.832710372052,-7116.832710372052
C00000079,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,4693.304578806463,-4693.304578806463
C00000080,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5592.156139319828,-5592.156139319828
C00000081,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,12104.960679789576,-12104.960679789576
C00000082,MASS,0.1,0.0,0.0,0.0,0.0,3988.4723875464592,-3988.4723875464592
C00000083,AFFLUENT,0.1,0.0,0.0,0.0,0.0,6738.297234985425,-6738.297234985425
C00000084,MASS,0.1,0.0,0.0,0.0,0.0,6015.548493060103,-6015.548493060103
C00000085,MASS,0.1,0.0,0.0,0.0,0.0,4148.6571380577525,-4148.6571380577525
C00000086,MASS,0.1,0.0,0.0,0.0,0.0,11448.757134869476,-11448.757134869476
C00000087,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8436.905839150993,-8436.905839150993
C00000088,MASS,0.6,1310204.0,786122.4,786122.4,5649.625577915432,4019.838979119563,776452.935442965
C00000089,MASS,0.1,0.0,0.0,0.0,0.0,7598.143285358699,-7598.143285358699
C00000090,MASS,0.1,0.0,0.0,0.0,0.0,9793.158097558073,-9793.158097558073
C00000091,MASS,0.1,0.0,0.0,0.0,0.0,4091.3199830731,-4091.3199830731
C00000092,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9806.862153857968,-9806.862153857968
C00000093,MASS,0.1,0.0,0.0,0.0,0.0,2452.276978667393,-2452.276978667393
C00000094,MASS,0.6,1467058.0,880234.8,880234.8,17464.091344818353,3628.745283348818,859141.9633718329
C00000095,MASS,0.1,0.0,0.0,0.0,0.0,3675.803845487274,-3675.803845487274
C00000096,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,12350.170927057834,-12350.170927057834
C00000097,MASS,0.1,0.0,0.0,0.0,0.0,7502.480004015175,-7502.480004015175
C00000098,MASS,0.6,2822690.0,1693614.0,1693614.0,34565.51872643197,6719.921486212855,1652328.5597873551
C00000099,MASS,0.6,1645671.0,987402.6,987402.6,14060.140137029915,4346.062307480264,968996.3975554898
C00000100,PYME,0.1,0.0,0.0,0.0,0.0,1966.786877366839,-1966.786877366839
C00000101,PYME,0.1,0.0,0.0,0.0,0.0,11836.293488644436,-11836.293488644436
C00000102,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5071.910625706519,-5071.910625706519
C00000103,MASS,0.1,0.0,0.0,0.0,0.0,11663.293173232856,-11663.293173232856
C00000104,PYME,0.1,0.0,0.0,0.0,0.0,11525.38790792689,-11525.38790792689
C00000105,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11191.485378350028,-11191.485378350028
C00000106,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,6272.124621511783,-6272.124621511783
C00000107,MASS,0.6,1513399.0,908039.4,908039.4,388.36943278547255,3762.945845836962,903888.0847213776
C00000108,MASS,0.1,0.0,0.0,0.0,0.0,6536.883620602676,-6536.883620602676
C00000109,MASS,0.6,738210.0,442926.0,442926.0,2444.0623046965443,984.042304580886,439497.89539072255
C00000110,PYME,0.1,0.0,0.0,0.0,0.0,13351.742921660683,-13351.742921660683
C00000111,MASS,0.1,0.0,0.0,0.0,0.0,7689.562335501924,-7689.562335501924
C00000112,MASS,0.1,0.0,0.0,0.0,0.0,7872.627318610134,-7872.627318610134
C00000113,MASS,0.1,0.0,0.0,0.0,0.0,11640.964041323385,-11640.964041323385
C00000114,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,6323.740594571622,-6323.740594571622
C00000115,MASS,0.6,838909.0,503345.4,503345.4,9066.250847424742,1660.919436021496,492618.22971655376
C00000116,AFFLUENT,0.1,0.0,0.0,0.0,0.0,14123.301445330111,-14123.301445330111
C00000117,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,7477.069537378404,-7477.069537378404
C00000118,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,10280.135349011089,-10280.135349011089
C00000119,MASS,0.1,0.0,0.0,0.0,0.0,4453.608218593411,-4453.608218593411
C00000120,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8919.799768190676,-8919.799768190676
C00000121,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,10601.770932639496,-10601.770932639496
C00000122,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,12043.521091456476,-12043.521091456476
C00000123,MASS,0.6,1095859.0,657515.4,657515.4,263.75727293565154,3121.807098989538,654129.8356280748
C00000124,MASS,0.1,0.0,0.0,0.0,0.0,8689.589729647038,-8689.589729647038
C00000125,MASS,0.1,0.0,0.0,0.0,0.0,8755.707820120559,-8755.707820120559
C00000126,MASS,0.6,1884728.0,1130836.8,1130836.8,21464.6482552553,4237.464645285761,1105134.6870994589
C00000127,MASS,0.1,0.0,0.0,0.0,0.0,4395.35187330085,-4395.35187330085
C00000128,MASS,0.6,1203421.0,722052.6,722052.6,11681.559027573408,3531.382774212338,706839.6581982143
C00000129,MASS,0.1,0.0,0.0,0.0,0.0,7152.055530640913,-7152.055530640913
C00000130,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,7707.790673420807,-7707.790673420807
C00000131,MASS,0.1,0.0,0.0,0.0,0.0,2670.8392066491665,-2670.8392066491665
C00000132,PYME,0.1,0.0,0.0,0.0,0.0,13619.825490871202,-13619.825490871202
C00000133,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,10204.907676720592,-10204.907676720592
C00000134,MASS,0.6,1888862.0,1133317.2,1133317.2,3816.89240441292,4678.311690086506,1124821.9959055006
C00000135,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9693.260315717343,-9693.260315717343
C00000136,MASS,0.6,2248089.0,1348853.4,1348853.4,3535.1701981402957,4648.477051435841,1340669.7527504235
C00000137,PYME,0.1,0.0,0.0,0.0,0.0,13944.832364983544,-13944.832364983544
C00000138,MASS,0.6,1289839.0,773903.4,773903.4,3756.493905875917,3131.8604641050006,767015.0456300192
C00000139,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5850.342597753558,-5850.342597753558
C00000140,MASS,0.6,991641.0,594984.6,594984.6,6108.902738443734,2180.919653452941,586694.7776081034
C00000141,MASS,0.1,0.0,0.0,0.0,0.0,6086.498110474167,-6086.498110474167
C00000142,MASS,0.1,0.0,0.0,0.0,0.0,8611.3543581255,-8611.3543581255
C00000143,PYME,0.1,0.0,0.0,0.0,0.0,8384.037901462605,-8384.037901462605
C00000144,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,10554.785176790268,-10554.785176790268
C00000145,MASS,0.1,0.0,0.0,0.0,0.0,10114.290668338892,-10114.290668338892
C00000146,MASS,0.6,741770.0,445062.0,445062.0,5238.307265126241,2117.520560076264,437706.1721747975
C00000147,MASS,0.6,1456244.0,873746.4,873746.4,231.86049483744785,3367.9510385530507,870146.5884666095
C00000148,MASS,0.6,1535023.0,921013.8,921013.8,10316.890156491794,2830.826024299527,907866.0838192088
C00000149,MASS,0.1,0.0,0.0,0.0,0.0,3936.517697411206,-3936.517697411206
C00000150,MASS,0.6,3237579.0,1942547.4,1942547.4,45946.36870142372,7882.202200159878,1888718.8290984165
C00000151,AFFLUENT,0.1,0.0,0.0,0.0,0.0,6163.187381005467,-6163.187381005467
C00000152,AFFLUENT,0.1,0.0,0.0,0.0,0.0,9724.17117501178,-9724.17117501178
C00000153,MASS,0.1,0.0,0.0,0.0,0.0,7645.10965656867,-7645.10965656867
C00000154,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11926.334240478052,-11926.334240478052
C00000155,MASS,0.6,2461457.0,1476874.2,1476874.2,15741.224849061186,5930.850359862679,1455202.1247910762
C00000156,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5624.648748414591,-5624.648748414591
C00000157,MASS,0.6,2006608.0,1203964.8,1203964.8,26419.70064952936,5764.086450592248,1171781.0128998784
C00000158,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,10979.992682339082,-10979.992682339082
C00000159,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9309.149372538302,-9309.149372538302
C00000160,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8410.723578166377,-8410.723578166377
C00000161,MASS,0.6,1215679.0,729407.4,729407.4,6400.259671631387,2135.4211928043487,720871.7191355643
C00000162,PYME,0.1,0.0,0.0,0.0,0.0,16017.204681802965,-16017.204681802965
C00000163,MASS,0.6,897099.0,538259.4,538259.4,2491.6813142796773,1890.8717792768564,533876.8469064435
C00000164,MASS,0.6,1164134.0,698480.4,698480.4,5646.477096686385,2658.7896699443927,690175.1332333692
C00000165,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8755.707820120559,-8755.707820120559
C00000166,MASS,0.1,0.0,0.0,0.0,0.0,7869.925256289685,-7869.925256289685
C00000167,AFFLUENT,0.1,0.0,0.0,0.0,0.0,12024.412034805267,-12024.412034805267
C00000168,AFFLUENT,0.1,0.0,0.0,0.0,0.0,9016.357530500938,-9016.357530500938
C00000169,MASS,0.6,1121997.0,673198.2,673198.2,1909.420921136444,996.0037179275124,670292.775360936
C00000170,PYME,0.1,0.0,0.0,0.0,0.0,12798.48411180875,-12798.48411180875
C00000171,MASS,0.6,2313526.0,1388115.6,1388115.6,31794.92041581702,4714.470306245183,1351606.209277938
C00000172,MASS,0.1,0.0,0.0,0.0,0.0,4346.32242966018,-4346.32242966018
C00000173,MASS,0.6,2036809.0,1222085.4,1222085.4,24475.51391427753,5741.405357247242,1191868.4807284751
C00000174,PYME,0.1,0.0,0.0,0.0,0.0,15906.982037627922,-15906.982037627922
C00000175,MASS,0.1,0.0,0.0,0.0,0.0,5870.209807050079,-5870.209807050079
C00000176,MASS,0.6,2067630.0,1240578.0,1240578.0,14222.573961834334,5186.5972156405205,1221168.8288225252
C00000177,MASS,0.6,2408240.0,1444944.0,1444944.0,631.4555610614045,5652.181122683515,1438660.3633162552
C00000178,PYME,0.1,0.0,0.0,0.0,0.0,8734.773737728568,-8734.773737728568
C00000179,AFFLUENT,0.1,0.0,0.0,0.0,0.0,11215.26307768714,-11215.26307768714
C00000180,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11296.456189755158,-11296.456189755158
C00000181,AFFLUENT,0.1,0.0,0.0,0.0,0.0,15050.216045434248,-15050.216045434248
C00000182,AFFLUENT,0.1,0.0,0.0,0.0,0.0,6841.116268125462,-6841.116268125462
C00000183,MASS,0.6,2476160.0,1485696.0,1485696.0,21967.69080606304,6016.608582139543,1457711.7006117974
C00000184,MASS,0.6,1326119.0,795671.4,795671.4,9048.70455872752,2743.307790699203,783879.3876505733
C00000185,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,4356.613093789199,-4356.613093789199
C00000186,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9821.69058075015,-9821.69058075015
C00000187,MASS,0.1,0.0,0.0,0.0,0.0,8102.952912648843,-8102.952912648843
C00000188,MASS,0.6,1472279.0,883367.4,883367.4,12213.810487800592,3485.0661860641862,867668.5233261352
C00000189,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,13600.734204635008,-13600.734204635008
C00000190,MASS,0.1,0.0,0.0,0.0,0.0,5604.726416813611,-5604.726416813611
C00000191,PYME,0.1,0.0,0.0,0.0,0.0,12202.505415243368,-12202.505415243368
C00000192,MASS,0.1,0.0,0.0,0.0,0.0,3587.282403743162,-3587.282403743162
C00000193,MASS,0.6,2376949.0,1426169.4,1426169.4,10347.514506190271,4817.125715412972,1411004.7597783967
C00000194,AFFLUENT,0.1,0.0,0.0,0.0,0.0,11245.855964144484,-11245.855964144484
C00000195,MASS,0.1,0.0,0.0,0.0,0.0,5160.442516084149,-5160.442516084149
C00000196,MASS,0.6,1221141.0,732684.6,732684.6,17048.0995176536,2578.9777014689425,713057.5227808774
C00000197,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,16377.94770608583,-16377.94770608583
C00000198,AFFLUENT,0.1,0.0,0.0,0.0,0.0,14438.634702468047,-14438.634702468047
C00000199,MASS,0.1,0.0,0.0,0.0,0.0,6509.197765015841,-6509.197765015841
C00000200,MASS,0.1,0.0,0.0,0.0,0.0,2025.62658687052,-2025.62658687052
C00000201,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,14669.070063915611,-14669.070063915611
C00000202,PYME,0.1,0.0,0.0,0.0,0.0,8430.512339379111,-8430.512339379111
C00000203,MASS,0.1,0.0,0.0,0.0,0.0,7208.235784718296,-7208.235784718296
C00000204,MASS,0.6,3463554.0,2078132.4,2078132.4,2568.0362962097743,8249.617163376895,2067314.7465404128
C00000205,MASS,0.1,0.0,0.0,0.0,0.0,5844.606715556682,-5844.606715556682
C00000206,MASS,0.1,0.0,0.0,0.0,0.0,7509.229246347124,-7509.229246347124
C00000207,MASS,0.1,0.0,0.0,0.0,0.0,4216.381393248647,-4216.381393248647
C00000208,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,7306.368309179972,-7306.368309179972
C00000209,MASS,0.1,0.0,0.0,0.0,0.0,6466.7555841821695,-6466.7555841821695
C00000210,MASS,0.1,0.0,0.0,0.0,0.0,5119.060474897126,-5119.060474897126
C00000211,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,7112.56265543767,-7112.56265543767
C00000212,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,2387.96876572645,-2387.96876572645
C00000213,MASS,0.1,0.0,0.0,0.0,0.0,4956.558760974859,-4956.558760974859
C00000214,AFFLUENT,0.1,0.0,0.0,0.0,0.0,6249.897826993596,-6249.897826993596
C00000215,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8450.289974454807,-8450.289974454807
C00000216,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,4164.823687550476,-4164.823687550476
C00000217,MASS,0.1,0.0,0.0,0.0,0.0,4015.3074029571662,-4015.3074029571662
C00000218,MASS,0.1,0.0,0.0,0.0,0.0,4507.636830572919,-4507.636830572919
C00000219,PYME,0.1,0.0,0.0,0.0,0.0,12379.746770501448,-12379.746770501448
C00000220,MASS,0.1,0.0,0.0,0.0,0.0,2143.06029669032,-2143.06029669032
C00000221,MASS,0.1,0.0,0.0,0.0,0.0,2738.60686893591,-2738.60686893591
C00000222,MASS,0.1,0.0,0.0,0.0,0.0,4121.134104254856,-4121.134104254856
C00000223,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,13175.954844968745,-13175.954844968745
C00000224,PYME,0.1,0.0,0.0,0.0,0.0,12308.841963330106,-12308.841963330106
C00000225,MASS,0.6,2237373.0,1342423.8,1342423.8,452.6369383725455,4632.843601525702,1337338.319460102
C00000226,PYME,0.1,0.0,0.0,0.0,0.0,13284.341272808975,-13284.341272808975
C00000227,MASS,0.6,2850366.0,1710219.6,1710219.6,453.9785565210558,5203.127591524202,1704562.4938519548
C00000228,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11308.234465175068,-11308.234465175068
C00000229,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11836.293488644436,-11836.293488644436
C00000230,MASS,0.1,0.0,0.0,0.0,0.0,2694.357803190433,-2694.357803190433
C00000231,MASS,0.6,1866547.0,1119928.2,1119928.2,16301.205424266063,4472.655808456611,1099154.3387672773
C00000232,MASS,0.1,0.0,0.0,0.0,0.0,4655.630596741501,-4655.630596741501
C00000233,PYME,0.1,0.0,0.0,0.0,0.0,13284.341272808975,-13284.341272808975
C00000234,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,12033.60147478759,-12033.60147478759
C00000235,PYME,0.1,0.0,0.0,0.0,0.0,3578.30885413586,-3578.30885413586
C00000236,AFFLUENT,0.1,0.0,0.0,0.0,0.0,10923.090378017943,-10923.090378017943
C00000237,MASS,0.1,0.0,0.0,0.0,0.0,2425.670813942537,-2425.670813942537
C00000238,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,11707.680493739386,-11707.680493739386
C00000239,MASS,0.1,0.0,0.0,0.0,0.0,4400.996725370231,-4400.996725370231
C00000240,MASS,0.1,0.0,0.0,0.0,0.0,4691.795885570183,-4691.795885570183
C00000241,AFFLUENT,0.1,0.0,0.0,0.0,0.0,11124.320773478408,-11124.320773478408
C00000242,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,5807.029223256172,-5807.029223256172
C00000243,MASS,0.1,0.0,0.0,0.0,0.0,4428.70772707781,-4428.70772707781
C00000244,MASS,0.6,1771936.0,1063161.6,1063161.6,302.73397553195144,4353.966559105164,1058504.899465363
C00000245,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,4365.530933345135,-4365.530933345135
C00000246,AFFLUENT,0.1,0.0,0.0,0.0,0.0,10280.869782212529,-10280.869782212529
C00000247,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8374.853768520252,-8374.853768520252
C00000248,MASS,0.1,0.0,0.0,0.0,0.0,6076.069358835664,-6076.069358835664
C00000249,MASS,0.6,2200417.0,1320250.2,1320250.2,22031.9310057501,4693.304578806463,1293524.9644154434
C00000250,MASS,0.6,892749.0,535649.4,535649.4,12912.687427498317,2059.4889009114536,520677.2236715903
C00000251,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,8351.166816342617,-8351.166816342617
C00000252,AFFLUENT,0.1,0.0,0.0,0.0,0.0,9360.819719214976,-9360.819719214976
C00000253,MASS,0.1,0.0,0.0,0.0,0.0,3940.6723790400297,-3940.6723790400297
C00000254,MASS,0.1,0.0,0.0,0.0,0.0,4563.390019198996,-4563.390019198996
C00000255,MASS,0.6,1650011.0,990006.6,990006.6,8602.002696134947,4072.780197606657,977331.8171062584
C00000256,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9097.383402011084,-9097.383402011084
C00000257,AFFLUENT,0.1,0.0,0.0,0.0,0.0,12212.512645474131,-12212.512645474131
C00000258,MASS,0.6,3007714.0,1804628.4,1804628.4,44574.55083699865,6790.001026527206,1753263.848136474
C00000259,MASS,0.6,2136028.0,1281616.8,1281616.8,12479.468074613127,5003.059414370372,1264134.2725110166
C00000260,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,7623.728329351893,-7623.728329351893
C00000261,MASS,0.6,2191775.0,1315065.0,1315065.0,865.6994884901409,5151.785785729924,1309047.51472578
C00000262,AFFLUENT,0.1,0.0,0.0,0.0,0.0,12220.88980741248,-12220.88980741248
C00000263,MASS,0.6,963110.0,577866.0,577866.0,6272.225713324722,2258.637871844444,569335.1364148308
C00000264,MASS,0.1,0.0,0.0,0.0,0.0,8529.034050734186,-8529.034050734186
C00000265,PYME,0.1,0.0,0.0,0.0,0.0,10763.95874698766,-10763.95874698766
C00000266,MASS,0.6,1264798.0,758878.8,758878.8,15670.729720163185,2593.949279101668,740614.1210007352
C00000267,MASS,0.1,0.0,0.0,0.0,0.0,6784.936561186435,-6784.936561186435
C00000268,MASS,0.6,1844937.0,1106962.2,1106962.2,26810.86580010779,4598.124387977698,1075553.2098119145
C00000269,MASS,0.6,2137310.0,1282386.0,1282386.0,18753.77546676482,4775.125016405868,1258857.0995168292
C00000270,MASS,0.1,0.0,0.0,0.0,0.0,4529.050322197842,-4529.050322197842
C00000271,MASS,0.1,0.0,0.0,0.0,0.0,4974.946725318235,-4974.946725318235
C00000272,MASS,0.1,0.0,0.0,0.0,0.0,4086.594895573602,-4086.594895573602
C00000273,MASS,0.1,0.0,0.0,0.0,0.0,4721.616825525898,-4721.616825525898
C00000274,MASS_AFFLUENT,0.1,0.0,0.0,0.0,0.0,9153.335218628115,-9153.335218628115
