id_cliente,pd_score,lgd_pred,ead_pred,limite_ref,r_opt,e_opt,z_opt,ingreso_opt,el_opt,cost_opt,utilidad_opt
C00036481,0.8427682170246509,0.3205096221950612,823344.7284705223,5000000.0,0.1,0.0,1.5457153e-10,1.313858005e-10,0.0,0.0,1.313858005e-10
C00024149,0.0005859330568650204,0.3088760874429789,293321.6548937653,2023601.0,0.4,2023601.0,809440.4,688024.34,366.2327459552022,30354.015,657304.0922540447
C00005504,0.37103564180832843,0.32060472496433695,525003.243656948,3597461.0,0.4,3597461.0,1438984.4,1223136.74,427938.77889298066,53961.915,741236.0461070193
C00003919,0.7802372333413329,0.3521426974318693,836735.676455532,4327842.0,0.1,0.0,1.5250343e-10,1.2962791549999998e-10,0.0,0.0,1.2962791549999998e-10
C00038479,0.807648632329812,0.32496513936950017,526649.0910879968,3506571.0,0.1,0.0,1.43224e-10,1.217404e-10,0.0,0.0,1.217404e-10
C00021124,0.008343227938717543,0.29554723194124166,213982.30196184988,1547419.0,0.4,1547419.0,618967.6,526122.46,3815.6535041927427,23211.285,499095.5214958072
C00049718,0.15686843276493864,0.33841584981082556,529754.8450407569,2021050.0,0.4,2021050.0,808420.0,687157.0,107291.00434711267,30315.75,549550.2456528873
C00042295,0.030348705154846185,0.32215598457973404,279171.2619056691,1830385.0,0.4,1830385.0,732154.0,622330.9,17895.70524302063,27455.774999999998,576979.4197569793
C00047610,0.08690893765312861,0.3117238884488216,347913.10757541726,2534534.0,0.4,2534534.0,1013813.6,861741.5599999999,68664.5610031247,38018.01,755058.9889968752
C00011077,0.32189918990694816,0.38670138516616875,581175.144486899,3035834.0,0.4,3035834.0,1214333.6,1032183.56,377897.16342581017,45537.509999999995,608748.8865741899
C00041515,0.016293039634282882,0.3161143000690489,249272.61402624196,1533900.0,0.4,1533900.0,613560.0,521526.0,7900.294919580522,23008.5,490617.2050804195
C00022063,0.061357212649345766,0.3343968037034285,388477.5719682737,2193997.0,0.4,2193997.0,877598.8,745958.98,45015.67525927222,32909.955,668033.3497407278
C00009414,0.7969299009569348,0.3630385220362734,806257.5226815142,3889172.0,0.1,0.0,1.4755881e-10,1.254249885e-10,0.0,0.0,1.254249885e-10
C00038341,0.24002980129997464,0.3473605929145526,526372.352998244,2898790.0,0.4,2898790.0,1159516.0,985588.6,241692.10683863514,43481.85,700414.6431613648
C00030264,0.03192034071637622,0.3236378415385214,135910.79549360325,957773.0,0.4,957773.0,383109.2,325642.82,9894.398650407316,14366.595,301381.8263495927
C00041253,0.21798892660166075,0.3214451737255457,309999.04964480805,2304297.0,0.4,2304297.0,921718.8,783460.98,161465.52046352322,34564.455,587431.0045364768
C00014645,0.06757642772061682,0.3253665227698043,106438.79480660707,791369.0,0.4,791369.0,316547.6,269065.45999999996,17399.915123748626,11870.535,239795.00987625134
C00026336,0.03993772221620671,0.31045546850592354,162265.71309982677,502130.0,0.4,502130.0,200852.0,170724.19999999998,6225.851754323346,7531.95,156966.39824567662
C00028103,0.38815732551668364,0.35642163288348905,274073.5488868114,1515047.0,0.4,1515047.0,606018.8,515115.98000000004,209603.21902154724,22725.704999999998,282787.0559784528
C00017524,0.1161523011638142,0.33999563486351697,516787.1733812293,3212380.0,0.4,3212380.0,1284952.0,1092209.2,126860.98318930129,48185.7,917162.5168106987
C00024713,0.21262727944050236,0.3586782750479709,295513.0763583512,1733340.0,0.4,1733340.0,693336.0,589335.6,132192.80384953337,26000.1,431142.6961504666
C00040486,0.0009389362822598618,0.30808239118598724,479874.43753094244,3234375.0,0.4,3234375.0,1293750.0,1099687.5,935.606799172643,48515.625,1050236.2682008273
C00003851,0.006964174444008385,0.29335321523960994,191477.29217916654,1540825.0,0.4,1540825.0,616330.0,523880.5,3147.8484099904763,23112.375,497620.2765900095
C00040041,0.02881906882208845,0.31750192098006097,276382.57689852064,1550425.0,0.4,1550425.0,620170.0,527144.5,14186.558850025527,23256.375,489701.5661499745
C00015268,0.03556351488323359,0.32523121947064865,329922.584821358,2107295.0,0.4,2107295.0,842918.0,716480.2999999999,24373.743794653536,31609.425,660497.1312053463
C00049147,0.7322242186232977,0.3355025423135985,855019.5410850167,5000000.0,0.1,0.0,1.6112081e-10,1.369526885e-10,0.0,0.0,1.369526885e-10
C00030002,0.0018210828130764973,0.3488560144331503,544475.5848011562,2857865.0,0.4,2857865.0,1143146.0,971674.1,1815.5893231678872,42867.975,926990.5356768321
C00045927,0.09996934646928737,0.33229891908098314,395172.22313673364,2368367.0,0.4,2368367.0,947346.8,805244.78,78676.45490242701,35525.505,691042.820097573
C00043825,0.00881824711530683,0.33070893369156207,290059.94629117305,1669476.0,0.4,1669476.0,667790.4,567621.84,4868.647950783452,25042.14,537711.0520492165
C00017241,0.11042311251384232,0.3177183222170768,282497.64301905077,1972834.0,0.4,1972834.0,789133.6,670763.5599999999,69213.8151885971,29592.51,571957.2348114029
C00004893,0.06176399391329342,0.34010787801920134,309943.21609839064,1755592.0,0.4,1755592.0,702236.8,596901.28,36878.704494438556,26333.879999999997,533688.6955055614
C00000726,0.0007630429420916595,0.316310268876863,182786.60649752824,1246423.0,0.4,1246423.0,498569.2,423783.82,300.83455901788545,18696.344999999998,404786.6404409821
C00022950,0.8726137381481318,0.31885352771126985,736848.835995185,5000000.0,0.1,0.0,1.5301579e-10,1.300634215e-10,0.0,0.0,1.300634215e-10
C00034658,0.5144196555388091,0.3406823008043422,289263.11559074966,1585884.0,0.1,0.0,1.3496308e-10,1.1471861800000001e-10,0.0,0.0,1.1471861800000001e-10
C00037214,0.06064362646672388,0.32964519107772283,396629.51947483525,2483419.0,0.4,2483419.0,993367.6,844362.46,49645.73080714109,37251.284999999996,757465.4441928589
C00020305,0.6286477331031128,0.32826619266759044,560144.626904103,3325728.0,0.1,0.0,1.5240674e-10,1.29545729e-10,0.0,0.0,1.29545729e-10
C00015270,0.24308249763892373,0.3584413618203024,782015.904268189,3550857.0,0.4,3550857.0,1420342.8,1207291.3800000001,309389.0873977513,53262.854999999996,844639.4376022489
C00022368,0.02156926297077145,0.33967374211961154,385648.279425439,2084573.0,0.4,2084573.0,833829.2,708754.82,15272.649658133094,31268.594999999998,662213.5753418669
C00042685,0.04612483373342098,0.32434662360372407,508033.0495406353,2752875.0,0.4,2752875.0,1101150.0,935977.5,41184.204983721625,41293.125,853500.1700162784
C00046735,0.15663006637477014,0.35184565569752074,528393.2119402938,2897064.0,0.4,2897064.0,1158825.6,985001.76,159656.0625658951,43455.96,781889.737434105
C00011733,0.9995829653938393,0.3470296443765763,1019918.5176384787,5000000.0,0.1,0.0,1.4716688e-10,1.25091848e-10,0.0,0.0,1.25091848e-10
C00018620,0.7043414518726687,0.32540048702437485,864586.7518324471,5000000.0,0.1,0.0,1.6300938e-10,1.38557973e-10,0.0,0.0,1.38557973e-10
C00048493,0.04790875329156499,0.3204074615898276,173491.93803657006,1171957.0,0.4,1171957.0,468782.8,398465.38,17989.91735541073,17579.355,362896.10764458927
C00026804,0.8111211254157142,0.34793114127998537,589600.428048535,3171394.0,0.1,0.0,1.3949569e-10,1.1857133649999998e-10,0.0,0.0,1.1857133649999998e-10
C00044306,0.9994865825723616,0.3422263998792802,891339.9663390558,5000000.0,0.1,0.0,1.4717091e-10,1.250952735e-10,0.0,0.0,1.250952735e-10
C00047523,0.9996481167449506,0.30851239479836406,719767.1851017163,5000000.0,0.1,0.0,1.4716415e-10,1.250895275e-10,0.0,0.0,1.250895275e-10
C00032208,0.04978094457781713,0.31899348086663754,263968.7772318881,1484319.0,0.4,1484319.0,593727.6,504668.45999999996,23570.68409406982,22264.785,458832.9909059302
C00002531,0.21221518025253747,0.3204662862268559,537327.4304433451,3563558.0,0.4,3563558.0,1425423.2,1211609.72,242349.77786997496,53453.369999999995,915806.572130025
C00017747,0.10545953385177004,0.33907388652516024,511943.7331605863,2859921.0,0.4,2859921.0,1143968.4,972373.1399999999,102266.69675341177,42898.814999999995,827207.6282465882
C00008271,0.06690741470162606,0.33284247788190385,465407.58354249987,2986677.0,0.4,2986677.0,1194670.8,1015470.18,66512.19081741809,44800.155,904157.834182582
C00015080,0.13115351998163258,0.33449884896040216,470725.8363355445,2609345.0,0.4,2609345.0,1043738.0,887177.2999999999,114473.79552974527,39140.174999999996,733563.3294702546
C00013625,0.17002931477565436,0.33558881712515554,299181.5656750323,1719751.0,0.4,1719751.0,687900.4,584715.34,98128.8830659007,25796.265,460790.19193409925
C00030639,0.02169523146430856,0.3060789061321212,176199.12554808124,1515262.0,0.4,1515262.0,606104.8,515189.08,10062.025661652593,22728.93,482398.1243383474
C00030441,0.6175351114999414,0.33201122157918994,464122.03669338033,2845648.0,0.1,0.0,1.4739275e-10,1.252838375e-10,0.0,0.0,1.252838375e-10
C00036057,0.05634827900797915,0.33756583860519473,271058.877602118,1781057.0,0.4,1781057.0,712422.8,605559.38,33877.93768751115,26715.855,544965.5873124888
C00042652,0.9995013528283218,0.33779766160113434,1038021.2658851786,5000000.0,0.1,0.0,1.4717029e-10,1.250947465e-10,0.0,0.0,1.250947465e-10
C00036804,0.0837402049094649,0.33681616877945014,387674.26952128875,2328582.0,0.4,2328582.0,931432.8,791717.88,65677.78335968373,34928.729999999996,691111.3666403163
C00048225,0.40178579699338907,0.33004374546891563,725057.9035193545,4574446.0,0.4,4574446.0,1829778.4,1555311.64,606603.0544036141,68616.69,880091.8955963857
C00029227,0.046089940390374236,0.3248209464003214,310883.87392733264,1851576.0,0.4,1851576.0,740630.4,629535.84,27719.903667119197,27773.64,574042.2963328807
C00005634,0.0012086891905674715,0.330704306184607,316964.53878322704,1924383.0,0.4,1924383.0,769753.2,654290.22,769.2119098566027,28865.745,624655.2630901433
C00005988,0.1317567217026974,0.33316622780688554,583713.8546747039,3406081.0,0.4,3406081.0,1362432.4,1158067.5399999998,149516.36284465753,51091.215,957459.9621553423
C00048064,0.11372624589430641,0.3077773290854953,412291.2358470946,2784282.0,0.4,2784282.0,1113712.8,946655.88,97456.44148540215,41764.229999999996,807435.2085145978
C00001813,0.9724739662467536,0.36128936107824866,799108.8362589275,4268306.0,0.1,0.0,1.4257073e-10,1.211851205e-10,0.0,0.0,1.211851205e-10
C00027579,0.9498338914050096,0.3241000202886965,798900.2629189971,5000000.0,0.1,0.0,1.4932464e-10,1.26925944e-10,0.0,0.0,1.26925944e-10
C00016824,0.7534290309450191,0.3306138628104981,868084.9321818103,5000000.0,0.1,0.0,1.5975512e-10,1.3579185199999999e-10,0.0,0.0,1.3579185199999999e-10
C00003929,0.07322503545950032,0.3356013987731749,388774.65252599854,2294898.0,0.4,2294898.0,917959.2,780265.32,56395.79723556606,34423.47,689446.0527644339
C00037287,0.23595293723943084,0.32529640213190475,145672.62050953007,507574.0,0.4,507574.0,203029.6,172575.16,38958.66043336948,7613.61,126002.88956663052
C00025046,0.8704669373270378,0.32850622654705275,924292.5391232973,5000000.0,0.1,0.0,1.531251e-10,1.30156335e-10,0.0,0.0,1.30156335e-10
C00015728,0.5528392917150816,0.3346104347359999,676688.7635132233,3990693.0,0.1,0.0,1.6607994e-10,1.41167949e-10,0.0,0.0,1.41167949e-10
C00029601,0.3266165911864939,0.3183461508577193,309999.04964480805,2119431.0,0.4,2119431.0,847772.4,720606.54,220372.3623846446,31791.465,468442.71261535544
C00010431,0.05752704462774587,0.32859009131348316,292503.8987301963,1975154.0,0.4,1975154.0,790061.6,671552.36,37335.974307065495,29627.309999999998,604589.0756929344
C00025769,0.9995816401500146,0.32944340108128584,807957.31313763,5000000.0,0.1,0.0,1.4716693e-10,1.250918905e-10,0.0,0.0,1.250918905e-10
C00029104,0.48377631133894383,0.31697087386162554,354245.1940744559,2394232.0,0.1,0.0,1.5265805e-10,1.297593425e-10,0.0,0.0,1.297593425e-10
C00036538,0.023773110779686368,0.310674406557357,259547.504131454,1415574.0,0.4,1415574.0,566229.6,481295.16,10455.000763280366,21233.61,449606.5492367196
C00039329,0.10081613489206508,0.32974107090445853,518930.81944265583,2756707.0,0.4,2756707.0,1102682.8,937280.38,91641.81805877735,41350.604999999996,804287.9569412227
C00035540,0.5026322948458858,0.3299307920231337,407336.5046854328,2374661.0,0.1,0.0,1.5043253e-10,1.278676505e-10,0.0,0.0,1.278676505e-10
C00028076,0.02193193508457827,0.32434965318672926,174855.55255644023,1043921.0,0.4,1043921.0,417568.4,354933.14,7426.052646458749,15658.814999999999,331848.2723535413
C00017841,0.04453960773506411,0.32783443106505755,326702.94463200594,2003761.0,0.4,2003761.0,801504.4,681278.74,29258.150604764054,30056.414999999997,621964.174395236
C00027803,0.013439484461853337,0.3229114439586291,320027.1020714572,1974809.0,0.4,1974809.0,789923.6,671435.0599999999,8570.2036891356,29622.135,633242.7213108643
C00007683,0.01508203302780618,0.3536635617290421,313319.471561748,1817220.0,0.4,1817220.0,726888.0,617854.7999999999,9692.988819944683,27258.3,580903.5111800552
C00024280,0.0020629636820195035,0.3813882813605354,480854.78078424843,2102176.0,0.4,2102176.0,840870.4,714739.84,1653.9714191255744,31532.64,681553.2285808744
C00033071,0.05052883591357395,0.3271386392585629,406816.2003817741,2457738.0,0.4,2457738.0,983095.2,835630.9199999999,40626.24846313135,36866.07,758138.6015368686
C00035558,0.9002213699129389,0.35363522269886505,867157.8431356562,4105017.0,0.1,0.0,1.4434809e-10,1.226958765e-10,0.0,0.0,1.226958765e-10
C00037190,0.8129046706529407,0.33468258116323324,860552.1164952978,5000000.0,0.1,0.0,1.5621074e-10,1.3277912900000001e-10,0.0,0.0,1.3277912900000001e-10
C00047150,0.4817610471542048,0.3163417899836902,646597.6345425295,3989754.0,0.1,0.0,1.7368721e-10,1.476341285e-10,0.0,0.0,1.476341285e-10
C00046916,0.8017286115461069,0.3207147517420315,563491.246654786,3662411.0,0.1,0.0,1.4510276e-10,1.2333734600000002e-10,0.0,0.0,1.2333734600000002e-10
C00009802,0.6050354047669481,0.3565919234829304,960001.5389894397,4357032.0,0.1,0.0,1.6500272e-10,1.40252312e-10,0.0,0.0,1.40252312e-10
C00038801,0.6664108375548782,0.31145792701190983,514784.9487097788,3103728.0,0.1,0.0,1.4713902e-10,1.25068167e-10,0.0,0.0,1.25068167e-10
C00024670,0.07014252699705378,0.31961795926418246,311810.9431061763,1988220.0,0.4,1988220.0,795288.0,675994.7999999999,44573.52907531915,29823.3,601597.9709246807
C00044234,0.39089774632154745,0.3217023064266335,314751.816480939,1871774.0,0.4,1871774.0,748709.6,636403.1599999999,235380.64658476258,28076.61,372945.9034152373
C00031920,0.9169741741830549,0.3159827029263605,804423.021047637,5000000.0,0.1,0.0,1.5084059e-10,1.282145015e-10,0.0,0.0,1.282145015e-10
C00007135,0.0013352697194280497,0.3417724598125207,571247.5205021315,3312515.0,0.4,3312515.0,1325006.0,1126255.0999999999,1511.6941001057005,49687.725,1075055.680899894
C00033705,0.929302790294636,0.31958490282683427,833391.6456194489,5000000.0,0.1,0.0,1.5026281e-10,1.2772338850000001e-10,0.0,0.0,1.2772338850000001e-10
C00029661,0.012124608126419687,0.29616677341203573,180747.08059141075,1431063.0,0.4,1431063.0,572425.2,486561.4199999999,5138.812809942457,21465.945,459956.66219005745
C00017894,0.03516097103251529,0.3077268276152996,308225.4357329239,1987641.0,0.4,1987641.0,795056.4,675797.94,21506.224083866495,29814.614999999998,624477.1009161335
C00022019,0.10913176078916377,0.31496736625088945,431016.45939639263,2914721.0,0.4,2914721.0,1165888.4,991005.1399999999,100187.53958112541,43720.814999999995,847096.7854188746
C00013539,0.0015780772594574265,0.36601051321336475,336455.85381691327,1649953.0,0.4,1649953.0,659981.2,560984.0199999999,953.0010847154039,24749.295,535281.7239152845
C00043119,0.024034232556349993,0.32100782787066573,160477.9025531921,1180334.0,0.4,1180334.0,472133.6,401313.56,9106.48547824078,17705.01,374502.0645217592
C00036421,0.015402276648343429,0.31055825611393717,426641.5349957974,2901331.0,0.4,2901331.0,1160532.4,986452.5399999999,13877.948688530843,43519.965,929054.6263114691
C00009406,0.4438142861906613,0.36143446557540193,461007.13038664166,3647906.0,0.4,3647906.0,1459162.4,1240288.0399999998,585159.7965278366,54718.59,600409.6534721632
C00013414,0.012349574767725578,0.32470203263773184,432543.66102097277,2726365.0,0.4,2726365.0,1090546.0,926964.1,10932.538337041065,40895.475,875136.086662959
C00006721,0.01495962439442236,0.33273931486091346,493599.4835654866,2916858.0,0.4,2916858.0,1166743.2,991731.72,14519.11330845488,43752.869999999995,933459.7366915451
C00015602,0.048537145320998544,0.32334595411500117,8439.76879185153,481294.0,0.4,481294.0,192517.6,163639.96,7553.567401337239,7219.41,148866.98259866275
C00044744,0.09170586893777326,0.3389492524429946,538385.9626447109,3009097.0,0.4,3009097.0,1203638.8,1023092.98,93533.67499743524,45136.455,884422.8500025648
C00031139,0.17432134534632734,0.31921559270111866,408730.5268966219,2535942.0,0.4,2535942.0,1014376.8,862220.28,141115.26076135595,38039.13,683065.889238644
C00002730,0.9400016415991113,0.32638138998214694,764194.2256889712,5000000.0,0.1,0.0,1.4977026e-10,1.27304721e-10,0.0,0.0,1.27304721e-10
C00038243,0.3439122492800162,0.3133539985386094,416137.91153046745,2576415.0,0.4,2576415.0,1030566.0,875981.1,277650.6563141411,38646.225,559684.2186858589
C00029626,0.10561933253467201,0.3304781126960407,280914.91319295595,1712636.0,0.4,1712636.0,685054.4,582296.24,59779.35009083363,25689.539999999997,496827.3499091664
C00047895,0.9993936878817328,0.3439525405538725,800281.0450217861,5000000.0,0.1,0.0,1.4717479e-10,1.250985715e-10,0.0,0.0,1.250985715e-10
C00042091,0.03595129944035593,0.340996700634375,185499.32792249144,1113832.0,0.4,1113832.0,445532.8,378702.88,13654.772226730554,16707.48,348340.6277732695
C00036400,0.0004848906341172522,0.3339925230020882,141268.61688750293,762385.0,0.4,762385.0,304954.0,259210.9,123.468133547718,11435.775,247651.65686645228
C00006245,0.023842774654909204,0.32960799072944924,150672.59480066987,1122472.0,0.4,1122472.0,448988.8,381640.48,8821.248210195241,16837.079999999998,355982.15178980475
C00005546,0.08966450643528916,0.3405218604916957,542718.0913519654,3129886.0,0.4,3129886.0,1251954.4,1064161.24,95563.94711532786,46948.29,921649.0028846721
C00004065,0.019495883389832804,0.3042292967695218,292922.8786709713,1722297.0,0.4,1722297.0,688918.8,585580.98,10215.320506772403,25834.454999999998,549531.2044932276
C00012852,0.13538033064393348,0.3165173761444559,283802.8354685788,1648336.0,0.4,1648336.0,659334.4,560434.24,70631.57183323851,24725.04,465077.6281667615
C00021803,0.7331034519710381,0.3314701743838269,803959.4966046134,5000000.0,0.1,0.0,1.6106302e-10,1.3690356699999998e-10,0.0,0.0,1.3690356699999998e-10
C00041164,0.9995285370892873,0.3426355506562966,819202.7524446715,5000000.0,0.1,0.0,1.4716915e-10,1.250937775e-10,0.0,0.0,1.250937775e-10
C00006233,0.9957106574857028,0.33376089309403406,864241.8399080018,5000000.0,0.1,0.0,1.473293e-10,1.25229905e-10,0.0,0.0,1.25229905e-10
C00003863,0.7753826414985971,0.3374722707876964,606911.9591776793,3556153.0,0.1,0.0,1.4546488e-10,1.23645148e-10,0.0,0.0,1.23645148e-10
C00035095,0.5692268083622095,0.3530434339827286,482782.50365882355,2519170.0,0.1,0.0,1.4666778e-10,1.24667613e-10,0.0,0.0,1.24667613e-10
C00040196,0.2836328896092675,0.3488235432316018,413782.31673911435,2336846.0,0.4,2336846.0,934738.4,794527.64,231202.47118708334,35052.69,528272.4788129167
C00039251,0.3424680043964153,0.3410412959668211,372705.14181037206,2228058.0,0.4,2228058.0,891223.2,757539.72,260227.66515211517,33420.869999999995,463891.1848478848
C00006218,0.5627938175379747,0.34435242467248545,489452.5441465048,2817307.0,0.1,0.0,1.5137178e-10,1.28666013e-10,0.0,0.0,1.28666013e-10
C00036776,0.11756260380623232,0.32283269547427157,288479.8667436606,1578422.0,0.4,1578422.0,631368.8,536663.48,59905.93267602098,23676.329999999998,453081.21732397896
C00042977,0.13037129454584023,0.32303677468966707,292644.2590088972,1508295.0,0.4,1508295.0,603318.0,512820.3,63521.425376463005,22624.425,426674.449623537
C00048468,0.9991552616732111,0.3333279863630528,832989.1266764493,5000000.0,0.1,0.0,1.4718477e-10,1.251070545e-10,0.0,0.0,1.251070545e-10
C00014832,0.26455089666187265,0.3317824779376769,598647.6456655586,3845713.0,0.4,3845713.0,1538285.2,1307542.42,337551.1209750005,57685.695,912305.6040249994
C00030093,0.01952292091104484,0.30513808809570364,266453.7369673783,1814887.0,0.4,1814887.0,725954.8,617061.5800000001,10811.620808820362,27223.305,579026.6541911797
C00008894,0.003336747597902044,0.3502413993648664,419177.20514922,2175947.0,0.4,2175947.0,870378.8,739821.98,2542.9577747252083,32639.204999999998,704639.8172252749
C00006021,0.3296573131720604,0.3297460003797163,305112.1741492608,1942188.0,0.4,1942188.0,776875.2,660343.9199999999,211122.01275692185,29132.82,420089.0872430781
C00046089,0.6072466553235132,0.32868257486299507,578019.2784103673,3800003.0,0.1,0.0,1.5927424e-10,1.35383104e-10,0.0,0.0,1.35383104e-10
C00015243,0.0419217094993062,0.31678235998381266,286474.4389179207,1846652.0,0.4,1846652.0,738660.8,627861.68,24523.645794612657,27699.78,575638.2542053873
C00045308,0.022757860093236076,0.3126991112658683,194909.58374983407,1257017.0,0.4,1257017.0,502806.8,427385.77999999997,8945.388798377773,18855.255,399585.1362016222
C00026551,0.1015733272458343,0.34591486577802827,560380.253644734,2752316.0,0.4,2752316.0,1100926.4,935787.44,96704.6149538557,41284.74,797798.0850461442
C00006035,0.25138260981474875,0.3430849082506653,495731.5948162224,3061130.0,0.4,3061130.0,1224452.0,1040784.2,264008.93115473917,45916.95,730858.3188452609
C00007906,0.1618983017623511,0.342064255090753,395390.0239908453,2435832.0,0.4,2435832.0,974332.8,828182.88,134895.45539795764,36537.479999999996,656749.9446020424
C00032226,0.1886548066926129,0.33889672191288994,521072.2739790914,3244968.0,0.4,3244968.0,1297987.2,1103289.1199999999,207465.39219235428,48674.52,847149.2078076456
C00006018,0.9909481701868321,0.30168069879842124,322667.31719390355,2339407.0,0.1,0.0,1.2201554e-10,1.03713209e-10,0.0,0.0,1.03713209e-10
C00021880,0.5631206668502848,0.3505081235841726,393149.57692659384,2322661.0,0.1,0.0,1.4421244e-10,1.22580574e-10,0.0,0.0,1.22580574e-10
C00002792,0.05813293442596367,0.31046775013521566,431117.038945478,2903606.0,0.4,2903606.0,1161442.4,987226.0399999999,52405.44647926631,43554.09,891266.5035207337
C00042606,0.8085777775298241,0.36030083675668206,715226.8416241272,3476515.0,0.1,0.0,1.4286786e-10,1.21437681e-10,0.0,0.0,1.21437681e-10
C00005824,0.02273722947036158,0.3208988453086031,313252.483947171,1875447.0,0.4,1875447.0,750178.8,637651.98,13683.918998547175,28131.704999999998,595836.3560014529
