id_cliente,pd_score_train,pd_score_test,default_12m
C00000061,,0.29069831365728027,1
C00000062,0.050039075736261006,,0
C00000063,0.40953039222194315,,0
C00000064,,0.7032701042264041,1
C00000065,0.5173411031305164,,0
C00000066,0.41583084974051066,,0
C00000067,0.7226192014055574,,0
C00000068,0.19733257860419195,,0
C00000069,,0.01881641605282467,0
C00000070,0.10787643736285858,,0
C00000071,0.2852951543856818,,0
C00000072,0.02550712113786342,,0
C00000073,0.9762033290400695,,1
C00000074,0.1489217437500842,,0
C00000075,0.1439213105511475,,0
C00000076,0.15104871876431789,,0
C00000077,0.21858500541513756,,0
C00000078,0.4692259431158782,,1
C00000079,,0.13168039400484166,0
C00000080,,0.3511116281422918,1
C00000081,0.8684363545838399,,1
C00000082,0.05607893874365851,,0
C00000083,0.9906217183621332,,1
C00000084,0.22134870760372152,,0
C00000085,0.07401280599721198,,0
C00000086,0.1678722717482373,,0
C00000087,0.5146121922756174,,1
C00000088,,0.05947776999239524,0
C00000089,0.2325219763724965,,0
C00000090,,0.3974587274492647,0
C00000091,0.23280600773397922,,0
C00000092,,0.7479827378375743,1
C00000093,0.0890606347988873,,0
C00000094,0.04682595522431139,,0
C00000095,0.1067217985496729,,0
C00000096,,0.7518477009704521,0
C00000097,0.1025483306735395,,0
C00000098,0.07131776649890217,,0
C00000099,0.07838545188285352,,0
C00000100,0.033172412906397226,,1
C00000101,0.9987832453262666,,1
C00000102,,0.3354293173358809,1
C00000103,0.3140200921288114,,0
C00000104,0.7727052066087631,,1
C00000105,0.8734573753629126,,1
C00000106,0.2160613766496943,,1
C00000107,0.038413049242617896,,0
C00000108,,0.16476822866894975,0
C00000109,,0.01675128469619301,0
C00000110,0.9848946353840785,,1
C00000111,0.09684629851047082,,0
C00000112,0.20815682428077428,,0
C00000113,0.4141156025005455,,0
C00000114,0.25482220445419435,,0
C00000115,0.04169662818004457,,0
C00000116,0.6745073077379632,,1
C00000117,0.698224020223221,,1
C00000118,,0.8822046782362559,1
C00000119,0.1513529663244633,,0
C00000120,,0.3498823567306062,0
C00000121,0.9235740967115104,,0
C00000122,0.6584182353713788,,0
C00000123,,0.022348256999223902,0
C00000124,0.20962077419383293,,0
C00000125,0.25154332738455404,,0
C00000126,0.06972413473972976,,0
C00000127,0.2640254975335739,,0
C00000128,,0.06571928932780066,0
C00000129,0.07398301623603643,,0
C00000130,0.2399216405489988,,0
C00000131,0.18132296682986473,,0
C00000132,0.87694078877179,,1
C00000133,,0.5928876434023379,0
C00000134,0.03404446979919326,,0
C00000135,0.6577218820076707,,0
C00000136,,0.04694623844329819,0
C00000137,0.922797012265191,,1
C00000138,0.03263540131388299,,0
C00000139,,0.35175790515462996,1
C00000140,0.040095171566088154,,0
C00000141,0.14412872671591617,,0
C00000142,0.13667456126358152,,0
C00000143,,0.9510892855723744,1
C00000144,0.5213803966616515,,0
C00000145,0.32630423598006864,,0
C00000146,0.030317864248495942,,0
C00000147,,0.040182261209465824,0
C00000148,0.024927139516993928,,0
C00000149,0.09697230242785201,,0
C00000150,0.08835475441692893,,0
C00000151,0.6988494915148001,,1
C00000152,0.9931453168282626,,1
C00000153,0.19563512669045663,,0
C00000154,0.6655568095758704,,0
C00000155,0.08403125638420723,,0
C00000156,0.5260058348173671,,1
C00000157,0.09837326566596483,,0
C00000158,0.8085817522710322,,1
C00000159,,0.7425868650754798,1
C00000160,0.43734643365571785,,1
C00000161,,0.03496416486823853,0
C00000162,0.9130607430155934,,1
C00000163,0.018165467636526458,,0
C00000164,0.0486847055100648,,0
C00000165,0.30809487054746126,,0
C00000166,0.18548248897372535,,0
C00000167,0.6750827871220525,,1
C00000168,,0.9147776299487779,1
C00000169,0.04131694825253611,,0
C00000170,,0.5371215134549971,1
C00000171,0.06465337714182225,,0
C00000172,,0.14730496931230277,0
C00000173,0.11149298533574864,,0
C00000174,,0.9933518671804153,1
C00000175,0.1661893102647827,,0
C00000176,0.11115767477281574,,0
C00000177,0.10300427227403339,,0
C00000178,0.8792303862433876,,1
C00000179,0.87828440471972,,1
C00000180,0.7056654606676015,,1
C00000181,,0.9139596956529863,1
C00000182,0.29410223957822385,,1
C00000183,,0.15437556641148265,0
C00000184,,0.06266969952623416,0
C00000185,0.06518342191472337,,1
C00000186,0.5270599049482014,,1
C00000187,0.24001409944652222,,0
C00000188,0.06306707678063067,,0
C00000189,0.4691203385646621,,1
C00000190,0.11969693417871866,,0
C00000191,0.7998392997886019,,1
C00000192,,0.12069326301248207,0
C00000193,0.09428874169767575,,0
C00000194,,0.9968518982577841,1
C00000195,0.11019933655793465,,0
C00000196,,0.043624276481013,0
C00000197,,0.7896398465732449,0
C00000198,0.9554470680696205,,1
C00000199,0.17207379328515057,,0
C00000200,0.04347261281367959,,0
C00000201,0.7516294199049268,,1
C00000202,0.5718534020202182,,1
C00000203,0.21030299551694767,,0
C00000204,0.14486931743767795,,0
C00000205,0.07193998961144808,,0
C00000206,0.16592850874627932,,0
C00000207,0.0660517978483536,,0
C00000208,,0.15323010490799907,1
C00000209,0.24569633664462237,,0
C00000210,0.11020077031861548,,0
C00000211,0.2913188282502812,,1
C00000212,,0.06945962575500379,0
C00000213,0.21722194614955578,,0
C00000214,0.23208670630693917,,1
C00000215,,0.7465802863764525,1
C00000216,0.07724261596371632,,1
C00000217,,0.11534899938904063,0
C00000218,0.0781883631295861,,0
C00000219,0.9394551570338668,,1
C00000220,0.08155464142991602,,0
C00000221,,0.12364274787343148,0
C00000222,0.07207356919204304,,0
C00000223,0.7049563015921171,,1
C00000224,,0.5715014172740618,1
C00000225,,0.0755166009515207,0
C00000226,,0.8866196825898721,1
C00000227,0.03897797379869601,,0
C00000228,,0.6172847434333986,0
C00000229,0.6590471976045327,,0
C00000230,0.0788816359713796,,0
C00000231,,0.08405972137589039,0
C00000232,0.15630089282270787,,0
C00000233,0.9997043250317005,,1
C00000234,0.9191153450727082,,0
C00000235,0.3105163430958502,,1
C00000236,,0.9076334387903898,1
C00000237,,0.022470562860778344,0
C00000238,,0.9245929911763456,1
C00000239,,0.16411055432127727,0
C00000240,,0.13185937227919667,0
C00000241,0.9223248231389396,,1
C00000242,0.5530646704317093,,1
C00000243,,0.14472428120574,0
C00000244,,0.02400131124864777,0
C00000245,,0.1565065530988797,0
C00000246,,0.8912877022406208,1
C00000247,0.6046496483328313,,0
C00000248,0.16487774035210007,,0
C00000249,,0.09901427178700038,0
C00000250,0.06412342301856329,,0
C00000251,,0.5170926493622728,1
C00000252,,0.9801733487348223,1
C00000253,,0.2117051141327593,0
C00000254,,0.21763834642166857,0
C00000255,,0.04982327823519038,0
C00000256,,0.47786870239620344,1
C00000257,,0.8515618632146983,1
C00000258,0.10289712510444166,,0
C00000259,,0.04171630669291401,0
C00000260,,0.2472108786487292,0
C00000261,0.08970125137459034,,0
C00000262,0.9990931959089687,,1
C00000263,0.04636076150521421,,0
C00000264,0.1077313152566086,,0
C00000265,0.806438317748076,,1
C00000266,0.08250590031596067,,0
C00000267,0.3223502560371555,,0
C00000268,,0.14183383451136133,0
C00000269,0.04712086205921331,,0
C00000270,,0.15546125830667917,0
C00000271,0.08986283501393369,,0
C00000272,0.14159320374989418,,0
C00000273,0.22531857708786232,,0
C00000274,,0.2586977445268023,0
C00000275,0.4783897731502556,,1
C00000276,0.09582008529848325,,0
C00000277,0.17314411098499685,,0
C00000278,0.22918765108987335,,0
C00000279,0.9645290055734643,,1
C00000280,0.997433964298809,,1
C00000281,0.2033444696979366,,0
C00000282,0.03921582925329897,,0
C00000283,0.04258497419981705,,0
C00000284,0.09729967254663607,,0
C00000285,,0.07456402765341329,0
C00000286,,0.03369601218704697,0
C00000287,0.08902054795588277,,0
C00000288,,0.10288716512496993,0
C00000289,,0.09010635503857034,0
C00000290,,0.21399858743759953,0
C00000291,0.9662110043164557,,1
C00000292,,0.09162011776697854,0
C00000293,0.9601963943198917,,1
C00000294,,0.11818517032434157,0
C00000295,0.9971061201453878,,1
C00000296,,0.9573725277121378,1
C00000297,,0.7220918529592527,1
C00000298,0.999619768360204,,1
C00000299,,0.06088471961245777,1
C00000300,0.7750314707197496,,0
C00000301,,0.6628321916923942,1
C00000302,,0.15300582162574491,0
C00000303,0.11353505541782187,,0
C00000304,,0.024635516299597163,0
C00000305,0.7113252222475724,,1
C00000306,,0.039375866159450545,0
C00000307,0.05655592700095761,,0
C00000308,0.2532765853416362,,0
C00000309,,0.07975348445716966,0
C00000310,,0.04563349032966509,0
C00000311,,0.12686743973067433,0
C00000312,,0.09260202471728783,0
C00000313,0.04509143708607295,,0
C00000314,,0.15338314173689213,0
C00000315,,0.11044646697887428,0
C00000316,0.07998843973730942,,0
C00000317,0.1191728036679512,,0
C00000318,0.7408619219281382,,1
C00000319,0.33965099578211133,,0
C00000320,0.6107528484739144,,1
C00000321,0.32196813039614675,,1
C00000322,0.09814160645744023,,0
C00000323,0.24208517660064743,,0
C00000324,,0.06765736953684291,0
C00000325,0.8868884567723959,,1
C00000326,0.41260772331402584,,1
C00000327,,0.9580998474675438,1
C00000328,0.03010995958457477,,0
C00000329,,0.5267175052979198,0
C00000330,0.27046806476764323,,0
C00000331,,0.6633324930705243,1
C00000332,0.16577127687516102,,0
C00000333,,0.6687227556348954,1
C00000334,0.9997678859682253,,1
C00000335,0.15442598190597234,,0
C00000336,0.10397371538376127,,0
C00000337,,0.1438817561014324,0
C00000338,0.6582310968845553,,1
C00000339,0.10698258627402814,,0
C00000340,0.19651868295382233,,1
C00000341,0.027060481921857338,,0
C00000342,0.9335793694360407,,1
C00000343,,0.14181065445594984,1
C00000344,,0.8183596697780748,0
C00000345,,0.4637329250250699,1
C00000346,,0.9383138403825217,1
C00000347,,0.9842099686928796,1
C00000348,0.15046279498083107,,0
C00000349,0.6759297698895657,,0
C00000350,,0.150264964327603,0
C00000351,0.4968348066332661,,0
C00000352,,0.08487531197853862,0
C00000353,,0.04516414436605283,0
C00000354,0.8765232840842323,,0
C00000355,0.13035580021048104,,0
C00000356,0.05484553219254425,,0
C00000357,0.47771343656107684,,1
C00000358,0.5377120515567483,,1
C00000359,0.042746335932973126,,0
C00000360,,0.11629399727297016,0
C00000361,0.7509864535404494,,1
C00000362,,0.11596822479250517,0
C00000363,,0.16456440600979802,0
C00000364,,0.06366745700581895,0
C00000365,0.06894155314557995,,1
C00000366,,0.023903754733226503,0
C00000367,,0.4540903886998922,1
C00000368,0.0977822325238559,,1
C00000369,0.06194730605721257,,0
C00000370,0.9995669991386336,,1
C00000371,,0.38846180635638017,1
C00000372,,0.2949173728145894,0
C00000373,0.16493960357028956,,0
C00000374,0.1333210256515833,,0
C00000375,0.09082663379921802,,0
C00000376,,0.08388815798406299,0
C00000377,0.13671351538578064,,1
C00000378,0.08216202433043684,,0
C00000379,0.09385759854038388,,0
C00000380,,0.5127019385441169,1
C00000381,0.6214130076247097,,0
C00000382,,0.9929377985274269,1
C00000383,,0.19426326623688772,1
C00000384,0.09721078331210095,,0
C00000385,,0.0916312899572231,0
C00000386,,0.9995954437023074,1
C00000387,0.7667500233558695,,1
C00000388,0.6955806916807526,,1
C00000389,0.0854339745054264,,0
C00000390,0.9909783259631754,,1
C00000391,0.5745904474972713,,0
C00000392,0.0680919468694474,,0
C00000393,0.3619138860199288,,0
C00000394,,0.5835415740569638,1
C00000395,0.043525308188669246,,0
C00000396,0.02728747250701884,,0
C00000397,0.8837572044030862,,1
C00000398,0.09563704747280931,,0
C00000399,0.03871615612020229,,0
C00000400,,0.13820811796988458,0
C00000401,0.10908606651267361,,0
C00000402,0.6705106371106334,,1
C00000403,0.3158360619687886,,1
C00000404,0.030647902392129462,,0
C00000405,0.73977289861949,,1
C00000406,0.04219484643410266,,1
C00000407,0.3000380498500928,,0
C00000408,,0.9354991662072726,1
C00000409,,0.06629430421751727,0
C00000410,0.9236890043536033,,1
C00000411,0.10232433751325333,,1
C00000412,0.16779399258437216,,1
C00000413,0.08457875379591666,,0
C00000414,0.955379536204385,,1
C00000415,0.03484494875547603,,0
C00000416,0.11713382522763191,,0
C00000417,0.08954663347253826,,0
C00000418,0.43950660162343197,,1
C00000419,0.16197543497401765,,0
C00000420,0.9858974277424376,,1
C00000421,0.6915996947916445,,1
C00000422,0.06888293837836254,,0
C00000423,,0.14624892653744567,0
C00000424,0.15556958746850302,,0
C00000425,,0.05586778438907906,0
C00000426,0.5734175091069549,,1
C00000427,,0.05978765988216774,0
C00000428,0.9428310892909278,,1
C00000429,0.09077021895162553,,0
C00000430,0.9919153468031489,,1
C00000431,0.9812049787570112,,1
C00000432,0.49739211947328105,,1
C00000433,,0.5704839937454653,1
C00000434,0.9965514663594384,,1
C00000435,0.1848477739354021,,0
C00000436,0.10822410460817711,,0
C00000437,,0.09450567663967696,0
C00000438,,0.10569070239590393,0
C00000439,,0.22394803342312777,1
C00000440,0.08998046120037272,,0
C00000441,0.9972202010266383,,1
C00000442,0.15593924177684462,,0
C00000443,,0.7086437152083102,1
C00000444,0.09658893783852485,,0
C00000445,,0.0703765723858778,0
C00000446,0.6630818965057017,,1
C00000447,,0.989342115684441,1
C00000448,,0.32623871515304514,0
C00000449,0.020645132330555774,,0
C00000450,0.1529012974156793,,0
C00000451,0.17609800165609082,,0
C00000452,,0.9993207642595736,1
C00000453,,0.119433568153204,1
C00000454,0.020664935091411527,,0
C00000455,,0.14794206083651362,0
C00000456,0.10137112345551337,,0
C00000457,0.7054363596006783,,1
C00000458,0.03609428413848445,,0
C00000459,0.1614010326760835,,1
C00000460,0.712722427124613,,0
C00000461,0.47550051976182334,,0
C00000462,0.02296877289635304,,0
C00000463,0.6595772160552835,,1
C00000464,0.504960221455578,,0
C00000465,,0.6305695735611192,0
C00000466,0.2267458741553596,,1
C00000467,0.13753394573051858,,0
C00000468,0.8631504743045092,,1
C00000469,0.24572236556274782,,0
C00000470,,0.12221115147396756,0
C00000471,,0.15362714113138962,0
C00000472,0.0964087228722802,,0
C00000473,0.02014720441651059,,0
C00000474,,0.12733061892458458,0
C00000475,,0.09482101283496756,0
C00000476,0.05723223657946226,,0
C00000477,0.16740291962059767,,0
C00000478,,0.4197392638813579,0
C00000479,0.5294111178492291,,0
C00000480,,0.11221186284842342,0
C00000481,0.05897329995190375,,0
C00000482,0.20060045697565837,,0
C00000483,,0.6215765450163172,0
C00000484,0.12160671081022854,,0
C00000485,0.03827137232211587,,0
C00000486,0.13395927304176417,,0
C00000487,,0.04873856480089481,0
C00000488,0.04855590381418033,,0
C00000489,0.8538192451462261,,0
C00000490,,0.49308481083111055,0
C00000491,,0.546731935604179,1
C00000492,0.13807651103906995,,0
C00000493,0.4307066196911627,,1
C00000494,0.08833790035355096,,0
C00000495,0.48626448226546626,,1
C00000496,,0.1289928073516089,0
C00000497,0.07810782777415579,,0
C00000498,0.5163988257372827,,0
C00000499,0.08110357445169059,,0
C00000500,0.08317207290089666,,0
C00000501,,0.3864790046668414,1
C00000502,0.9478829258582239,,1
C00000503,0.9890087371436341,,1
C00000504,0.0450804126595402,,0
C00000505,0.09645270046543224,,0
C00000506,0.828980077966429,,1
C00000507,0.038740171262172884,,0
C00000508,0.794557075511705,,1
C00000509,0.06217631932439811,,0
C00000510,0.14760331336752283,,0
C00000511,0.15437697494284472,,0
C00000512,0.9697393170397206,,1
C00000513,0.062271947646323565,,0
C00000514,0.20510810572381918,,0
C00000515,0.02978463868263052,,0
C00000516,0.0870377786043181,,0
C00000517,0.3421297382139727,,0
C00000518,,0.32847226744599123,1
C00000519,,0.08889310318896598,0
C00000520,0.9421234503665266,,1
C00000521,0.9988769692523777,,1
C00000522,0.05705600318812543,,0
C00000523,,0.06770406468576921,0
C00000524,0.5254238744304631,,0
C00000525,,0.037000153857539755,0
C00000526,0.0164638431074412,,0
C00000527,,0.9996787043376741,1
C00000528,0.9868086850576565,,1
C00000529,0.19317406947227966,,1
C00000530,,0.036777084399052334,0
C00000531,,0.22399012575669144,1
C00000532,,0.5403572171169728,1
C00000533,0.09941297855970013,,0
C00000534,0.19173400036625654,,0
C00000535,0.06542561538359887,,0
C00000536,0.08962995749527865,,0
C00000537,0.1382749765883086,,0
C00000538,0.0277272908327653,,0
C00000539,0.0361636007112247,,0
C00000540,0.9544329865503218,,1
C00000541,,0.9650356322943117,1
C00000542,,0.8777117519043017,0
C00000543,0.9388816569891147,,1
C00000544,0.9885697932135635,,1
C00000545,0.018229887177380485,,0
C00000546,,0.046660082760293084,0
C00000547,0.03963109244046957,,0
C00000548,,0.4012360186341191,0
C00000549,,0.2340181903980904,1
C00000550,0.056359525661771076,,0
C00000551,0.016586548227930008,,0
C00000552,0.05737158361433452,,0
C00000553,,0.310505318924965,0
C00000554,,0.9976137009913245,1
C00000555,0.1885245031055577,,0
C00000556,0.04827596636285356,,0
C00000557,0.4827912236436166,,0
C00000558,,0.028728537527486143,0
C00000559,,0.37733162887662014,0
C00000560,,0.055916336806345356,0
C00000561,,0.018740354119875863,0
C00000562,0.1748863244679584,,0
C00000563,0.988937704722195,,1
C00000564,0.5377387732035876,,0
C00000565,0.615045491054747,,0
C00000566,0.21927474093075214,,1
C00000567,0.6151615951160587,,1
C00000568,0.22440851247272428,,0
C00000569,0.08382152431220447,,0
C00000570,,0.07939814967712588,0
C00000571,0.10476828657009635,,0
C00000572,0.8607467764408591,,1
C00000573,0.04940340312950114,,0
C00000574,,0.13641578707530944,1
C00000575,0.9999640378353994,,1
C00000576,,0.1457727089198007,0
C00000577,,0.9810412020537175,1
C00000578,,0.23615125641744894,0
C00000579,0.9846840329840714,,1
C00000580,0.34327394501264663,,0
C00000581,0.09792452729443238,,0
C00000582,0.05656298781056654,,0
C00000583,0.14366088347769637,,0
C00000584,0.09304678532786281,,0
C00000585,0.9796960617580377,,1
C00000586,0.10730493092175836,,0
C00000587,0.05358384493400235,,0
C00000588,0.0590297040208195,,0
C00000589,,0.052207692076875103,0
C00000590,0.036937976680620765,,0
C00000591,0.5385458335872675,,1
C00000592,,0.13896637457848715,0
C00000593,0.09450215459401586,,0
C00000594,0.6239374377347386,,0
C00000595,,0.10537966013450065,0
C00000596,,0.03671093443518645,0
C00000597,,0.7273452715319304,1
C00000598,,0.2841998855206001,0
C00000599,0.9893234168607655,,1
C00000600,,0.35660339016458203,0
C00000601,0.023747094979233895,,0
C00000602,0.5734000710755628,,1
C00000603,,0.5597331212948574,1
C00000604,0.43859997215102764,,1
C00000605,0.9738015207412446,,1
C00000606,0.9176443660293699,,1
C00000607,,0.9882140097626947,1
C00000608,0.032133946291051846,,0
C00000609,0.15732496267611115,,1
C00000610,0.09723385135915671,,0
C00000611,0.824946703337898,,0
C00000612,0.14973968481174715,,1
C00000613,0.8517007103662069,,1
C00000614,0.9678962479684191,,1
C00000615,0.023649041025983635,,0
C00000616,0.7507752094744354,,1
C00000617,0.5840110736129855,,1
C00000618,0.1433469039402022,,0
C00000619,0.09227728445107079,,0
C00000620,0.1593836384152112,,0
C00000621,0.9107797735547661,,1
C00000622,0.15850780644885384,,0
C00000623,,0.39901328072018283,1
C00000624,,0.5874347475328843,0
C00000625,0.45059678717520163,,1
C00000626,,0.21103461509298224,0
C00000627,0.587397256726384,,1
C00000628,,0.05317050679968887,0
C00000629,0.7867500340082725,,0
C00000630,0.9936904112115656,,1
C00000631,0.9986175601370634,,1
C00000632,0.7661787664885016,,1
C00000633,,0.09917879026317537,0
C00000634,0.09261091346647617,,0
C00000635,0.30586991121084023,,0
C00000636,0.12100008027242441,,0
C00000637,0.05570768835708452,,1
C00000638,0.8599091288427252,,1
C00000639,,0.33881619008325264,1
C00000640,0.8763393732472935,,1
C00000641,,0.9100798444010785,1
C00000642,0.9815109212983991,,1
C00000643,0.2095138534145545,,0
C00000644,0.1725556053999817,,0
C00000645,,0.32818590287254795,0
C00000646,0.7611987123688015,,1
C00000647,0.11562291744937409,,0
C00000648,0.03211238624349109,,0
C00000649,0.7016427892489585,,1
C00000650,0.06979879008951834,,0
C00000651,0.05401051290943007,,0
C00000652,0.9498930669232465,,1
C00000653,0.6811523216065726,,1
C00000654,,0.07677542816827004,0
C00000655,0.9946837294471993,,1
C00000656,0.09137973995474055,,0
C00000657,0.9297726814844995,,1
C00000658,,0.11139082048748321,0
C00000659,0.5474694010384273,,0
C00000660,,0.5018790323215899,0
C00000661,0.36396101610584225,,0
C00000662,0.9149377553719318,,1
C00000663,0.021714844374233617,,0
C00000664,0.04140029408038134,,0
C00000665,0.015918124921215804,,0
C00000666,0.6557142962968473,,1
C00000667,0.9199017760337679,,1
C00000668,0.4937348373174818,,1
C00000669,0.19580257514255145,,0
C00000670,0.07766630219582173,,0
C00000671,0.0743691576976531,,0
C00000672,0.6152795239015465,,0
C00000673,,0.9665629606449284,1
C00000674,,0.873654748343421,1
C00000675,0.7987593739606508,,0
C00000676,0.3435540057587795,,0
C00000677,,0.9918889711325161,1
C00000678,0.02426357223311239,,0
C00000679,0.06215184583967084,,0
C00000680,0.033856775284557813,,0
C00000681,0.34777274577225736,,0
C00000682,,0.07688528457679082,0
C00000683,0.16769214851161693,,0
C00000684,0.10698819943735148,,0
C00000685,0.4060728582857937,,0
C00000686,0.15178927955217209,,0
C00000687,,0.26136620475054584,0
C00000688,,0.9236347208566724,1
C00000689,,0.6936506408530148,1
C00000690,,0.19404616277966152,0
C00000691,0.09815438997511848,,0
C00000692,0.7790551538748891,,1
C00000693,0.05614029983707975,,0
C00000694,0.07912477250497385,,0
C00000695,0.6950265635380388,,1
C00000696,,0.07062749417856196,0
C00000697,,0.3292751841779283,1
C00000698,0.42505457199884583,,0
C00000699,0.8082780561359376,,1
C00000700,0.2860257976395472,,0
C00000701,0.11096682988641834,,0
C00000702,0.10468756588364245,,0
C00000703,0.04519872714246729,,0
C00000704,0.9879443408324343,,1
C00000705,0.13669755866336453,,0
C00000706,0.3258792630073458,,0
C00000707,0.6228770744986708,,1
C00000708,0.30076843170351186,,1
C00000709,0.08286964900835335,,0
C00000710,0.12007678055641306,,0
C00000711,0.9963843554710594,,1
C00000712,0.6645441871086741,,1
C00000713,0.9911886839873322,,1
C00000714,,0.9954681083211684,1
C00000715,,0.807293930470977,1
C00000716,0.09761320587096388,,0
C00000717,0.8321933302305862,,0
C00000718,,0.13584581657471104,0
C00000719,,0.05554294768209586,1
C00000720,,0.5774650894215219,1
C00000721,0.2648340594366435,,0
C00000722,0.06421955798405812,,0
C00000723,0.3826240895039851,,0
C00000724,0.9939269091742123,,1
C00000725,0.10460897539521234,,0
C00000726,,0.02682032570765585,0
C00000727,0.06138990648876322,,0
C00000728,0.05573179978765272,,0
C00000729,0.06382664753049509,,0
C00000730,0.21151286350197487,,0
C00000731,0.048625689256645066,,0
C00000732,0.05427958444150621,,0
C00000733,0.039717937895157325,,0
C00000734,0.2956753716314371,,0
C00000735,0.035219062914504946,,0
C00000736,0.5611224501706686,,1
C00000737,0.07324154939366061,,0
C00000738,0.08145579398289858,,0
C00000739,,0.08311372283057929,0
C00000740,0.0919507482307652,,0
C00000741,0.1331486803544497,,0
C00000742,0.13077449206100808,,0
C00000743,0.9739585214256937,,1
C00000744,0.059379866431100006,,0
C00000745,0.1131535429336416,,0
C00000746,,0.1605222973376987,0
C00000747,0.0457188894352783,,0
C00000748,0.054880155577740175,,0
C00000749,,0.5913835514063958,1
C00000750,0.9534660608735457,,1
C00000751,0.1282051780545953,,0
C00000752,0.11083191479831943,,0
C00000753,0.07713128305164288,,0
C00000754,0.018015241262741774,,0
C00000755,0.4468559813669742,,1
C00000756,,0.028257451492194306,0
C00000757,,0.11574733940325149,0
C00000758,0.9334287804695135,,1
C00000759,,0.055099224367275164,0
C00000760,0.12062974629054377,,0
C00000761,0.22164352532755227,,1
C00000762,,0.06307304256228456,0
C00000763,0.040432544045813375,,0
C00000764,0.14661457548865436,,0
C00000765,0.705820442217754,,1
C00000766,,0.10297149420892542,0
C00000767,0.12843895201093458,,0
C00000768,0.19374633364913246,,0
C00000769,,0.05989764988880946,0
C00000770,0.7272282363550685,,0
C00000771,0.06173655367117828,,0
C00000772,0.2610039278928198,,0
C00000773,,0.27430668718972884,0
C00000774,0.8029294001085104,,1
C00000775,0.03455790893000408,,0
C00000776,0.8906150742376941,,1
C00000777,,0.48712921968454437,0
C00000778,0.05928216567996165,,0
C00000779,,0.33798798891790427,1
C00000780,0.997536618567444,,1
C00000781,0.4177640604809501,,0
C00000782,0.32194267659397413,,1
C00000783,,0.15272200855588963,0
C00000784,,0.9606817542552243,0
C00000785,,0.9200173445164925,1
C00000786,0.1757612546951052,,0
C00000787,0.9979129703390522,,1
C00000788,0.15659225045560682,,0
C00000789,0.7994476573399897,,1
C00000790,0.6099323342395824,,0
C00000791,0.21116608821925395,,0
C00000792,0.36946209403630575,,0
C00000793,,0.15690418978853968,0
C00000794,,0.11962131590997926,0
C00000795,0.052662214200549236,,0
C00000796,0.14093445880400327,,0
C00000797,0.011812085338906075,,0
C00000798,0.06053853816829835,,0
C00000799,0.6627423441463031,,1
C00000800,0.49752013764553243,,1
C00000801,0.8882696059787555,,1
C00000802,0.04048524991472636,,0
C00000803,0.5346294431521169,,1
C00000804,0.4175802870580178,,0
C00000805,,0.04254797948708307,0
C00000806,,0.15301749718133514,0
C00000807,,0.5445047060780116,1
C00000808,,0.17452269622876293,0
C00000809,,0.1464316963510266,0
C00000810,0.5384896203286966,,1
C00000811,,0.051206702977970246,0
C00000812,0.05743829808676433,,0
C00000813,,0.05491610507226292,1
C00000814,0.14759385878276418,,0
C00000815,,0.07327025922000431,0
C00000816,0.9962653745059903,,1
C00000817,0.8105276773779058,,1
C00000818,0.015704222872339666,,0
C00000819,0.34599796494303414,,0
C00000820,0.11476053681193898,,0
C00000821,0.3435459053225802,,0
C00000822,,0.6204642331755182,0
